scenario,suite,seed,attack_type,attack_ratio,sensor_noise_level,sensors_per_group,alpha,beta,mean_rounds,converged_rate,mean_consensus_degree,mean_excluded_per_tick
full_seed11_bias_0p1_noise0p25_s5_a0p2_b0p7,full,11,bias,0.1,0.25,5,0.2,0.7,1.0,0.9958333333333333,0.8670661618588066,0.0
full_seed11_bias_0p1_noise0p25_s9_a0p2_b0p7,full,11,bias,0.1,0.25,9,0.2,0.7,1.4041666666666666,0.9958333333333333,0.8038094017310871,0.4375
full_seed11_bias_0p1_noise0p5_s13_a0p2_b0p7,full,11,bias,0.1,0.5,13,0.2,0.7,1.5541666666666667,0.5666666666666667,0.7039854164053956,0.7791666666666667
full_seed11_bias_0p1_noise0p5_s5_a0p2_b0p7,full,11,bias,0.1,0.5,5,0.2,0.7,1.0166666666666666,0.9708333333333333,0.8217030954303496,0.016666666666666666
full_seed11_bias_0p1_noise0p5_s9_a0p2_b0p7,full,11,bias,0.1,0.5,9,0.2,0.7,1.4416666666666667,0.9416666666666667,0.7778148952154044,0.5416666666666666
full_seed11_bias_0p2_noise0p1_s13_a0p2_b0p7,full,11,bias,0.2,0.1,13,0.2,0.7,1.4,0.6416666666666667,0.7296059477502275,1.2
full_seed11_bias_0p2_noise0p1_s5_a0p2_b0p7,full,11,bias,0.2,0.1,5,0.2,0.7,1.4,1.0,0.8838887691339813,0.4
full_seed11_bias_0p2_noise0p1_s9_a0p2_b0p7,full,11,bias,0.2,0.1,9,0.2,0.7,1.4,1.0,0.8113066897691018,0.825
full_seed11_bias_0p2_noise0p25_s13_a0p2_b0p7,full,11,bias,0.2,0.25,13,0.2,0.7,1.4083333333333334,0.6208333333333333,0.7168944573707088,1.2333333333333334
full_seed11_bias_0p2_noise0p25_s5_a0p2_b0p7,full,11,bias,0.2,0.25,5,0.2,0.7,1.4,0.9958333333333333,0.8649742742200603,0.4
full_seed11_bias_0p2_noise0p25_s9_a0p2_b0p7,full,11,bias,0.2,0.25,9,0.2,0.7,1.4041666666666666,0.9958333333333333,0.8055837555175456,0.8791666666666667
full_seed11_bias_0p2_noise0p5_s13_a0p2_b0p7,full,11,bias,0.2,0.5,13,0.2,0.7,1.5583333333333333,0.5833333333333334,0.706247017361924,1.6625
full_seed11_bias_0p2_noise0p5_s5_a0p2_b0p7,full,11,bias,0.2,0.5,5,0.2,0.7,1.4125,0.9625,0.8206683616606857,0.43333333333333335
full_seed11_bias_0p2_noise0p5_s9_a0p2_b0p7,full,11,bias,0.2,0.5,9,0.2,0.7,1.4416666666666667,0.9416666666666667,0.7813573234695795,0.9958333333333333
full_seed11_bias_0p3_noise0p1_s13_a0p2_b0p7,full,11,bias,0.3,0.1,13,0.2,0.7,1.4,0.6583333333333333,0.7313038139113505,1.6
full_seed11_bias_0p3_noise0p1_s5_a0p2_b0p7,full,11,bias,0.3,0.1,5,0.2,0.7,1.3875,0.95,0.8609191392251488,0.7083333333333334
full_seed11_bias_0p3_noise0p1_s9_a0p2_b0p7,full,11,bias,0.3,0.1,9,0.2,0.7,1.4041666666666666,1.0,0.8209657433653904,1.3291666666666666
full_seed11_bias_0p3_noise0p25_s13_a0p2_b0p7,full,11,bias,0.3,0.25,13,0.2,0.7,1.4166666666666667,0.6416666666666667,0.7195180176324543,1.6958333333333333
full_seed11_bias_0p3_noise0p25_s5_a0p2_b0p7,full,11,bias,0.3,0.25,5,0.2,0.7,1.3708333333333333,0.9166666666666666,0.8305980332358859,0.6541666666666667
full_seed11_bias_0p3_noise0p25_s9_a0p2_b0p7,full,11,bias,0.3,0.25,9,0.2,0.7,1.4375,0.9958333333333333,0.8129206894924511,1.3666666666666667
full_seed11_bias_0p3_noise0p5_s13_a0p2_b0p7,full,11,bias,0.3,0.5,13,0.2,0.7,1.5625,0.5916666666666667,0.7109745920475741,2.1875
full_seed11_bias_0p3_noise0p5_s5_a0p2_b0p7,full,11,bias,0.3,0.5,5,0.2,0.7,1.2958333333333334,0.7833333333333333,0.7470187868998032,0.5
full_seed11_bias_0p3_noise0p5_s9_a0p2_b0p7,full,11,bias,0.3,0.5,9,0.2,0.7,1.4875,0.9375,0.7811322694724647,1.4083333333333334
full_seed11_bias_0p4_noise0p1_s13_a0p2_b0p7,full,11,bias,0.4,0.1,13,0.2,0.7,1.6875,0.6916666666666667,0.7288477169216248,1.9333333333333333
full_seed11_bias_0p4_noise0p1_s5_a0p2_b0p7,full,11,bias,0.4,0.1,5,0.2,0.7,1.3875,0.95,0.8609191392251488,0.7083333333333334
full_seed11_bias_0p4_noise0p1_s9_a0p2_b0p7,full,11,bias,0.4,0.1,9,0.2,0.7,1.6,0.7291666666666666,0.7179475007170628,1.1541666666666666
full_seed11_bias_0p4_noise0p1_s9_a0p3_b0p8,full,11,bias,0.4,0.1,9,0.3,0.8,1.6,0.7291666666666666,0.7179475007170628,1.1541666666666666
full_seed11_bias_0p4_noise0p25_s13_a0p2_b0p7,full,11,bias,0.4,0.25,13,0.2,0.7,1.6708333333333334,0.6708333333333333,0.7196335779633308,2.129166666666667
full_seed11_bias_0p4_noise0p25_s5_a0p2_b0p7,full,11,bias,0.4,0.25,5,0.2,0.7,1.3708333333333333,0.9166666666666666,0.8305980332358859,0.6541666666666667
full_seed11_bias_0p4_noise0p25_s9_a0p2_b0p7,full,11,bias,0.4,0.25,9,0.2,0.7,1.5916666666666666,0.7208333333333333,0.7141059627398434,1.3
full_seed11_bias_0p4_noise0p25_s9_a0p3_b0p8,full,11,bias,0.4,0.25,9,0.3,0.8,1.5916666666666666,0.7208333333333333,0.7141059627398434,1.3
full_seed11_bias_0p4_noise0p5_s13_a0p2_b0p7,full,11,bias,0.4,0.5,13,0.2,0.7,1.7166666666666666,0.6416666666666667,0.7090454533881027,2.7
full_seed11_bias_0p4_noise0p5_s5_a0p2_b0p7,full,11,bias,0.4,0.5,5,0.2,0.7,1.2958333333333334,0.7833333333333333,0.7470187868998032,0.5
full_seed11_bias_0p4_noise0p5_s9_a0p2_b0p7,full,11,bias,0.4,0.5,9,0.2,0.7,1.6583333333333334,0.7916666666666666,0.7401777395603368,1.6583333333333334
full_seed11_bias_0p4_noise0p5_s9_a0p3_b0p8,full,11,bias,0.4,0.5,9,0.3,0.8,1.6583333333333334,0.7916666666666666,0.7401777395603368,1.6583333333333334
full_seed11_drift_0p4_noise0p1_s9_a0p2_b0p7,full,11,drift,0.4,0.1,9,0.2,0.7,1.1083333333333334,0.7791666666666667,0.7650310212203567,0.10833333333333334
full_seed11_drift_0p4_noise0p25_s9_a0p2_b0p7,full,11,drift,0.4,0.25,9,0.2,0.7,1.125,0.775,0.7553033856815101,0.12916666666666668
full_seed11_drift_0p4_noise0p5_s9_a0p2_b0p7,full,11,drift,0.4,0.5,9,0.2,0.7,1.225,0.75,0.7370270791253397,0.2916666666666667
full_seed42_bias_0p0_noise0p1_s13_a0p2_b0p7,full,42,bias,0.0,0.1,13,0.2,0.7,1.0,0.6291666666666667,0.7327074056031726,0.0
full_seed42_bias_0p0_noise0p1_s5_a0p2_b0p7,full,42,bias,0.0,0.1,5,0.2,0.7,1.0,1.0,0.886459916122894,0.0
full_seed42_bias_0p0_noise0p1_s9_a0p2_b0p7,full,42,bias,0.0,0.1,9,0.2,0.7,1.0,1.0,0.8165070868794124,0.0
full_seed42_bias_0p0_noise0p25_s13_a0p2_b0p7,full,42,bias,0.0,0.25,13,0.2,0.7,1.0125,0.5833333333333334,0.7200650872500753,0.0125
full_seed42_bias_0p0_noise0p25_s5_a0p2_b0p7,full,42,bias,0.0,0.25,5,0.2,0.7,1.0,0.9958333333333333,0.870575060587834,0.0
full_seed42_bias_0p0_noise0p25_s9_a0p2_b0p7,full,42,bias,0.0,0.25,9,0.2,0.7,1.0,0.9916666666666667,0.8026484763129607,0.0
full_seed42_bias_0p0_noise0p5_s13_a0p2_b0p7,full,42,bias,0.0,0.5,13,0.2,0.7,1.325,0.5625,0.7068349745362429,0.375
full_seed42_bias_0p0_noise0p5_s5_a0p2_b0p7,full,42,bias,0.0,0.5,5,0.2,0.7,1.025,0.975,0.8281328226109991,0.025
full_seed42_bias_0p0_noise0p5_s9_a0p2_b0p7,full,42,bias,0.0,0.5,9,0.2,0.7,1.0875,0.9541666666666667,0.7736315966516533,0.09166666666666666
full_seed42_bias_0p1_noise0p1_s13_a0p2_b0p7,full,42,bias,0.1,0.1,13,0.2,0.7,1.4,0.625,0.7307099186077826,0.4
full_seed42_bias_0p1_noise0p1_s5_a0p2_b0p7,full,42,bias,0.1,0.1,5,0.2,0.7,1.0,1.0,0.886459916122894,0.0
full_seed42_bias_0p1_noise0p1_s9_a0p2_b0p7,full,42,bias,0.1,0.1,9,0.2,0.7,1.4,1.0,0.8131982531432769,0.4083333333333333
full_seed42_bias_0p1_noise0p25_s13_a0p2_b0p7,full,42,bias,0.1,0.25,13,0.2,0.7,1.4083333333333334,0.5708333333333333,0.7176258159090051,0.4166666666666667
full_seed42_bias_0p1_noise0p25_s5_a0p2_b0p7,full,42,bias,0.1,0.25,5,0.2,0.7,1.0,0.9958333333333333,0.870575060587834,0.0
full_seed42_bias_0p1_noise0p25_s9_a0p2_b0p7,full,42,bias,0.1,0.25,9,0.2,0.7,1.4,0.9916666666666667,0.8038576444135008,0.44166666666666665
full_seed42_bias_0p1_noise0p5_s13_a0p2_b0p7,full,42,bias,0.1,0.5,13,0.2,0.7,1.575,0.5458333333333333,0.7045001273273651,0.7916666666666666
full_seed42_bias_0p1_noise0p5_s5_a0p2_b0p7,full,42,bias,0.1,0.5,5,0.2,0.7,1.025,0.975,0.8281328226109991,0.025
full_seed42_bias_0p1_noise0p5_s9_a0p2_b0p7,full,42,bias,0.1,0.5,9,0.2,0.7,1.4458333333333333,0.9458333333333333,0.7772854968269662,0.5541666666666667
full_seed42_bias_0p2_noise0p1_s13_a0p2_b0p7,full,42,bias,0.2,0.1,13,0.2,0.7,1.4,0.6416666666666667,0.7294242502119476,1.2
full_seed42_bias_0p2_noise0p1_s5_a0p2_b0p7,full,42,bias,0.2,0.1,5,0.2,0.7,1.4,1.0,0.8851327249041391,0.4
full_seed42_bias_0p2_noise0p1_s9_a0p2_b0p7,full,42,bias,0.2,0.1,9,0.2,0.7,1.4,1.0,0.812419032694676,0.8333333333333334
full_seed42_bias_0p2_noise0p25_s13_a0p2_b0p7,full,42,bias,0.2,0.25,13,0.2,0.7,1.4125,0.5791666666666667,0.7162387550562098,1.25
full_seed42_bias_0p2_noise0p25_s5_a0p2_b0p7,full,42,bias,0.2,0.25,5,0.2,0.7,1.4,0.9958333333333333,0.8685021785779675,0.4
full_seed42_bias_0p2_noise0p25_s9_a0p2_b0p7,full,42,bias,0.2,0.25,9,0.2,0.7,1.4,0.9875,0.8056962859628326,0.8791666666666667
full_seed42_bias_0p2_noise0p5_s13_a0p2_b0p7,full,42,bias,0.2,0.5,13,0.2,0.7,1.575,0.5625,0.7074032115210988,1.7208333333333334
full_seed42_bias_0p2_noise0p5_s5_a0p2_b0p7,full,42,bias,0.2,0.5,5,0.2,0.7,1.4125,0.9708333333333333,0.8254447937976072,0.425
full_seed42_bias_0p2_noise0p5_s9_a0p2_b0p7,full,42,bias,0.2,0.5,9,0.2,0.7,1.45,0.9458333333333333,0.7800108493880061,0.9833333333333333
full_seed42_bias_0p3_noise0p1_s13_a0p2_b0p7,full,42,bias,0.3,0.1,13,0.2,0.7,1.4,0.6458333333333334,0.7306608683836185,1.6
full_seed42_bias_0p3_noise0p1_s5_a0p2_b0p7,full,42,bias,0.3,0.1,5,0.2,0.7,1.3833333333333333,0.9541666666666667,0.8649917132069219,0.7166666666666667
full_seed42_bias_0p3_noise0p1_s9_a0p2_b0p7,full,42,bias,0.3,0.1,9,0.2,0.7,1.425,1.0,0.8252081187024165,1.3583333333333334
full_seed42_bias_0p3_noise0p25_s13_a0p2_b0p7,full,42,bias,0.3,0.25,13,0.2,0.7,1.4125,0.6,0.7188526562253414,1.7166666666666666
full_seed42_bias_0p3_noise0p25_s5_a0p2_b0p7,full,42,bias,0.3,0.25,5,0.2,0.7,1.3791666666666667,0.9208333333333333,0.8385663964107546,0.6541666666666667
full_seed42_bias_0p3_noise0p25_s9_a0p2_b0p7,full,42,bias,0.3,0.25,9,0.2,0.7,1.4291666666666667,0.9833333333333333,0.8124423492165943,1.3625
full_seed42_bias_0p3_noise0p5_s13_a0p2_b0p7,full,42,bias,0.3,0.5,13,0.2,0.7,1.5875,0.5875,0.7111483647790945,2.275
full_seed42_bias_0p3_noise0p5_s5_a0p2_b0p7,full,42,bias,0.3,0.5,5,0.2,0.7,1.3666666666666667,0.8416666666666667,0.7785701706418658,0.5875
full_seed42_bias_0p3_noise0p5_s9_a0p2_b0p7,full,42,bias,0.3,0.5,9,0.2,0.7,1.4708333333333334,0.9458333333333333,0.7884133251780542,1.5083333333333333
full_seed42_bias_0p4_noise0p1_s13_a0p2_b0p7,full,42,bias,0.4,0.1,13,0.2,0.7,1.6791666666666667,0.7041666666666667,0.7265255347992897,1.9041666666666666
full_seed42_bias_0p4_noise0p1_s5_a0p2_b0p7,full,42,bias,0.4,0.1,5,0.2,0.7,1.3833333333333333,0.9541666666666667,0.8649917132069219,0.7166666666666667
full_seed42_bias_0p4_noise0p1_s9_a0p2_b0p7,full,42,bias,0.4,0.1,9,0.2,0.7,1.575,0.7291666666666666,0.7152152720312271,1.0833333333333333
full_seed42_bias_0p4_noise0p25_s13_a0p2_b0p7,full,42,bias,0.4,0.25,13,0.2,0.7,1.6875,0.6416666666666667,0.722678485049483,2.1708333333333334
full_seed42_bias_0p4_noise0p25_s5_a0p2_b0p7,full,42,bias,0.4,0.25,5,0.2,0.7,1.3791666666666667,0.9208333333333333,0.8385663964107546,0.6541666666666667
full_seed42_bias_0p4_noise0p25_s9_a0p2_b0p7,full,42,bias,0.4,0.25,9,0.2,0.7,1.5791666666666666,0.7125,0.7108425195503009,1.2375
full_seed42_bias_0p4_noise0p5_s13_a0p2_b0p7,full,42,bias,0.4,0.5,13,0.2,0.7,1.7791666666666666,0.6125,0.7036212109796672,2.745833333333333
full_seed42_bias_0p4_noise0p5_s5_a0p2_b0p7,full,42,bias,0.4,0.5,5,0.2,0.7,1.3666666666666667,0.8416666666666667,0.7785701706418658,0.5875
full_seed42_bias_0p4_noise0p5_s9_a0p2_b0p7,full,42,bias,0.4,0.5,9,0.2,0.7,1.675,0.7666666666666667,0.7339462245931208,1.6666666666666667
