scenario,suite,seed,attack_type,attack_ratio,sensor_noise_level,sensors_per_group,alpha,beta,mean_rounds,converged_rate,mean_consensus_degree,mean_excluded_per_tick
full_seed101_bias_0p1_noise0p5_s9_a0p2_b0p7,full,101,bias,0.1,0.5,9,0.2,0.7,1.8541666666666667,0.2833333333333333,0.6170597789277177,1.7208333333333334
full_seed101_bias_0p2_noise0p1_s13_a0p2_b0p7,full,101,bias,0.2,0.1,13,0.2,0.7,1.2791666666666666,0.0,0.43343369056401443,0.4125
full_seed101_bias_0p2_noise0p1_s5_a0p2_b0p7,full,101,bias,0.2,0.1,5,0.2,0.7,1.1416666666666666,0.6291666666666667,0.6812566629932737,0.14583333333333334
full_seed101_bias_0p2_noise0p1_s9_a0p2_b0p7,full,101,bias,0.2,0.1,9,0.2,0.7,1.2166666666666666,0.10416666666666667,0.5591213867174822,0.2833333333333333
full_seed101_bias_0p2_noise0p25_s13_a0p2_b0p7,full,101,bias,0.2,0.25,13,0.2,0.7,1.6125,0.0,0.42749201055966035,0.9958333333333333
full_seed101_bias_0p2_noise0p25_s5_a0p2_b0p7,full,101,bias,0.2,0.25,5,0.2,0.7,1.2625,0.5458333333333333,0.6749222539279288,0.29583333333333334
full_seed101_bias_0p2_noise0p25_s9_a0p2_b0p7,full,101,bias,0.2,0.25,9,0.2,0.7,1.4333333333333333,0.1125,0.5583110373630364,0.6333333333333333
full_seed101_bias_0p2_noise0p5_s13_a0p2_b0p7,full,101,bias,0.2,0.5,13,0.2,0.7,2.0416666666666665,0.008333333333333333,0.43166048448324806,3.3041666666666667
full_seed101_bias_0p2_noise0p5_s5_a0p2_b0p7,full,101,bias,0.2,0.5,5,0.2,0.7,1.5875,0.4791666666666667,0.6473024762996958,0.7666666666666667
full_seed101_bias_0p2_noise0p5_s9_a0p2_b0p7,full,101,bias,0.2,0.5,9,0.2,0.7,1.8708333333333333,0.225,0.5696775759258893,1.8958333333333333
full_seed101_bias_0p3_noise0p1_s13_a0p2_b0p7,full,101,bias,0.3,0.1,13,0.2,0.7,1.2958333333333334,0.0,0.42400050233503045,0.4666666666666667
full_seed101_bias_0p3_noise0p1_s5_a0p2_b0p7,full,101,bias,0.3,0.1,5,0.2,0.7,1.1458333333333333,0.5708333333333333,0.6079927187578268,0.175
full_seed101_bias_0p3_noise0p1_s9_a0p2_b0p7,full,101,bias,0.3,0.1,9,0.2,0.7,1.2208333333333334,0.10416666666666667,0.5247079289223793,0.32083333333333336
full_seed101_bias_0p3_noise0p25_s13_a0p2_b0p7,full,101,bias,0.3,0.25,13,0.2,0.7,1.6125,0.0,0.4157861785960255,1.0458333333333334
full_seed101_bias_0p3_noise0p25_s5_a0p2_b0p7,full,101,bias,0.3,0.25,5,0.2,0.7,1.2666666666666666,0.45,0.5871236409118833,0.3333333333333333
full_seed101_bias_0p3_noise0p25_s9_a0p2_b0p7,full,101,bias,0.3,0.25,9,0.2,0.7,1.475,0.10833333333333334,0.5235956970201558,0.7208333333333333
full_seed101_bias_0p3_noise0p5_s13_a0p2_b0p7,full,101,bias,0.3,0.5,13,0.2,0.7,2.0541666666666667,0.008333333333333333,0.4184639708882669,3.370833333333333
full_seed101_bias_0p3_noise0p5_s5_a0p2_b0p7,full,101,bias,0.3,0.5,5,0.2,0.7,1.5875,0.3875,0.5617340560167019,0.8
full_seed101_bias_0p3_noise0p5_s9_a0p2_b0p7,full,101,bias,0.3,0.5,9,0.2,0.7,1.8791666666666667,0.2125,0.5334270908594616,2.025
full_seed101_bias_0p4_noise0p1_s13_a0p2_b0p7,full,101,bias,0.4,0.1,13,0.2,0.7,1.3083333333333333,0.0,0.42400544887850844,0.5083333333333333
full_seed101_bias_0p4_noise0p1_s5_a0p2_b0p7,full,101,bias,0.4,0.1,5,0.2,0.7,1.1458333333333333,0.5708333333333333,0.6079927187578268,0.175
full_seed101_bias_0p4_noise0p1_s9_a0p2_b0p7,full,101,bias,0.4,0.1,9,0.2,0.7,1.2208333333333334,0.10416666666666667,0.5091963737522662,0.35
full_seed101_bias_0p4_noise0p25_s13_a0p2_b0p7,full,101,bias,0.4,0.25,13,0.2,0.7,1.6125,0.0,0.4145162971857714,1.0875
full_seed101_bias_0p4_noise0p25_s5_a0p2_b0p7,full,101,bias,0.4,0.25,5,0.2,0.7,1.2666666666666666,0.45,0.5871236409118833,0.3333333333333333
full_seed101_bias_0p4_noise0p25_s9_a0p2_b0p7,full,101,bias,0.4,0.25,9,0.2,0.7,1.4458333333333333,0.10833333333333334,0.5050602106449816,0.7416666666666667
full_seed101_bias_0p4_noise0p5_s13_a0p2_b0p7,full,101,bias,0.4,0.5,13,0.2,0.7,2.0708333333333333,0.008333333333333333,0.4155822844279379,3.408333333333333
full_seed101_bias_0p4_noise0p5_s5_a0p2_b0p7,full,101,bias,0.4,0.5,5,0.2,0.7,1.5875,0.3875,0.5617340560167019,0.8
full_seed101_bias_0p4_noise0p5_s9_a0p2_b0p7,full,101,bias,0.4,0.5,9,0.2,0.7,1.8833333333333333,0.20416666666666666,0.5168471529153191,2.0083333333333333
full_seed11_bias_0p0_noise0p1_s13_a0p2_b0p7,full,11,bias,0.0,0.1,13,0.2,0.7,1.1208333333333333,0.0,0.4996423836428395,0.14166666666666666
full_seed11_bias_0p0_noise0p1_s5_a0p2_b0p7,full,11,bias,0.0,0.1,5,0.2,0.7,1.0375,0.9125,0.7759104655969025,0.041666666666666664
full_seed11_bias_0p0_noise0p1_s9_a0p2_b0p7,full,11,bias,0.0,0.1,9,0.2,0.7,1.0875,0.11666666666666667,0.6513909101433036,0.10416666666666667
full_seed11_bias_0p0_noise0p25_s13_a0p2_b0p7,full,11,bias,0.0,0.25,13,0.2,0.7,1.4541666666666666,0.004166666666666667,0.4934140054958608,0.6
full_seed11_bias_0p0_noise0p25_s5_a0p2_b0p7,full,11,bias,0.0,0.25,5,0.2,0.7,1.1125,0.725,0.7495718324389584,0.12916666666666668
full_seed11_bias_0p0_noise0p25_s9_a0p2_b0p7,full,11,bias,0.0,0.25,9,0.2,0.7,1.2625,0.1625,0.6429531281861363,0.31666666666666665
full_seed11_bias_0p0_noise0p5_s13_a0p2_b0p7,full,11,bias,0.0,0.5,13,0.2,0.7,2.0083333333333333,0.016666666666666666,0.5091574069198849,2.675
full_seed11_bias_0p0_noise0p5_s5_a0p2_b0p7,full,11,bias,0.0,0.5,5,0.2,0.7,1.4833333333333334,0.5958333333333333,0.7173164921075462,0.6
full_seed11_bias_0p0_noise0p5_s9_a0p2_b0p7,full,11,bias,0.0,0.5,9,0.2,0.7,1.8166666666666667,0.2916666666666667,0.6471695091568139,1.4375
full_seed11_bias_0p1_noise0p1_s13_a0p2_b0p7,full,11,bias,0.1,0.1,13,0.2,0.7,1.225,0.0,0.4743031851242525,0.25416666666666665
full_seed11_bias_0p1_noise0p1_s5_a0p2_b0p7,full,11,bias,0.1,0.1,5,0.2,0.7,1.0375,0.9125,0.7759104655969025,0.041666666666666664
full_seed11_bias_0p1_noise0p1_s9_a0p2_b0p7,full,11,bias,0.1,0.1,9,0.2,0.7,1.1958333333333333,0.0875,0.601173304942228,0.21666666666666667
full_seed11_bias_0p1_noise0p25_s13_a0p2_b0p7,full,11,bias,0.1,0.25,13,0.2,0.7,1.5291666666666666,0.004166666666666667,0.4683755762617446,0.7583333333333333
full_seed11_bias_0p1_noise0p25_s5_a0p2_b0p7,full,11,bias,0.1,0.25,5,0.2,0.7,1.1125,0.725,0.7495718324389584,0.12916666666666668
full_seed11_bias_0p1_noise0p25_s9_a0p2_b0p7,full,11,bias,0.1,0.25,9,0.2,0.7,1.3791666666666667,0.12916666666666668,0.5963067938131074,0.4708333333333333
full_seed11_bias_0p1_noise0p5_s13_a0p2_b0p7,full,11,bias,0.1,0.5,13,0.2,0.7,2.0,0.016666666666666666,0.4813740981372162,2.8375
full_seed11_bias_0p1_noise0p5_s5_a0p2_b0p7,full,11,bias,0.1,0.5,5,0.2,0.7,1.4833333333333334,0.5958333333333333,0.7173164921075462,0.6
full_seed11_bias_0p1_noise0p5_s9_a0p2_b0p7,full,11,bias,0.1,0.5,9,0.2,0.7,1.8541666666666667,0.22916666666666666,0.6020737915074211,1.6125
full_seed11_bias_0p2_noise0p1_s13_a0p2_b0p7,full,11,bias,0.2,0.1,13,0.2,0.7,1.325,0.0,0.4360467204666974,0.45
full_seed11_bias_0p2_noise0p1_s5_a0p2_b0p7,full,11,bias,0.2,0.1,5,0.2,0.7,1.1291666666666667,0.6291666666666667,0.6795072509271555,0.14166666666666666
full_seed11_bias_0p2_noise0p1_s9_a0p2_b0p7,full,11,bias,0.2,0.1,9,0.2,0.7,1.2541666666666667,0.07916666666666666,0.5590295140417962,0.30833333333333335
full_seed11_bias_0p2_noise0p25_s13_a0p2_b0p7,full,11,bias,0.2,0.25,13,0.2,0.7,1.6125,0.004166666666666667,0.4322460352160409,1.0208333333333333
full_seed11_bias_0p2_noise0p25_s5_a0p2_b0p7,full,11,bias,0.2,0.25,5,0.2,0.7,1.2375,0.525,0.6573582299997961,0.2708333333333333
full_seed11_bias_0p2_noise0p25_s9_a0p2_b0p7,full,11,bias,0.2,0.25,9,0.2,0.7,1.4583333333333333,0.12083333333333333,0.5543450132844993,0.6208333333333333
full_seed11_bias_0p2_noise0p5_s13_a0p2_b0p7,full,11,bias,0.2,0.5,13,0.2,0.7,2.033333333333333,0.0125,0.44297497573173744,3.1375
full_seed11_bias_0p2_noise0p5_s5_a0p2_b0p7,full,11,bias,0.2,0.5,5,0.2,0.7,1.5541666666666667,0.44166666666666665,0.6246987776614386,0.6958333333333333
full_seed11_bias_0p2_noise0p5_s9_a0p2_b0p7,full,11,bias,0.2,0.5,9,0.2,0.7,1.875,0.19166666666666668,0.5598070580984416,1.7458333333333333
full_seed11_bias_0p3_noise0p1_s13_a0p2_b0p7,full,11,bias,0.3,0.1,13,0.2,0.7,1.3166666666666667,0.0,0.4246067937215075,0.4875
full_seed11_bias_0p3_noise0p1_s5_a0p2_b0p7,full,11,bias,0.3,0.1,5,0.2,0.7,1.1625,0.5625,0.6065579286632239,0.2
full_seed11_bias_0p3_noise0p1_s9_a0p2_b0p7,full,11,bias,0.3,0.1,9,0.2,0.7,1.2666666666666666,0.07916666666666666,0.5246166245552648,0.3541666666666667
full_seed11_bias_0p3_noise0p25_s13_a0p2_b0p7,full,11,bias,0.3,0.25,13,0.2,0.7,1.6541666666666666,0.004166666666666667,0.4207574700825917,1.1208333333333333
full_seed11_bias_0p3_noise0p25_s5_a0p2_b0p7,full,11,bias,0.3,0.25,5,0.2,0.7,1.2958333333333334,0.4583333333333333,0.5900829757973471,0.36666666666666664
full_seed11_bias_0p3_noise0p25_s9_a0p2_b0p7,full,11,bias,0.3,0.25,9,0.2,0.7,1.4791666666666667,0.11666666666666667,0.5242532214345488,0.7208333333333333
full_seed11_bias_0p3_noise0p5_s13_a0p2_b0p7,full,11,bias,0.3,0.5,13,0.2,0.7,2.05,0.0125,0.42857748089569186,3.25
full_seed11_bias_0p3_noise0p5_s5_a0p2_b0p7,full,11,bias,0.3,0.5,5,0.2,0.7,1.5625,0.36666666666666664,0.554782275332245,0.7416666666666667
full_seed11_bias_0p3_noise0p5_s9_a0p2_b0p7,full,11,bias,0.3,0.5,9,0.2,0.7,1.8958333333333333,0.18333333333333332,0.5337878521661866,1.8666666666666667
full_seed11_bias_0p4_noise0p1_s13_a0p2_b0p7,full,11,bias,0.4,0.1,13,0.2,0.7,1.3041666666666667,0.0,0.42356531484130594,0.5083333333333333
full_seed11_bias_0p4_noise0p1_s5_a0p2_b0p7,full,11,bias,0.4,0.1,5,0.2,0.7,1.1625,0.5625,0.6065579286632239,0.2
full_seed11_bias_0p4_noise0p1_s9_a0p2_b0p7,full,11,bias,0.4,0.1,9,0.2,0.7,1.25,0.07916666666666666,0.5076629626414872,0.37083333333333335
full_seed11_bias_0p4_noise0p1_s9_a0p3_b0p8,full,11,bias,0.4,0.1,9,0.3,0.8,1.25,0.07916666666666666,0.5076629626414872,0.37083333333333335
full_seed11_bias_0p4_noise0p25_s13_a0p2_b0p7,full,11,bias,0.4,0.25,13,0.2,0.7,1.6333333333333333,0.004166666666666667,0.41792086579322657,1.1333333333333333
full_seed11_bias_0p4_noise0p25_s5_a0p2_b0p7,full,11,bias,0.4,0.25,5,0.2,0.7,1.2958333333333334,0.4583333333333333,0.5900829757973471,0.36666666666666664
full_seed11_bias_0p4_noise0p25_s9_a0p2_b0p7,full,11,bias,0.4,0.25,9,0.2,0.7,1.4916666666666667,0.11666666666666667,0.5061803756529971,0.7958333333333333
full_seed11_bias_0p4_noise0p25_s9_a0p3_b0p8,full,11,bias,0.4,0.25,9,0.3,0.8,1.4916666666666667,0.11666666666666667,0.5061803756529971,0.7958333333333333
full_seed11_bias_0p4_noise0p5_s13_a0p2_b0p7,full,11,bias,0.4,0.5,13,0.2,0.7,2.05,0.0125,0.4243204744539065,3.325
full_seed11_bias_0p4_noise0p5_s5_a0p2_b0p7,full,11,bias,0.4,0.5,5,0.2,0.7,1.5625,0.36666666666666664,0.554782275332245,0.7416666666666667
full_seed11_bias_0p4_noise0p5_s9_a0p2_b0p7,full,11,bias,0.4,0.5,9,0.2,0.7,1.9041666666666666,0.175,0.5104158383243348,1.9416666666666667
full_seed11_bias_0p4_noise0p5_s9_a0p3_b0p8,full,11,bias,0.4,0.5,9,0.3,0.8,1.9041666666666666,0.175,0.5104158383243348,1.9416666666666667
full_seed11_drift_0p4_noise0p1_s9_a0p2_b0p7,full,11,drift,0.4,0.1,9,0.2,0.7,1.1541666666666666,0.07916666666666666,0.5690838349870837,0.1875
full_seed11_drift_0p4_noise0p25_s9_a0p2_b0p7,full,11,drift,0.4,0.25,9,0.2,0.7,1.4041666666666666,0.125,0.5685393502250359,0.5291666666666667
full_seed11_drift_0p4_noise0p5_s9_a0p2_b0p7,full,11,drift,0.4,0.5,9,0.2,0.7,1.8625,0.20833333333333334,0.5744945111012822,1.6833333333333333
full_seed42_bias_0p0_noise0p1_s13_a0p2_b0p7,full,42,bias,0.0,0.1,13,0.2,0.7,1.1083333333333334,0.0,0.5001571164963563,0.14166666666666666
full_seed42_bias_0p0_noise0p1_s5_a0p2_b0p7,full,42,bias,0.0,0.1,5,0.2,0.7,1.0416666666666667,0.925,0.7785091975120809,0.05
full_seed42_bias_0p0_noise0p1_s9_a0p2_b0p7,full,42,bias,0.0,0.1,9,0.2,0.7,1.0875,0.1375,0.6525485534702541,0.10833333333333334
full_seed42_bias_0p0_noise0p25_s13_a0p2_b0p7,full,42,bias,0.0,0.25,13,0.2,0.7,1.4458333333333333,0.0,0.4939473021781526,0.6
full_seed42_bias_0p0_noise0p25_s5_a0p2_b0p7,full,42,bias,0.0,0.25,5,0.2,0.7,1.1041666666666667,0.7791666666666667,0.7567871699915697,0.12083333333333333
full_seed42_bias_0p0_noise0p25_s9_a0p2_b0p7,full,42,bias,0.0,0.25,9,0.2,0.7,1.2541666666666667,0.15,0.6431408873693052,0.3375
full_seed42_bias_0p0_noise0p5_s13_a0p2_b0p7,full,42,bias,0.0,0.5,13,0.2,0.7,1.9625,0.0125,0.508172911994335,2.629166666666667
full_seed42_bias_0p0_noise0p5_s5_a0p2_b0p7,full,42,bias,0.0,0.5,5,0.2,0.7,1.4125,0.6083333333333333,0.7202463269613266,0.5166666666666667
full_seed42_bias_0p0_noise0p5_s9_a0p2_b0p7,full,42,bias,0.0,0.5,9,0.2,0.7,1.7291666666666667,0.2875,0.6459679996163422,1.375
full_seed42_bias_0p1_noise0p1_s13_a0p2_b0p7,full,42,bias,0.1,0.1,13,0.2,0.7,1.2041666666666666,0.0,0.473781083926537,0.24583333333333332
full_seed42_bias_0p1_noise0p1_s5_a0p2_b0p7,full,42,bias,0.1,0.1,5,0.2,0.7,1.0416666666666667,0.925,0.7785091975120809,0.05
full_seed42_bias_0p1_noise0p1_s9_a0p2_b0p7,full,42,bias,0.1,0.1,9,0.2,0.7,1.1833333333333333,0.09583333333333334,0.6009002136277678,0.20833333333333334
full_seed42_bias_0p1_noise0p25_s13_a0p2_b0p7,full,42,bias,0.1,0.25,13,0.2,0.7,1.5083333333333333,0.0,0.46659278855863706,0.7375
full_seed42_bias_0p1_noise0p25_s5_a0p2_b0p7,full,42,bias,0.1,0.25,5,0.2,0.7,1.1041666666666667,0.7791666666666667,0.7567871699915697,0.12083333333333333
full_seed42_bias_0p1_noise0p25_s9_a0p2_b0p7,full,42,bias,0.1,0.25,9,0.2,0.7,1.3541666666666667,0.10833333333333334,0.5917935193146103,0.49166666666666664
full_seed42_bias_0p1_noise0p5_s13_a0p2_b0p7,full,42,bias,0.1,0.5,13,0.2,0.7,1.9708333333333334,0.008333333333333333,0.47921741493888226,2.8208333333333333
full_seed42_bias_0p1_noise0p5_s5_a0p2_b0p7,full,42,bias,0.1,0.5,5,0.2,0.7,1.4125,0.6083333333333333,0.7202463269613266,0.5166666666666667
full_seed42_bias_0p1_noise0p5_s9_a0p2_b0p7,full,42,bias,0.1,0.5,9,0.2,0.7,1.7625,0.22916666666666666,0.6010009792113495,1.55
full_seed42_bias_0p2_noise0p1_s13_a0p2_b0p7,full,42,bias,0.2,0.1,13,0.2,0.7,1.2708333333333333,0.0,0.43579175920292357,0.42916666666666664
full_seed42_bias_0p2_noise0p1_s5_a0p2_b0p7,full,42,bias,0.2,0.1,5,0.2,0.7,1.1375,0.6333333333333333,0.6779228799062795,0.14583333333333334
full_seed42_bias_0p2_noise0p1_s9_a0p2_b0p7,full,42,bias,0.2,0.1,9,0.2,0.7,1.2,0.09166666666666666,0.556616626976177,0.2625
full_seed42_bias_0p2_noise0p25_s13_a0p2_b0p7,full,42,bias,0.2,0.25,13,0.2,0.7,1.5916666666666666,0.0,0.42978831733410783,1.0041666666666667
full_seed42_bias_0p2_noise0p25_s5_a0p2_b0p7,full,42,bias,0.2,0.25,5,0.2,0.7,1.225,0.5333333333333333,0.6581729588410664,0.26666666666666666
full_seed42_bias_0p2_noise0p25_s9_a0p2_b0p7,full,42,bias,0.2,0.25,9,0.2,0.7,1.3833333333333333,0.1,0.5511416825895836,0.5875
full_seed42_bias_0p2_noise0p5_s13_a0p2_b0p7,full,42,bias,0.2,0.5,13,0.2,0.7,1.9875,0.008333333333333333,0.43415484661130627,3.0833333333333335
full_seed42_bias_0p2_noise0p5_s5_a0p2_b0p7,full,42,bias,0.2,0.5,5,0.2,0.7,1.475,0.4666666666666667,0.6308949360382591,0.6125
full_seed42_bias_0p2_noise0p5_s9_a0p2_b0p7,full,42,bias,0.2,0.5,9,0.2,0.7,1.8,0.20833333333333334,0.5574447601481104,1.6708333333333334
full_seed42_bias_0p3_noise0p1_s13_a0p2_b0p7,full,42,bias,0.3,0.1,13,0.2,0.7,1.3,0.0,0.42583841303900116,0.49583333333333335
full_seed42_bias_0p3_noise0p1_s5_a0p2_b0p7,full,42,bias,0.3,0.1,5,0.2,0.7,1.1458333333333333,0.5833333333333334,0.6079462067202566,0.18333333333333332
full_seed42_bias_0p3_noise0p1_s9_a0p2_b0p7,full,42,bias,0.3,0.1,9,0.2,0.7,1.2208333333333334,0.09166666666666666,0.5255059233483361,0.32916666666666666
full_seed42_bias_0p3_noise0p25_s13_a0p2_b0p7,full,42,bias,0.3,0.25,13,0.2,0.7,1.5875,0.0,0.41901104454257665,1.0666666666666667
full_seed42_bias_0p3_noise0p25_s5_a0p2_b0p7,full,42,bias,0.3,0.25,5,0.2,0.7,1.2375,0.49166666666666664,0.5870423249452035,0.3
full_seed42_bias_0p3_noise0p25_s9_a0p2_b0p7,full,42,bias,0.3,0.25,9,0.2,0.7,1.4458333333333333,0.1,0.5216679693835454,0.7375
full_seed42_bias_0p3_noise0p5_s13_a0p2_b0p7,full,42,bias,0.3,0.5,13,0.2,0.7,1.9791666666666667,0.008333333333333333,0.42253856951712987,3.1708333333333334
full_seed42_bias_0p3_noise0p5_s5_a0p2_b0p7,full,42,bias,0.3,0.5,5,0.2,0.7,1.5041666666666667,0.39166666666666666,0.5590231484610716,0.6625
full_seed42_bias_0p3_noise0p5_s9_a0p2_b0p7,full,42,bias,0.3,0.5,9,0.2,0.7,1.8416666666666666,0.19583333333333333,0.5277038484814646,1.8333333333333333
full_seed42_bias_0p4_noise0p1_s13_a0p2_b0p7,full,42,bias,0.4,0.1,13,0.2,0.7,1.3,0.0,0.42503391915207367,0.5208333333333334
full_seed42_bias_0p4_noise0p1_s5_a0p2_b0p7,full,42,bias,0.4,0.1,5,0.2,0.7,1.1458333333333333,0.5833333333333334,0.6079462067202566,0.18333333333333332
full_seed42_bias_0p4_noise0p1_s9_a0p2_b0p7,full,42,bias,0.4,0.1,9,0.2,0.7,1.2333333333333334,0.09166666666666666,0.5096069430209101,0.35833333333333334
full_seed42_bias_0p4_noise0p25_s13_a0p2_b0p7,full,42,bias,0.4,0.25,13,0.2,0.7,1.5875,0.0,0.41717985221524084,1.1
full_seed42_bias_0p4_noise0p25_s5_a0p2_b0p7,full,42,bias,0.4,0.25,5,0.2,0.7,1.2375,0.49166666666666664,0.5870423249452035,0.3
full_seed42_bias_0p4_noise0p25_s9_a0p2_b0p7,full,42,bias,0.4,0.25,9,0.2,0.7,1.4291666666666667,0.09583333333333334,0.5044349610370555,0.7875
full_seed42_bias_0p4_noise0p5_s13_a0p2_b0p7,full,42,bias,0.4,0.5,13,0.2,0.7,2.0083333333333333,0.008333333333333333,0.42066631946314165,3.216666666666667
full_seed42_bias_0p4_noise0p5_s5_a0p2_b0p7,full,42,bias,0.4,0.5,5,0.2,0.7,1.5041666666666667,0.39166666666666666,0.5590231484610716,0.6625
full_seed42_bias_0p4_noise0p5_s9_a0p2_b0p7,full,42,bias,0.4,0.5,9,0.2,0.7,1.8416666666666666,0.2,0.5100976494929791,1.8625
