scenario,suite,seed,attack_type,attack_ratio,sensor_noise_level,sensors_per_group,alpha,beta,mean_rounds,converged_rate,mean_consensus_degree,mean_excluded_per_tick
full_seed11_bias_0p1_noise0p25_s13_a0p2_b0p7,full,11,bias,0.1,0.25,13,0.2,0.7,1.0333333333333334,0.4125,0.6783255459842266,0.03333333333333333
full_seed11_bias_0p1_noise0p25_s5_a0p2_b0p7,full,11,bias,0.1,0.25,5,0.2,0.7,1.0,0.9958333333333333,0.8670661618588066,0.0
full_seed11_bias_0p1_noise0p25_s9_a0p2_b0p7,full,11,bias,0.1,0.25,9,0.2,0.7,1.0208333333333333,0.6125,0.7369930785624729,0.020833333333333332
full_seed11_bias_0p1_noise0p5_s13_a0p2_b0p7,full,11,bias,0.1,0.5,13,0.2,0.7,1.1333333333333333,0.3416666666666667,0.6550195426619762,0.14583333333333334
full_seed11_bias_0p1_noise0p5_s5_a0p2_b0p7,full,11,bias,0.1,0.5,5,0.2,0.7,1.0083333333333333,0.9625,0.8199534520612866,0.008333333333333333
full_seed11_bias_0p1_noise0p5_s9_a0p2_b0p7,full,11,bias,0.1,0.5,9,0.2,0.7,1.0666666666666667,0.575,0.7094187970495344,0.06666666666666667
full_seed11_bias_0p2_noise0p1_s13_a0p2_b0p7,full,11,bias,0.2,0.1,13,0.2,0.7,1.0375,0.4375,0.629871027897174,0.07916666666666666
full_seed11_bias_0p2_noise0p1_s5_a0p2_b0p7,full,11,bias,0.2,0.1,5,0.2,0.7,1.0166666666666666,0.6166666666666667,0.7561155506489854,0.016666666666666666
full_seed11_bias_0p2_noise0p1_s9_a0p2_b0p7,full,11,bias,0.2,0.1,9,0.2,0.7,1.0166666666666666,0.6125,0.6964994205310819,0.029166666666666667
full_seed11_bias_0p2_noise0p25_s13_a0p2_b0p7,full,11,bias,0.2,0.25,13,0.2,0.7,1.0416666666666667,0.4166666666666667,0.618608793974376,0.07916666666666666
full_seed11_bias_0p2_noise0p25_s5_a0p2_b0p7,full,11,bias,0.2,0.25,5,0.2,0.7,1.0208333333333333,0.6166666666666667,0.7433079463369071,0.020833333333333332
full_seed11_bias_0p2_noise0p25_s9_a0p2_b0p7,full,11,bias,0.2,0.25,9,0.2,0.7,1.0208333333333333,0.6,0.6863349700988713,0.029166666666666667
full_seed11_bias_0p2_noise0p5_s13_a0p2_b0p7,full,11,bias,0.2,0.5,13,0.2,0.7,1.1708333333333334,0.32916666666666666,0.5995164352356438,0.22916666666666666
full_seed11_bias_0p2_noise0p5_s5_a0p2_b0p7,full,11,bias,0.2,0.5,5,0.2,0.7,1.05,0.6083333333333333,0.7114269710269636,0.05
full_seed11_bias_0p2_noise0p5_s9_a0p2_b0p7,full,11,bias,0.2,0.5,9,0.2,0.7,1.0708333333333333,0.55,0.6629385986806127,0.08333333333333333
full_seed11_bias_0p3_noise0p1_s13_a0p2_b0p7,full,11,bias,0.3,0.1,13,0.2,0.7,1.0375,0.4375,0.6120502357105977,0.1
full_seed11_bias_0p3_noise0p1_s5_a0p2_b0p7,full,11,bias,0.3,0.1,5,0.2,0.7,1.0166666666666666,0.6125,0.690877147433018,0.029166666666666667
full_seed11_bias_0p3_noise0p1_s9_a0p2_b0p7,full,11,bias,0.3,0.1,9,0.2,0.7,1.0208333333333333,0.6125,0.6636218062812174,0.04583333333333333
full_seed11_bias_0p3_noise0p25_s13_a0p2_b0p7,full,11,bias,0.3,0.25,13,0.2,0.7,1.0333333333333334,0.4166666666666667,0.6001980834570954,0.09166666666666666
full_seed11_bias_0p3_noise0p25_s5_a0p2_b0p7,full,11,bias,0.3,0.25,5,0.2,0.7,1.0166666666666666,0.6041666666666666,0.677914108564115,0.025
full_seed11_bias_0p3_noise0p25_s9_a0p2_b0p7,full,11,bias,0.3,0.25,9,0.2,0.7,1.0208333333333333,0.6,0.6544030006211287,0.041666666666666664
full_seed11_bias_0p3_noise0p5_s13_a0p2_b0p7,full,11,bias,0.3,0.5,13,0.2,0.7,1.1708333333333334,0.32916666666666666,0.5808969445782306,0.25833333333333336
full_seed11_bias_0p3_noise0p5_s5_a0p2_b0p7,full,11,bias,0.3,0.5,5,0.2,0.7,1.05,0.5875,0.6503600758266376,0.058333333333333334
full_seed11_bias_0p3_noise0p5_s9_a0p2_b0p7,full,11,bias,0.3,0.5,9,0.2,0.7,1.0916666666666666,0.5458333333333333,0.6342955839053145,0.11666666666666667
full_seed11_bias_0p4_noise0p1_s13_a0p2_b0p7,full,11,bias,0.4,0.1,13,0.2,0.7,1.0416666666666667,0.43333333333333335,0.6030525945970627,0.125
full_seed11_bias_0p4_noise0p1_s5_a0p2_b0p7,full,11,bias,0.4,0.1,5,0.2,0.7,1.0166666666666666,0.6125,0.690877147433018,0.029166666666666667
full_seed11_bias_0p4_noise0p1_s9_a0p2_b0p7,full,11,bias,0.4,0.1,9,0.2,0.7,1.025,0.6125,0.6477592344656172,0.058333333333333334
full_seed11_bias_0p4_noise0p1_s9_a0p3_b0p8,full,11,bias,0.4,0.1,9,0.3,0.8,1.025,0.6125,0.6477592344656172,0.058333333333333334
full_seed11_bias_0p4_noise0p25_s13_a0p2_b0p7,full,11,bias,0.4,0.25,13,0.2,0.7,1.0375,0.4125,0.5908461331081424,0.11666666666666667
full_seed11_bias_0p4_noise0p25_s5_a0p2_b0p7,full,11,bias,0.4,0.25,5,0.2,0.7,1.0166666666666666,0.6041666666666666,0.677914108564115,0.025
full_seed11_bias_0p4_noise0p25_s9_a0p2_b0p7,full,11,bias,0.4,0.25,9,0.2,0.7,1.0166666666666666,0.5958333333333333,0.6379152576570755,0.04583333333333333
full_seed11_bias_0p4_noise0p25_s9_a0p3_b0p8,full,11,bias,0.4,0.25,9,0.3,0.8,1.0166666666666666,0.5958333333333333,0.6379152576570755,0.04583333333333333
full_seed11_bias_0p4_noise0p5_s13_a0p2_b0p7,full,11,bias,0.4,0.5,13,0.2,0.7,1.2,0.325,0.5703293587519126,0.3125
full_seed11_bias_0p4_noise0p5_s5_a0p2_b0p7,full,11,bias,0.4,0.5,5,0.2,0.7,1.05,0.5875,0.6503600758266376,0.058333333333333334
full_seed11_bias_0p4_noise0p5_s9_a0p2_b0p7,full,11,bias,0.4,0.5,9,0.2,0.7,1.0916666666666666,0.5458333333333333,0.6170220971431017,0.125
full_seed11_bias_0p4_noise0p5_s9_a0p3_b0p8,full,11,bias,0.4,0.5,9,0.3,0.8,1.0916666666666666,0.5458333333333333,0.6170220971431017,0.125
full_seed11_drift_0p4_noise0p1_s9_a0p2_b0p7,full,11,drift,0.4,0.1,9,0.2,0.7,1.0,0.7791666666666667,0.7559686969982196,0.0
full_seed11_drift_0p4_noise0p25_s9_a0p2_b0p7,full,11,drift,0.4,0.25,9,0.2,0.7,1.0,0.7541666666666667,0.7443265643173097,0.0
full_seed11_drift_0p4_noise0p5_s9_a0p2_b0p7,full,11,drift,0.4,0.5,9,0.2,0.7,1.0416666666666667,0.6666666666666666,0.7158967331380792,0.041666666666666664
full_seed42_bias_0p0_noise0p1_s13_a0p2_b0p7,full,42,bias,0.0,0.1,13,0.2,0.7,1.0,0.6291666666666667,0.7327074056031726,0.0
full_seed42_bias_0p0_noise0p1_s5_a0p2_b0p7,full,42,bias,0.0,0.1,5,0.2,0.7,1.0,1.0,0.886459916122894,0.0
full_seed42_bias_0p0_noise0p1_s9_a0p2_b0p7,full,42,bias,0.0,0.1,9,0.2,0.7,1.0,1.0,0.8165070868794124,0.0
full_seed42_bias_0p0_noise0p25_s13_a0p2_b0p7,full,42,bias,0.0,0.25,13,0.2,0.7,1.0,0.5833333333333334,0.7194763352304356,0.0
full_seed42_bias_0p0_noise0p25_s5_a0p2_b0p7,full,42,bias,0.0,0.25,5,0.2,0.7,1.0,0.9958333333333333,0.870575060587834,0.0
full_seed42_bias_0p0_noise0p25_s9_a0p2_b0p7,full,42,bias,0.0,0.25,9,0.2,0.7,1.0,0.9916666666666667,0.8026484763129607,0.0
full_seed42_bias_0p0_noise0p5_s13_a0p2_b0p7,full,42,bias,0.0,0.5,13,0.2,0.7,1.0833333333333333,0.4708333333333333,0.6917181450252359,0.08333333333333333
full_seed42_bias_0p0_noise0p5_s5_a0p2_b0p7,full,42,bias,0.0,0.5,5,0.2,0.7,1.0083333333333333,0.9541666666666667,0.8250146932178076,0.008333333333333333
full_seed42_bias_0p0_noise0p5_s9_a0p2_b0p7,full,42,bias,0.0,0.5,9,0.2,0.7,1.0166666666666666,0.8833333333333333,0.7648312545593137,0.016666666666666666
full_seed42_bias_0p1_noise0p1_s13_a0p2_b0p7,full,42,bias,0.1,0.1,13,0.2,0.7,1.025,0.43333333333333335,0.6896151732772612,0.025
full_seed42_bias_0p1_noise0p1_s5_a0p2_b0p7,full,42,bias,0.1,0.1,5,0.2,0.7,1.0,1.0,0.886459916122894,0.0
full_seed42_bias_0p1_noise0p1_s9_a0p2_b0p7,full,42,bias,0.1,0.1,9,0.2,0.7,1.0125,0.6125,0.746856329308275,0.0125
full_seed42_bias_0p1_noise0p25_s13_a0p2_b0p7,full,42,bias,0.1,0.25,13,0.2,0.7,1.025,0.3875,0.6770717485033806,0.025
full_seed42_bias_0p1_noise0p25_s5_a0p2_b0p7,full,42,bias,0.1,0.25,5,0.2,0.7,1.0,0.9958333333333333,0.870575060587834,0.0
full_seed42_bias_0p1_noise0p25_s9_a0p2_b0p7,full,42,bias,0.1,0.25,9,0.2,0.7,1.0125,0.6,0.7348020402083256,0.0125
full_seed42_bias_0p1_noise0p5_s13_a0p2_b0p7,full,42,bias,0.1,0.5,13,0.2,0.7,1.125,0.325,0.6538286633191883,0.15
full_seed42_bias_0p1_noise0p5_s5_a0p2_b0p7,full,42,bias,0.1,0.5,5,0.2,0.7,1.0083333333333333,0.9541666666666667,0.8250146932178076,0.008333333333333333
full_seed42_bias_0p1_noise0p5_s9_a0p2_b0p7,full,42,bias,0.1,0.5,9,0.2,0.7,1.0625,0.5666666666666667,0.7066437854617772,0.0625
full_seed42_bias_0p2_noise0p1_s13_a0p2_b0p7,full,42,bias,0.2,0.1,13,0.2,0.7,1.0375,0.43333333333333335,0.6297888976617316,0.07916666666666666
full_seed42_bias_0p2_noise0p1_s5_a0p2_b0p7,full,42,bias,0.2,0.1,5,0.2,0.7,1.0125,0.6125,0.7554651700026362,0.0125
full_seed42_bias_0p2_noise0p1_s9_a0p2_b0p7,full,42,bias,0.2,0.1,9,0.2,0.7,1.0166666666666666,0.6125,0.6966586044204381,0.029166666666666667
full_seed42_bias_0p2_noise0p25_s13_a0p2_b0p7,full,42,bias,0.2,0.25,13,0.2,0.7,1.0416666666666667,0.3875,0.6184152640013666,0.08333333333333333
full_seed42_bias_0p2_noise0p25_s5_a0p2_b0p7,full,42,bias,0.2,0.25,5,0.2,0.7,1.0125,0.6083333333333333,0.7429027307968955,0.0125
full_seed42_bias_0p2_noise0p25_s9_a0p2_b0p7,full,42,bias,0.2,0.25,9,0.2,0.7,1.0166666666666666,0.6,0.6864573992974525,0.029166666666666667
full_seed42_bias_0p2_noise0p5_s13_a0p2_b0p7,full,42,bias,0.2,0.5,13,0.2,0.7,1.1875,0.30833333333333335,0.5960525391196768,0.24166666666666667
full_seed42_bias_0p2_noise0p5_s5_a0p2_b0p7,full,42,bias,0.2,0.5,5,0.2,0.7,1.0541666666666667,0.6083333333333333,0.7159761967817492,0.05416666666666667
full_seed42_bias_0p2_noise0p5_s9_a0p2_b0p7,full,42,bias,0.2,0.5,9,0.2,0.7,1.075,0.5333333333333333,0.6603736297198529,0.08333333333333333
full_seed42_bias_0p3_noise0p1_s13_a0p2_b0p7,full,42,bias,0.3,0.1,13,0.2,0.7,1.0375,0.43333333333333335,0.6119328860060741,0.1
full_seed42_bias_0p3_noise0p1_s5_a0p2_b0p7,full,42,bias,0.3,0.1,5,0.2,0.7,1.0166666666666666,0.6125,0.6919115389371423,0.029166666666666667
full_seed42_bias_0p3_noise0p1_s9_a0p2_b0p7,full,42,bias,0.3,0.1,9,0.2,0.7,1.025,0.6125,0.6635642468498586,0.04583333333333333
full_seed42_bias_0p3_noise0p25_s13_a0p2_b0p7,full,42,bias,0.3,0.25,13,0.2,0.7,1.0375,0.3875,0.6001939512922789,0.09583333333333334
full_seed42_bias_0p3_noise0p25_s5_a0p2_b0p7,full,42,bias,0.3,0.25,5,0.2,0.7,1.0208333333333333,0.6083333333333333,0.6820648334716064,0.029166666666666667
full_seed42_bias_0p3_noise0p25_s9_a0p2_b0p7,full,42,bias,0.3,0.25,9,0.2,0.7,1.025,0.6,0.6541213116913596,0.04583333333333333
full_seed42_bias_0p3_noise0p5_s13_a0p2_b0p7,full,42,bias,0.3,0.5,13,0.2,0.7,1.175,0.30833333333333335,0.5770959708278134,0.25416666666666665
full_seed42_bias_0p3_noise0p5_s5_a0p2_b0p7,full,42,bias,0.3,0.5,5,0.2,0.7,1.05,0.5791666666666667,0.6534297464053815,0.058333333333333334
full_seed42_bias_0p3_noise0p5_s9_a0p2_b0p7,full,42,bias,0.3,0.5,9,0.2,0.7,1.075,0.5333333333333333,0.6280966450037188,0.09166666666666666
full_seed42_bias_0p4_noise0p1_s13_a0p2_b0p7,full,42,bias,0.4,0.1,13,0.2,0.7,1.0416666666666667,0.4375,0.6029707293424316,0.125
full_seed42_bias_0p4_noise0p1_s5_a0p2_b0p7,full,42,bias,0.4,0.1,5,0.2,0.7,1.0166666666666666,0.6125,0.6919115389371423,0.029166666666666667
full_seed42_bias_0p4_noise0p1_s9_a0p2_b0p7,full,42,bias,0.4,0.1,9,0.2,0.7,1.0208333333333333,0.6083333333333333,0.6477049112119808,0.05416666666666667
full_seed42_bias_0p4_noise0p25_s13_a0p2_b0p7,full,42,bias,0.4,0.25,13,0.2,0.7,1.0375,0.3875,0.5903789787124462,0.12083333333333333
full_seed42_bias_0p4_noise0p25_s5_a0p2_b0p7,full,42,bias,0.4,0.25,5,0.2,0.7,1.0208333333333333,0.6083333333333333,0.6820648334716064,0.029166666666666667
full_seed42_bias_0p4_noise0p25_s9_a0p2_b0p7,full,42,bias,0.4,0.25,9,0.2,0.7,1.0166666666666666,0.5958333333333333,0.6379157597017421,0.05
full_seed42_bias_0p4_noise0p5_s13_a0p2_b0p7,full,42,bias,0.4,0.5,13,0.2,0.7,1.1833333333333333,0.30833333333333335,0.56698919870584,0.30416666666666664
full_seed42_bias_0p4_noise0p5_s5_a0p2_b0p7,full,42,bias,0.4,0.5,5,0.2,0.7,1.05,0.5791666666666667,0.6534297464053815,0.058333333333333334
full_seed42_bias_0p4_noise0p5_s9_a0p2_b0p7,full,42,bias,0.4,0.5,9,0.2,0.7,1.0666666666666667,0.5333333333333333,0.6143982087213027,0.09583333333333334
