scenario,seed,attack_type,attack_ratio,sensor_noise_level,sensors_per_group,alpha,method,mae,rmse,median_absolute_error,p95_absolute_error,max_absolute_error,beta
full_seed101_spike_0p0_noise0p5_s9_a0p3_b0p8,101,spike,0.0,0.5,9,0.3,crp,1.6920193218645811,1.7800792205229572,1.6131695632850764,2.595553278000863,2.95793722166679,0.8
full_seed101_spike_0p1_noise0p1_s13_a0p2_b0p7,101,spike,0.1,0.1,13,0.2,fpr_owa,1.0904313832876584,1.1358958304480733,1.1033996418899523,1.5976442639919717,1.7056900502596406,0.7
full_seed101_spike_0p1_noise0p1_s13_a0p2_b0p7,101,spike,0.1,0.1,13,0.2,crp,1.1206161543444149,1.1719913869692566,1.1442528410755326,1.5542919754586515,1.7056900502596406,0.7
full_seed101_spike_0p1_noise0p1_s13_a0p3_b0p8,101,spike,0.1,0.1,13,0.3,fpr_owa,1.3612052596928612,1.435495821454923,1.348074613276969,2.033270501072068,2.142828786129591,0.8
full_seed101_spike_0p1_noise0p1_s13_a0p3_b0p8,101,spike,0.1,0.1,13,0.3,crp,1.3793426910535025,1.468330450388093,1.3855193271683046,2.014425479399905,2.125866301146382,0.8
full_seed101_spike_0p1_noise0p1_s5_a0p2_b0p7,101,spike,0.1,0.1,5,0.2,fpr_owa,1.767117669704048,1.8354108405671965,1.6600840900874871,2.4665471628706577,2.623309323256321,0.7
full_seed101_spike_0p1_noise0p1_s5_a0p2_b0p7,101,spike,0.1,0.1,5,0.2,crp,1.7587191427573452,1.8279315922680333,1.6580754871331331,2.478776962659818,2.623309323256321,0.7
full_seed101_spike_0p1_noise0p1_s5_a0p3_b0p8,101,spike,0.1,0.1,5,0.3,fpr_owa,1.7626268134227294,1.838567579606963,1.6659867656620362,2.496622538502625,2.5856445900776754,0.8
full_seed101_spike_0p1_noise0p1_s5_a0p3_b0p8,101,spike,0.1,0.1,5,0.3,crp,1.7576196903288013,1.83513931190991,1.6530875409769834,2.4983351938516227,2.5856445900776754,0.8
full_seed101_spike_0p1_noise0p1_s9_a0p2_b0p7,101,spike,0.1,0.1,9,0.2,fpr_owa,1.7297527411382552,1.777432170774243,1.6469106919237164,2.3911356120579392,2.784630260443404,0.7
full_seed101_spike_0p1_noise0p1_s9_a0p2_b0p7,101,spike,0.1,0.1,9,0.2,crp,1.7936485095303063,1.852396581579505,1.6483817319253722,2.4676824574607137,2.586173033493206,0.7
full_seed101_spike_0p1_noise0p1_s9_a0p3_b0p8,101,spike,0.1,0.1,9,0.3,fpr_owa,1.7460359098907736,1.8130930137877357,1.6141639016491158,2.4780983731805595,2.539427961443164,0.8
full_seed101_spike_0p1_noise0p1_s9_a0p3_b0p8,101,spike,0.1,0.1,9,0.3,crp,1.75758110757744,1.835577763742431,1.6066528986338084,2.500754317727976,2.705140084821005,0.8
full_seed101_spike_0p1_noise0p25_s13_a0p2_b0p7,101,spike,0.1,0.25,13,0.2,fpr_owa,1.1393628426000275,1.1904312354401256,1.1262025979673025,1.75234456813075,1.93807001433504,0.7
full_seed101_spike_0p1_noise0p25_s13_a0p2_b0p7,101,spike,0.1,0.25,13,0.2,crp,1.221799111314366,1.3121370077529726,1.1922998991831255,2.0255578203686406,2.628365108033018,0.7
full_seed101_spike_0p1_noise0p25_s13_a0p3_b0p8,101,spike,0.1,0.25,13,0.3,fpr_owa,1.350805882131734,1.4393777784650668,1.2998548677199278,2.148530051422654,2.348715633380049,0.8
full_seed101_spike_0p1_noise0p25_s13_a0p3_b0p8,101,spike,0.1,0.25,13,0.3,crp,1.4078013153095648,1.5309468981084453,1.347066543681145,2.2834224356416435,2.6697658848292622,0.8
full_seed101_spike_0p1_noise0p25_s5_a0p2_b0p7,101,spike,0.1,0.25,5,0.2,fpr_owa,1.7336143413815548,1.8099001257236491,1.6922920438569655,2.55417172044426,2.7327033676123493,0.7
full_seed101_spike_0p1_noise0p25_s5_a0p2_b0p7,101,spike,0.1,0.25,5,0.2,crp,1.731931381371912,1.8077389836604123,1.6744679092833217,2.580396054162711,2.7327033676123493,0.7
full_seed101_spike_0p1_noise0p25_s5_a0p3_b0p8,101,spike,0.1,0.25,5,0.3,fpr_owa,1.7299506229173902,1.809798933912468,1.6661550456250218,2.56977910378971,2.767724316695624,0.8
full_seed101_spike_0p1_noise0p25_s5_a0p3_b0p8,101,spike,0.1,0.25,5,0.3,crp,1.7318347184026683,1.8115453112045925,1.6661550456250218,2.56977910378971,2.767724316695624,0.8
full_seed101_spike_0p1_noise0p25_s9_a0p2_b0p7,101,spike,0.1,0.25,9,0.2,fpr_owa,1.7025869404538163,1.7629895577487484,1.6001737438600916,2.424243303455671,2.5823984057279774,0.7
full_seed101_spike_0p1_noise0p25_s9_a0p2_b0p7,101,spike,0.1,0.25,9,0.2,crp,1.7572731896492493,1.8278161235880663,1.6851188900824754,2.509314067828802,2.860812493993147,0.7
full_seed101_spike_0p1_noise0p25_s9_a0p3_b0p8,101,spike,0.1,0.25,9,0.3,fpr_owa,1.721101525250181,1.793210039287365,1.611748537758249,2.453655764154209,2.671886585904733,0.8
full_seed101_spike_0p1_noise0p25_s9_a0p3_b0p8,101,spike,0.1,0.25,9,0.3,crp,1.734208441837704,1.8140455112764409,1.60683885296766,2.539736531770922,2.78689095783464,0.8
full_seed101_spike_0p1_noise0p5_s13_a0p2_b0p7,101,spike,0.1,0.5,13,0.2,fpr_owa,1.199639284735181,1.2704971608922797,1.162675927993678,1.910138023729838,2.221630566581403,0.7
full_seed101_spike_0p1_noise0p5_s13_a0p2_b0p7,101,spike,0.1,0.5,13,0.2,crp,1.3639228404316754,1.4939987156980474,1.2507890521719098,2.400769394722603,2.7972124435405337,0.7
full_seed101_spike_0p1_noise0p5_s13_a0p3_b0p8,101,spike,0.1,0.5,13,0.3,fpr_owa,1.2990089882148288,1.3984130084914,1.257067541520629,2.1832560456368992,2.4987166291150835,0.8
full_seed101_spike_0p1_noise0p5_s13_a0p3_b0p8,101,spike,0.1,0.5,13,0.3,crp,1.4243464751202808,1.5682057155771976,1.343969517147129,2.459332930603044,2.827849050662566,0.8
full_seed101_spike_0p1_noise0p5_s5_a0p2_b0p7,101,spike,0.1,0.5,5,0.2,fpr_owa,1.709271226509631,1.8044491280747168,1.6461929187271442,2.6895015239178703,3.020868080479137,0.7
full_seed101_spike_0p1_noise0p5_s5_a0p2_b0p7,101,spike,0.1,0.5,5,0.2,crp,1.704904968845661,1.7943797433233368,1.660360018104232,2.686365356708609,2.989870491384264,0.7
full_seed101_spike_0p1_noise0p5_s5_a0p3_b0p8,101,spike,0.1,0.5,5,0.3,fpr_owa,1.703342370087818,1.80311874125599,1.6345246869770231,2.725174442138963,3.089570498033422,0.8
full_seed101_spike_0p1_noise0p5_s5_a0p3_b0p8,101,spike,0.1,0.5,5,0.3,crp,1.7039444052046424,1.804263630405566,1.670756656205128,2.714984723815591,3.089570498033422,0.8
full_seed101_spike_0p1_noise0p5_s9_a0p2_b0p7,101,spike,0.1,0.5,9,0.2,fpr_owa,1.687171351896683,1.7596474843613823,1.6322552771562626,2.4746275132021185,2.814914089196752,0.7
full_seed101_spike_0p1_noise0p5_s9_a0p2_b0p7,101,spike,0.1,0.5,9,0.2,crp,1.700581595608616,1.782470104603148,1.6491037541772653,2.562016399935904,2.8852227707199742,0.7
full_seed101_spike_0p1_noise0p5_s9_a0p3_b0p8,101,spike,0.1,0.5,9,0.3,fpr_owa,1.6988109206161668,1.7791238553590552,1.6239146815774164,2.6097539289207687,2.899386382569466,0.8
full_seed101_spike_0p1_noise0p5_s9_a0p3_b0p8,101,spike,0.1,0.5,9,0.3,crp,1.7040425143737703,1.7899848964591585,1.6640296197158433,2.614059388072614,2.95793722166679,0.8
full_seed101_spike_0p2_noise0p1_s13_a0p2_b0p7,101,spike,0.2,0.1,13,0.2,fpr_owa,0.9686723259359956,1.078774390766109,1.0217913062282509,1.603376899036027,1.7056900502596406,0.7
full_seed101_spike_0p2_noise0p1_s13_a0p2_b0p7,101,spike,0.2,0.1,13,0.2,crp,0.9579995813833524,1.0384066567816006,0.9912645074768528,1.5484884353050063,1.7056900502596406,0.7
full_seed101_spike_0p2_noise0p1_s13_a0p3_b0p8,101,spike,0.2,0.1,13,0.3,fpr_owa,1.1988032691088055,1.2924648767630422,1.14456561512957,2.033270501072068,2.142828786129591,0.8
full_seed101_spike_0p2_noise0p1_s13_a0p3_b0p8,101,spike,0.2,0.1,13,0.3,crp,0.9916730190712107,1.1764675655615555,0.9675276923108193,2.00664658196328,2.125866301146382,0.8
full_seed101_spike_0p2_noise0p1_s5_a0p2_b0p7,101,spike,0.2,0.1,5,0.2,fpr_owa,1.756449512989061,1.8204809564144704,1.6601332138492293,2.4664855448407006,2.623309323256321,0.7
full_seed101_spike_0p2_noise0p1_s5_a0p2_b0p7,101,spike,0.2,0.1,5,0.2,crp,1.752862549817659,1.828167552203701,1.6641897770674212,2.5290909530926844,2.684404463869879,0.7
full_seed101_spike_0p2_noise0p1_s5_a0p3_b0p8,101,spike,0.2,0.1,5,0.3,fpr_owa,1.7539696578258652,1.822992109066496,1.646020178650197,2.496622538502625,2.5856445900776754,0.8
full_seed101_spike_0p2_noise0p1_s5_a0p3_b0p8,101,spike,0.2,0.1,5,0.3,crp,1.7570438386956972,1.8383830366099223,1.672261206263562,2.533564838037124,2.7177483177364645,0.8
full_seed101_spike_0p2_noise0p1_s9_a0p2_b0p7,101,spike,0.2,0.1,9,0.2,fpr_owa,1.575004098239091,1.6406700801628382,1.4821580262658434,2.3802103808800967,2.504841460449386,0.7
full_seed101_spike_0p2_noise0p1_s9_a0p2_b0p7,101,spike,0.2,0.1,9,0.2,crp,1.7998095783574446,1.859728076688229,1.677123382830099,2.476023648522009,2.7088409812672616,0.7
full_seed101_spike_0p2_noise0p1_s9_a0p3_b0p8,101,spike,0.2,0.1,9,0.3,fpr_owa,1.698556402492857,1.7597413484482674,1.6160641797705488,2.4709163614723675,2.539427961443164,0.8
full_seed101_spike_0p2_noise0p1_s9_a0p3_b0p8,101,spike,0.2,0.1,9,0.3,crp,1.7593566040003308,1.8370697681534407,1.6531175659168502,2.505919241240382,2.697888484334974,0.8
full_seed101_spike_0p2_noise0p25_s13_a0p2_b0p7,101,spike,0.2,0.25,13,0.2,fpr_owa,0.984471482973881,1.0973872125311923,1.0158812135480202,1.7598254080356173,1.93807001433504,0.7
full_seed101_spike_0p2_noise0p25_s13_a0p2_b0p7,101,spike,0.2,0.25,13,0.2,crp,1.0221666266796483,1.1409007949918517,0.9888711112734936,1.8608279540619168,2.628365108033018,0.7
full_seed101_spike_0p2_noise0p25_s13_a0p3_b0p8,101,spike,0.2,0.25,13,0.3,fpr_owa,1.1808432496057155,1.2820264771592145,1.0935207085800058,2.148530051422654,2.348715633380049,0.8
full_seed101_spike_0p2_noise0p25_s13_a0p3_b0p8,101,spike,0.2,0.25,13,0.3,crp,1.1094477374450529,1.3021955903713842,1.0264097547949127,2.2118803413254744,2.6697658848292622,0.8
full_seed101_spike_0p2_noise0p25_s5_a0p2_b0p7,101,spike,0.2,0.25,5,0.2,fpr_owa,1.740732122315512,1.8127467362749727,1.6812231088016245,2.5075184816883813,2.788694263508119,0.7
full_seed101_spike_0p2_noise0p25_s5_a0p2_b0p7,101,spike,0.2,0.25,5,0.2,crp,1.729812110763802,1.8072608124814045,1.6744679092833217,2.5535926924191634,2.713322161879084,0.7
full_seed101_spike_0p2_noise0p25_s5_a0p3_b0p8,101,spike,0.2,0.25,5,0.3,fpr_owa,1.734795640530509,1.807504435272912,1.6325889233925834,2.536124814026792,2.767724316695624,0.8
full_seed101_spike_0p2_noise0p25_s5_a0p3_b0p8,101,spike,0.2,0.25,5,0.3,crp,1.730473425659495,1.8118956444470409,1.6678480317974596,2.5655841337265,2.9238099157501027,0.8
full_seed101_spike_0p2_noise0p25_s9_a0p2_b0p7,101,spike,0.2,0.25,9,0.2,fpr_owa,1.5677244317430563,1.6408627139181555,1.497138886836325,2.3929087451608235,2.5823984057279774,0.7
full_seed101_spike_0p2_noise0p25_s9_a0p2_b0p7,101,spike,0.2,0.25,9,0.2,crp,1.7477183401253016,1.8194173561996143,1.6851188900824754,2.516795619045563,2.731165507298273,0.7
full_seed101_spike_0p2_noise0p25_s9_a0p3_b0p8,101,spike,0.2,0.25,9,0.3,fpr_owa,1.6805849678653983,1.7484072281542682,1.6085728558567252,2.430814890563829,2.671886585904733,0.8
full_seed101_spike_0p2_noise0p25_s9_a0p3_b0p8,101,spike,0.2,0.25,9,0.3,crp,1.7266007277313655,1.8075258266389795,1.63430107604754,2.546299832454796,2.777957677026927,0.8
full_seed101_spike_0p2_noise0p5_s13_a0p2_b0p7,101,spike,0.2,0.5,13,0.2,fpr_owa,0.9982384203472447,1.128924061469562,0.980916467512465,1.87141860664764,2.221630566581403,0.7
full_seed101_spike_0p2_noise0p5_s13_a0p2_b0p7,101,spike,0.2,0.5,13,0.2,crp,1.2092450646667552,1.3618099165375956,1.1060392814169715,2.371990020293483,2.7972124435405337,0.7
full_seed101_spike_0p2_noise0p5_s13_a0p3_b0p8,101,spike,0.2,0.5,13,0.3,fpr_owa,1.136359595716482,1.241388992449247,1.052994917343086,2.102321392168533,2.4987166291150835,0.8
full_seed101_spike_0p2_noise0p5_s13_a0p3_b0p8,101,spike,0.2,0.5,13,0.3,crp,1.2489358685124137,1.4275339548010149,1.1690919618205626,2.402631482044462,2.774326123025368,0.8
full_seed101_spike_0p2_noise0p5_s5_a0p2_b0p7,101,spike,0.2,0.5,5,0.2,fpr_owa,1.7292842287816188,1.8217050434959443,1.6387613942309145,2.6893682887909023,3.0903206362158557,0.7
full_seed101_spike_0p2_noise0p5_s5_a0p2_b0p7,101,spike,0.2,0.5,5,0.2,crp,1.7109487430974666,1.8017647455227328,1.6625767454166365,2.6845183622658326,3.0903206362158557,0.7
full_seed101_spike_0p2_noise0p5_s5_a0p3_b0p8,101,spike,0.2,0.5,5,0.3,fpr_owa,1.7229147502152826,1.81588424446382,1.6527766172798972,2.70287780136473,3.089570498033422,0.8
full_seed101_spike_0p2_noise0p5_s5_a0p3_b0p8,101,spike,0.2,0.5,5,0.3,crp,1.7112991631065193,1.8103018670892104,1.678508406780762,2.714984723815591,3.089570498033422,0.8
full_seed101_spike_0p2_noise0p5_s9_a0p2_b0p7,101,spike,0.2,0.5,9,0.2,fpr_owa,1.550601575504324,1.639758909506286,1.503166122161443,2.4298110308568046,2.7704657387066534,0.7
full_seed101_spike_0p2_noise0p5_s9_a0p2_b0p7,101,spike,0.2,0.5,9,0.2,crp,1.6932941339317436,1.7751265124686093,1.6466851055986194,2.529470786453225,2.8852227707199742,0.7
full_seed101_spike_0p2_noise0p5_s9_a0p3_b0p8,101,spike,0.2,0.5,9,0.3,fpr_owa,1.6591978546966002,1.7362562272883757,1.571148724148809,2.5072943102466114,2.899386382569466,0.8
full_seed101_spike_0p2_noise0p5_s9_a0p3_b0p8,101,spike,0.2,0.5,9,0.3,crp,1.6962702701567038,1.782747556242766,1.6365972915744709,2.6033416651213583,2.95793722166679,0.8
full_seed101_spike_0p3_noise0p1_s13_a0p2_b0p7,101,spike,0.3,0.1,13,0.2,fpr_owa,0.908758630500208,1.0712544536079294,0.9580203683829012,1.7152212282113093,2.2707500701368453,0.7
full_seed101_spike_0p3_noise0p1_s13_a0p2_b0p7,101,spike,0.3,0.1,13,0.2,crp,0.8698020094608313,0.981958974783949,0.953094819536272,1.5416792094258864,1.7056900502596406,0.7
full_seed101_spike_0p3_noise0p1_s13_a0p3_b0p8,101,spike,0.3,0.1,13,0.3,fpr_owa,1.1715582187585971,1.2798493661606511,1.1591038576853443,2.033270501072068,2.142828786129591,0.8
full_seed101_spike_0p3_noise0p1_s13_a0p3_b0p8,101,spike,0.3,0.1,13,0.3,crp,0.897663258545082,1.1282366500830217,0.8735610473551583,2.00664658196328,2.125866301146382,0.8
full_seed101_spike_0p3_noise0p1_s5_a0p2_b0p7,101,spike,0.3,0.1,5,0.2,fpr_owa,2.0459419884601413,2.4071527746269226,1.6078917213798545,5.135516262910099,5.626207328122884,0.7
full_seed101_spike_0p3_noise0p1_s5_a0p2_b0p7,101,spike,0.3,0.1,5,0.2,crp,1.880780676872204,2.051073624070324,1.667629823959527,2.688690655295165,5.167322851457397,0.7
full_seed101_spike_0p3_noise0p1_s5_a0p3_b0p8,101,spike,0.3,0.1,5,0.3,fpr_owa,1.6181612637435088,1.896994180213152,1.4794644924972502,3.5865057655641706,4.070792767508662,0.8
full_seed101_spike_0p3_noise0p1_s5_a0p3_b0p8,101,spike,0.3,0.1,5,0.3,crp,1.7284594087883327,1.8708048428265784,1.6530875409769834,2.5767575992036287,3.7593513832411176,0.8
full_seed101_spike_0p3_noise0p1_s9_a0p2_b0p7,101,spike,0.3,0.1,9,0.2,fpr_owa,1.6402008821140446,1.9118173504167264,1.4732970389822817,3.6446949557966457,3.9307801138464495,0.7
full_seed101_spike_0p3_noise0p1_s9_a0p2_b0p7,101,spike,0.3,0.1,9,0.2,crp,1.7956021688282628,1.8589995229426128,1.6746492796612016,2.4849933400712767,2.7088409812672616,0.7
full_seed101_spike_0p3_noise0p1_s9_a0p3_b0p8,101,spike,0.3,0.1,9,0.3,fpr_owa,1.5452233618090443,1.64595162598624,1.4223519943131784,2.4780983731805595,2.539427961443164,0.8
full_seed101_spike_0p3_noise0p1_s9_a0p3_b0p8,101,spike,0.3,0.1,9,0.3,crp,1.7548668967364025,1.834010369162696,1.6172800718314744,2.509021008107795,2.697888484334974,0.8
full_seed101_spike_0p3_noise0p25_s13_a0p2_b0p7,101,spike,0.3,0.25,13,0.2,fpr_owa,0.9284761288855344,1.0946526087715427,0.9125193673306508,1.8530652670268304,2.303884075538191,0.7
full_seed101_spike_0p3_noise0p25_s13_a0p2_b0p7,101,spike,0.3,0.25,13,0.2,crp,0.9399010033566754,1.0808969788457594,0.9176221626893282,1.823976671021256,2.628365108033018,0.7
full_seed101_spike_0p3_noise0p25_s13_a0p3_b0p8,101,spike,0.3,0.25,13,0.3,fpr_owa,1.1337537056167593,1.2556500746246937,1.035609139710229,2.148530051422654,2.348715633380049,0.8
full_seed101_spike_0p3_noise0p25_s13_a0p3_b0p8,101,spike,0.3,0.25,13,0.3,crp,0.9864703796575204,1.216231980593247,0.946372825020616,2.2054773726415204,2.6697658848292622,0.8
full_seed101_spike_0p3_noise0p25_s5_a0p2_b0p7,101,spike,0.3,0.25,5,0.2,fpr_owa,2.021872989469783,2.3904440014619457,1.6536469703547672,5.121546095075531,5.693539085285035,0.7
full_seed101_spike_0p3_noise0p25_s5_a0p2_b0p7,101,spike,0.3,0.25,5,0.2,crp,1.883021094022973,2.106462216567395,1.6292312534355748,4.438773054672239,5.693539085285035,0.7
full_seed101_spike_0p3_noise0p25_s5_a0p3_b0p8,101,spike,0.3,0.25,5,0.3,fpr_owa,1.5972141553652213,1.880408120243552,1.4562351070157438,3.57719533071889,4.156559521571116,0.8
full_seed101_spike_0p3_noise0p25_s5_a0p3_b0p8,101,spike,0.3,0.25,5,0.3,crp,1.6646667121975651,1.8452996223089315,1.584018547128593,2.916433552261262,4.156559521571116,0.8
full_seed101_spike_0p3_noise0p25_s9_a0p2_b0p7,101,spike,0.3,0.25,9,0.2,fpr_owa,1.5885343402690189,1.8683830229838445,1.470904606170249,3.61385284750245,4.036525414909954,0.7
full_seed101_spike_0p3_noise0p25_s9_a0p2_b0p7,101,spike,0.3,0.25,9,0.2,crp,1.725101834091732,1.806129692066715,1.663513419065556,2.522479204206403,2.731165507298273,0.7
full_seed101_spike_0p3_noise0p25_s9_a0p3_b0p8,101,spike,0.3,0.25,9,0.3,fpr_owa,1.5313625864031193,1.6327335988929232,1.4895592896427572,2.4429859561373783,2.671886585904733,0.8
full_seed101_spike_0p3_noise0p25_s9_a0p3_b0p8,101,spike,0.3,0.25,9,0.3,crp,1.721838783674719,1.8054069385503184,1.6271815105752347,2.550647335746886,2.777957677026927,0.8
full_seed101_spike_0p3_noise0p5_s13_a0p2_b0p7,101,spike,0.3,0.5,13,0.2,fpr_owa,1.005988138693593,1.153894062959404,0.9641144569050633,2.0469385824003457,2.5819927736053674,0.7
full_seed101_spike_0p3_noise0p5_s13_a0p2_b0p7,101,spike,0.3,0.5,13,0.2,crp,1.0949328469438766,1.2799110547748525,1.0233562351150132,2.3200644310841825,2.7972124435405337,0.7
full_seed101_spike_0p3_noise0p5_s13_a0p3_b0p8,101,spike,0.3,0.5,13,0.3,fpr_owa,1.0490106071330876,1.18087304758572,0.931829131677357,2.102321392168533,2.4987166291150835,0.8
full_seed101_spike_0p3_noise0p5_s13_a0p3_b0p8,101,spike,0.3,0.5,13,0.3,crp,1.1481001952171752,1.3517449119845104,1.0495181199392565,2.3646435739505764,2.774326123025368,0.8
full_seed101_spike_0p3_noise0p5_s5_a0p2_b0p7,101,spike,0.3,0.5,5,0.2,fpr_owa,2.0467451097848413,2.44836115009798,1.6747341705826233,5.022446117279388,5.951720005016817,0.7
full_seed101_spike_0p3_noise0p5_s5_a0p2_b0p7,101,spike,0.3,0.5,5,0.2,crp,1.944697774784563,2.2655680110893632,1.6700948605050685,4.781946900340302,5.793404584046572,0.7
full_seed101_spike_0p3_noise0p5_s5_a0p3_b0p8,101,spike,0.3,0.5,5,0.3,fpr_owa,1.644837364906066,1.932562854545384,1.5261868228243165,3.5650925124755184,4.299504111675206,0.8
full_seed101_spike_0p3_noise0p5_s5_a0p3_b0p8,101,spike,0.3,0.5,5,0.3,crp,1.6520197323194152,1.8795951301170808,1.585995295143183,3.2629000311928973,4.299504111675206,0.8
full_seed101_spike_0p3_noise0p5_s9_a0p2_b0p7,101,spike,0.3,0.5,9,0.2,fpr_owa,1.4972867176329316,1.7945591559646732,1.413419234751353,3.615478771739668,4.286109667671558,0.7
full_seed101_spike_0p3_noise0p5_s9_a0p2_b0p7,101,spike,0.3,0.5,9,0.2,crp,1.661561122214598,1.766729586354882,1.611122933185845,2.6300428238956286,3.453242618096242,0.7
full_seed101_spike_0p3_noise0p5_s9_a0p3_b0p8,101,spike,0.3,0.5,9,0.3,fpr_owa,1.4891988084509369,1.6093997247660683,1.4861773459107068,2.579743932084135,2.899386382569466,0.8
full_seed101_spike_0p3_noise0p5_s9_a0p3_b0p8,101,spike,0.3,0.5,9,0.3,crp,1.663337079621109,1.7506348345369378,1.5898120362042092,2.583504950783356,2.95793722166679,0.8
full_seed101_spike_0p4_noise0p1_s13_a0p2_b0p7,101,spike,0.4,0.1,13,0.2,fpr_owa,1.1731733608928594,1.286531158727583,1.1380980123200022,1.7627266553267704,3.6592664361812335,0.7
full_seed101_spike_0p4_noise0p1_s13_a0p2_b0p7,101,spike,0.4,0.1,13,0.2,crp,0.76813486217388,0.9314330451466478,0.8277363038272563,1.5416792094258864,1.7056900502596406,0.7
full_seed101_spike_0p4_noise0p1_s13_a0p3_b0p8,101,spike,0.4,0.1,13,0.3,fpr_owa,1.008080980427103,1.2083419007608844,1.0445932384727905,2.033270501072068,2.142828786129591,0.8
full_seed101_spike_0p4_noise0p1_s13_a0p3_b0p8,101,spike,0.4,0.1,13,0.3,crp,0.8447172305472165,1.1145189375989784,0.8569819775835146,2.00664658196328,2.125866301146382,0.8
full_seed101_spike_0p4_noise0p1_s5_a0p2_b0p7,101,spike,0.4,0.1,5,0.2,fpr_owa,2.0459419884601413,2.4071527746269226,1.6078917213798545,5.135516262910099,5.626207328122884,0.7
full_seed101_spike_0p4_noise0p1_s5_a0p2_b0p7,101,spike,0.4,0.1,5,0.2,crp,1.880780676872204,2.051073624070324,1.667629823959527,2.688690655295165,5.167322851457397,0.7
full_seed101_spike_0p4_noise0p1_s5_a0p3_b0p8,101,spike,0.4,0.1,5,0.3,fpr_owa,1.6181612637435088,1.896994180213152,1.4794644924972502,3.5865057655641706,4.070792767508662,0.8
full_seed101_spike_0p4_noise0p1_s5_a0p3_b0p8,101,spike,0.4,0.1,5,0.3,crp,1.7284594087883327,1.8708048428265784,1.6530875409769834,2.5767575992036287,3.7593513832411176,0.8
full_seed101_spike_0p4_noise0p1_s9_a0p2_b0p7,101,spike,0.4,0.1,9,0.2,fpr_owa,2.09589847518854,2.383290215995596,1.781420467234596,5.093764839986918,5.713800867326333,0.7
full_seed101_spike_0p4_noise0p1_s9_a0p2_b0p7,101,spike,0.4,0.1,9,0.2,crp,1.789784938320641,1.87945759146277,1.6746492796612016,2.4936552712696054,5.408497127343943,0.7
full_seed101_spike_0p4_noise0p1_s9_a0p3_b0p8,101,spike,0.4,0.1,9,0.3,fpr_owa,1.6837510741887791,1.9439707060016675,1.4003044812509025,3.823144383200474,4.2081345267659,0.8
full_seed101_spike_0p4_noise0p1_s9_a0p3_b0p8,101,spike,0.4,0.1,9,0.3,crp,1.7435457493794384,1.838216988014261,1.6066528986338084,2.5154772090042377,3.856768314045664,0.8
full_seed101_spike_0p4_noise0p25_s13_a0p2_b0p7,101,spike,0.4,0.25,13,0.2,fpr_owa,1.2329987118473371,1.3576542149181148,1.1807419393093617,1.879621337195264,3.616186541141568,0.7
full_seed101_spike_0p4_noise0p25_s13_a0p2_b0p7,101,spike,0.4,0.25,13,0.2,crp,0.8397978669881072,1.023075652611711,0.7631362377992663,1.823976671021256,2.628365108033018,0.7
full_seed101_spike_0p4_noise0p25_s13_a0p3_b0p8,101,spike,0.4,0.25,13,0.3,fpr_owa,1.005449069410621,1.205386777337483,0.96593754473623,2.148530051422654,2.348715633380049,0.8
full_seed101_spike_0p4_noise0p25_s13_a0p3_b0p8,101,spike,0.4,0.25,13,0.3,crp,0.8950902694312001,1.1601857302987242,0.7901504468647316,2.2054773726415204,2.6697658848292622,0.8
full_seed101_spike_0p4_noise0p25_s5_a0p2_b0p7,101,spike,0.4,0.25,5,0.2,fpr_owa,2.021872989469783,2.3904440014619457,1.6536469703547672,5.121546095075531,5.693539085285035,0.7
full_seed101_spike_0p4_noise0p25_s5_a0p2_b0p7,101,spike,0.4,0.25,5,0.2,crp,1.883021094022973,2.106462216567395,1.6292312534355748,4.438773054672239,5.693539085285035,0.7
full_seed101_spike_0p4_noise0p25_s5_a0p3_b0p8,101,spike,0.4,0.25,5,0.3,fpr_owa,1.5972141553652213,1.880408120243552,1.4562351070157438,3.57719533071889,4.156559521571116,0.8
full_seed101_spike_0p4_noise0p25_s5_a0p3_b0p8,101,spike,0.4,0.25,5,0.3,crp,1.6646667121975651,1.8452996223089315,1.584018547128593,2.916433552261262,4.156559521571116,0.8
full_seed101_spike_0p4_noise0p25_s9_a0p2_b0p7,101,spike,0.4,0.25,9,0.2,fpr_owa,2.040055339476022,2.316096586351787,1.782270683992346,5.107888015689171,5.73233627424653,0.7
full_seed101_spike_0p4_noise0p25_s9_a0p2_b0p7,101,spike,0.4,0.25,9,0.2,crp,1.829047801528508,1.977040183830188,1.6851188900824754,2.626466811734146,5.73233627424653,0.7
full_seed101_spike_0p4_noise0p25_s9_a0p3_b0p8,101,spike,0.4,0.25,9,0.3,fpr_owa,1.6066998627253288,1.86968330703488,1.4306043652196496,3.651166781947001,4.215254162554864,0.8
full_seed101_spike_0p4_noise0p25_s9_a0p3_b0p8,101,spike,0.4,0.25,9,0.3,crp,1.7204079817084064,1.8446652324103403,1.578913681533607,2.6552896600559457,4.148791187932006,0.8
full_seed101_spike_0p4_noise0p5_s13_a0p2_b0p7,101,spike,0.4,0.5,13,0.2,fpr_owa,1.281554953438232,1.4180704319066524,1.240801419563994,2.2227643732483915,3.874878651481953,0.7
full_seed101_spike_0p4_noise0p5_s13_a0p2_b0p7,101,spike,0.4,0.5,13,0.2,crp,1.0746251581780544,1.265500114309254,1.0052131317937611,2.2823793475661978,3.874878651481953,0.7
