scenario,seed,attack_type,attack_ratio,sensor_noise_level,sensors_per_group,alpha,method,mae,rmse,median_absolute_error,p95_absolute_error,max_absolute_error,beta
full_seed101_bias_0p3_noise0p25_s13_a0p2_b0p7,101,bias,0.3,0.25,13,0.2,crp,1.1013453991210247,1.3071807402510334,1.0294150409208511,2.0938499387747607,5.146264908925389,0.7
full_seed101_bias_0p3_noise0p25_s13_a0p3_b0p8,101,bias,0.3,0.25,13,0.3,fpr_owa,1.0329927198736648,1.190633665510172,0.9135930699157148,2.148530051422654,2.348715633380049,0.8
full_seed101_bias_0p3_noise0p25_s13_a0p3_b0p8,101,bias,0.3,0.25,13,0.3,crp,1.071612930611341,1.311730815193218,0.9946907242852752,2.218577186419425,4.916065536089688,0.8
full_seed101_bias_0p3_noise0p25_s5_a0p2_b0p7,101,bias,0.3,0.25,5,0.2,fpr_owa,2.26426460786899,2.4320440648265857,2.2895568640239308,3.755877172272047,4.089892749263723,0.7
full_seed101_bias_0p3_noise0p25_s5_a0p2_b0p7,101,bias,0.3,0.25,5,0.2,crp,2.0817831941366145,2.262289429591563,2.0005363141391435,3.7361280733328552,5.392419234758786,0.7
full_seed101_bias_0p3_noise0p25_s5_a0p3_b0p8,101,bias,0.3,0.25,5,0.3,fpr_owa,1.962661068921756,2.0603340049340253,1.9474957875925047,3.0150265003683017,3.356559521571116,0.8
full_seed101_bias_0p3_noise0p25_s5_a0p3_b0p8,101,bias,0.3,0.25,5,0.3,crp,1.9468106728949404,2.131754710647757,1.8336757913173605,3.0209154725208407,6.175307028728875,0.8
full_seed101_bias_0p3_noise0p25_s9_a0p2_b0p7,101,bias,0.3,0.25,9,0.2,fpr_owa,1.9182759041184776,1.995743781287376,1.935348055667319,2.764961302244434,3.8957933064215537,0.7
full_seed101_bias_0p3_noise0p25_s9_a0p2_b0p7,101,bias,0.3,0.25,9,0.2,crp,1.937642374946153,2.0846780328439785,1.7927547637902563,3.5224106336543355,5.28598032323334,0.7
full_seed101_bias_0p3_noise0p25_s9_a0p3_b0p8,101,bias,0.3,0.25,9,0.3,fpr_owa,1.6416137120148198,1.715789588541181,1.534226511205273,2.4640197873819445,3.62678250755328,0.8
full_seed101_bias_0p3_noise0p25_s9_a0p3_b0p8,101,bias,0.3,0.25,9,0.3,crp,1.8234608938267185,1.958141721762872,1.6728028033547335,2.8044472283690127,6.091667288104419,0.8
full_seed101_bias_0p3_noise0p5_s13_a0p2_b0p7,101,bias,0.3,0.5,13,0.2,fpr_owa,1.2557508118206528,1.3216023844538252,1.240801419563994,2.015274085532845,2.434935337336376,0.7
full_seed101_bias_0p3_noise0p5_s13_a0p2_b0p7,101,bias,0.3,0.5,13,0.2,crp,1.350122537065276,1.6357179885764477,1.1316360661158065,3.07219149266386,6.265220613971954,0.7
