scenario,seed,attack_type,attack_ratio,sensor_noise_level,sensors_per_group,alpha,mean_rounds,converged_rate,mean_consensus_degree,mean_excluded_per_tick,beta
full_seed101_bias_0p1_noise0p1_s13_a0p3_b0p8,101,bias,0.1,0.1,13,0.3,2.1083333333333334,0.1958333333333333,0.6108564754163335,2.8208333333333333,0.8
full_seed101_bias_0p1_noise0p1_s5_a0p2_b0p7,101,bias,0.1,0.1,5,0.2,1.0416666666666667,0.8958333333333334,0.7778765535718084,0.05,0.7
full_seed101_bias_0p1_noise0p1_s5_a0p3_b0p8,101,bias,0.1,0.1,5,0.3,1.0416666666666667,0.8958333333333334,0.7778765535718084,0.05,0.8
full_seed101_bias_0p1_noise0p1_s9_a0p2_b0p7,101,bias,0.1,0.1,9,0.2,1.7666666666666666,0.8208333333333333,0.7624066535802085,1.2625,0.7
full_seed101_bias_0p1_noise0p1_s9_a0p3_b0p8,101,bias,0.1,0.1,9,0.3,1.7666666666666666,0.8208333333333333,0.7624066535802085,1.2625,0.8
full_seed101_bias_0p1_noise0p25_s13_a0p2_b0p7,101,bias,0.1,0.25,13,0.2,2.2,0.4,0.685611248706435,4.241666666666666,0.7
full_seed101_bias_0p1_noise0p25_s13_a0p3_b0p8,101,bias,0.1,0.25,13,0.3,2.2,0.4,0.685611248706435,4.241666666666666,0.8
full_seed101_bias_0p1_noise0p25_s5_a0p2_b0p7,101,bias,0.1,0.25,5,0.2,1.1416666666666666,0.7833333333333333,0.755016007182041,0.1541666666666666,0.7
full_seed101_bias_0p1_noise0p25_s5_a0p3_b0p8,101,bias,0.1,0.25,5,0.3,1.1416666666666666,0.7833333333333333,0.755016007182041,0.1541666666666666,0.8
full_seed101_bias_0p1_noise0p25_s9_a0p2_b0p7,101,bias,0.1,0.25,9,0.2,1.8416666666666663,0.7916666666666666,0.7558249406124627,1.55,0.7
full_seed101_bias_0p1_noise0p25_s9_a0p3_b0p8,101,bias,0.1,0.25,9,0.3,1.8416666666666663,0.7916666666666666,0.7558249406124627,1.55,0.8
full_seed101_bias_0p1_noise0p5_s13_a0p2_b0p7,101,bias,0.1,0.5,13,0.2,2.1,0.4875,0.6902854808534609,5.333333333333333,0.7
full_seed101_bias_0p1_noise0p5_s13_a0p3_b0p8,101,bias,0.1,0.5,13,0.3,2.1,0.4875,0.6902854808534609,5.333333333333333,0.8
full_seed101_bias_0p1_noise0p5_s5_a0p2_b0p7,101,bias,0.1,0.5,5,0.2,1.5166666666666666,0.7125,0.734864328703523,0.65,0.7
full_seed101_bias_0p1_noise0p5_s5_a0p3_b0p8,101,bias,0.1,0.5,5,0.3,1.5166666666666666,0.7125,0.734864328703523,0.65,0.8
full_seed101_bias_0p1_noise0p5_s9_a0p2_b0p7,101,bias,0.1,0.5,9,0.2,1.9375,0.7458333333333333,0.7435369115434997,2.4916666666666667,0.7
full_seed101_bias_0p1_noise0p5_s9_a0p3_b0p8,101,bias,0.1,0.5,9,0.3,1.9375,0.7458333333333333,0.7435369115434997,2.4916666666666667,0.8
full_seed101_bias_0p2_noise0p1_s13_a0p2_b0p7,101,bias,0.2,0.1,13,0.2,1.9916666666666667,0.3125,0.6533437688887355,3.8333333333333335,0.7
full_seed101_bias_0p2_noise0p1_s13_a0p3_b0p8,101,bias,0.2,0.1,13,0.3,1.9916666666666667,0.3125,0.6533437688887355,3.8333333333333335,0.8
full_seed101_bias_0p2_noise0p1_s5_a0p2_b0p7,101,bias,0.2,0.1,5,0.2,1.4291666666666667,0.9125,0.7847478825225005,0.5125,0.7
full_seed101_bias_0p2_noise0p1_s5_a0p3_b0p8,101,bias,0.2,0.1,5,0.3,1.4291666666666667,0.9125,0.7847478825225005,0.5125,0.8
full_seed101_bias_0p2_noise0p1_s9_a0p2_b0p7,101,bias,0.2,0.1,9,0.2,1.7666666666666666,0.8375,0.773049011356472,1.8291666666666664,0.7
full_seed101_bias_0p2_noise0p1_s9_a0p3_b0p8,101,bias,0.2,0.1,9,0.3,1.7666666666666666,0.8375,0.773049011356472,1.8291666666666664,0.8
full_seed101_bias_0p2_noise0p25_s13_a0p2_b0p7,101,bias,0.2,0.25,13,0.2,1.9375,0.2916666666666667,0.5991119367467962,3.6666666666666665,0.7
full_seed101_bias_0p2_noise0p25_s13_a0p3_b0p8,101,bias,0.2,0.25,13,0.3,1.9375,0.2916666666666667,0.5991119367467962,3.6666666666666665,0.8
full_seed101_bias_0p2_noise0p25_s5_a0p2_b0p7,101,bias,0.2,0.25,5,0.2,1.4541666666666666,0.7958333333333333,0.7570921810079532,0.5666666666666667,0.7
full_seed101_bias_0p2_noise0p25_s5_a0p3_b0p8,101,bias,0.2,0.25,5,0.3,1.4541666666666666,0.7958333333333333,0.7570921810079532,0.5666666666666667,0.8
full_seed101_bias_0p2_noise0p25_s9_a0p2_b0p7,101,bias,0.2,0.25,9,0.2,1.8416666666666663,0.8166666666666667,0.769134032134406,2.15,0.7
full_seed101_bias_0p2_noise0p25_s9_a0p3_b0p8,101,bias,0.2,0.25,9,0.3,1.8416666666666663,0.8166666666666667,0.769134032134406,2.15,0.8
full_seed101_bias_0p2_noise0p5_s13_a0p2_b0p7,101,bias,0.2,0.5,13,0.2,1.8541666666666667,0.3333333333333333,0.5724317398410261,4.1125,0.7
full_seed101_bias_0p2_noise0p5_s13_a0p3_b0p8,101,bias,0.2,0.5,13,0.3,1.8541666666666667,0.3333333333333333,0.5724317398410261,4.1125,0.8
full_seed101_bias_0p2_noise0p5_s5_a0p2_b0p7,101,bias,0.2,0.5,5,0.2,1.5958333333333334,0.6666666666666666,0.6971470842811911,0.8125,0.7
full_seed101_bias_0p2_noise0p5_s5_a0p3_b0p8,101,bias,0.2,0.5,5,0.3,1.5958333333333334,0.6666666666666666,0.6971470842811911,0.8125,0.8
full_seed101_bias_0p2_noise0p5_s9_a0p2_b0p7,101,bias,0.2,0.5,9,0.2,1.875,0.7333333333333333,0.7211914690651241,2.6958333333333333,0.7
full_seed101_bias_0p2_noise0p5_s9_a0p3_b0p8,101,bias,0.2,0.5,9,0.3,1.875,0.7333333333333333,0.7211914690651241,2.6958333333333333,0.8
full_seed101_bias_0p3_noise0p1_s13_a0p2_b0p7,101,bias,0.3,0.1,13,0.2,1.8875,0.375,0.662543205450275,3.870833333333333,0.7
full_seed101_bias_0p3_noise0p1_s13_a0p3_b0p8,101,bias,0.3,0.1,13,0.3,1.8875,0.375,0.662543205450275,3.870833333333333,0.8
full_seed101_bias_0p3_noise0p1_s5_a0p2_b0p7,101,bias,0.3,0.1,5,0.2,1.1625,0.6708333333333333,0.6600618851215309,0.3,0.7
full_seed101_bias_0p3_noise0p1_s5_a0p3_b0p8,101,bias,0.3,0.1,5,0.3,1.1625,0.6708333333333333,0.6600618851215309,0.3,0.8
full_seed101_bias_0p3_noise0p1_s9_a0p2_b0p7,101,bias,0.3,0.1,9,0.2,1.7125,0.8,0.7611520611723263,2.175,0.7
full_seed101_bias_0p3_noise0p1_s9_a0p3_b0p8,101,bias,0.3,0.1,9,0.3,1.7125,0.8,0.7611520611723263,2.175,0.8
full_seed101_bias_0p3_noise0p25_s13_a0p2_b0p7,101,bias,0.3,0.25,13,0.2,1.8708333333333331,0.325,0.5853804325367185,3.4208333333333334,0.7
full_seed101_bias_0p3_noise0p25_s13_a0p3_b0p8,101,bias,0.3,0.25,13,0.3,1.8708333333333331,0.325,0.5853804325367185,3.4208333333333334,0.8
full_seed101_bias_0p3_noise0p25_s5_a0p2_b0p7,101,bias,0.3,0.25,5,0.2,1.1833333333333331,0.5458333333333333,0.6196101959004229,0.2875,0.7
full_seed101_bias_0p3_noise0p25_s5_a0p3_b0p8,101,bias,0.3,0.25,5,0.3,1.1833333333333331,0.5458333333333333,0.6196101959004229,0.2875,0.8
full_seed101_bias_0p3_noise0p25_s9_a0p2_b0p7,101,bias,0.3,0.25,9,0.2,1.7458333333333331,0.725,0.7331644220409499,2.1958333333333333,0.7
full_seed101_bias_0p3_noise0p25_s9_a0p3_b0p8,101,bias,0.3,0.25,9,0.3,1.7458333333333331,0.725,0.7331644220409499,2.1958333333333333,0.8
full_seed101_bias_0p3_noise0p5_s13_a0p2_b0p7,101,bias,0.3,0.5,13,0.2,1.7625,0.3083333333333333,0.5373081053054539,3.4916666666666667,0.7
full_seed101_bias_0p3_noise0p5_s13_a0p3_b0p8,101,bias,0.3,0.5,13,0.3,1.7625,0.3083333333333333,0.5373081053054539,3.4916666666666667,0.8
full_seed101_bias_0p3_noise0p5_s5_a0p2_b0p7,101,bias,0.3,0.5,5,0.2,1.375,0.475,0.5714506984066984,0.5166666666666667,0.7
full_seed101_bias_0p3_noise0p5_s5_a0p3_b0p8,101,bias,0.3,0.5,5,0.3,1.375,0.475,0.5714506984066984,0.5166666666666667,0.8
full_seed101_bias_0p3_noise0p5_s9_a0p2_b0p7,101,bias,0.3,0.5,9,0.2,1.725,0.5833333333333334,0.6404113068783678,2.183333333333333,0.7
full_seed101_bias_0p3_noise0p5_s9_a0p3_b0p8,101,bias,0.3,0.5,9,0.3,1.725,0.5833333333333334,0.6404113068783678,2.183333333333333,0.8
full_seed101_bias_0p4_noise0p1_s13_a0p2_b0p7,101,bias,0.4,0.1,13,0.2,1.9125,0.3875,0.6625971649155218,3.9125,0.7
full_seed101_bias_0p4_noise0p1_s13_a0p3_b0p8,101,bias,0.4,0.1,13,0.3,1.9125,0.3875,0.6625971649155218,3.9125,0.8
full_seed101_bias_0p4_noise0p1_s5_a0p2_b0p7,101,bias,0.4,0.1,5,0.2,1.1625,0.6708333333333333,0.6600618851215309,0.3,0.7
full_seed101_bias_0p4_noise0p1_s5_a0p3_b0p8,101,bias,0.4,0.1,5,0.3,1.1625,0.6708333333333333,0.6600618851215309,0.3,0.8
full_seed101_bias_0p4_noise0p1_s9_a0p2_b0p7,101,bias,0.4,0.1,9,0.2,1.55,0.55,0.6259432218259956,1.1875,0.7
full_seed101_bias_0p4_noise0p1_s9_a0p3_b0p8,101,bias,0.4,0.1,9,0.3,1.55,0.55,0.6259432218259956,1.1875,0.8
full_seed101_bias_0p4_noise0p25_s13_a0p2_b0p7,101,bias,0.4,0.25,13,0.2,1.8291666666666664,0.3083333333333333,0.5691395091684938,3.1416666666666666,0.7
full_seed101_bias_0p4_noise0p25_s13_a0p3_b0p8,101,bias,0.4,0.25,13,0.3,1.8291666666666664,0.3083333333333333,0.5691395091684938,3.1416666666666666,0.8
full_seed101_bias_0p4_noise0p25_s5_a0p2_b0p7,101,bias,0.4,0.25,5,0.2,1.1833333333333331,0.5458333333333333,0.6196101959004229,0.2875,0.7
full_seed101_bias_0p4_noise0p25_s5_a0p3_b0p8,101,bias,0.4,0.25,5,0.3,1.1833333333333331,0.5458333333333333,0.6196101959004229,0.2875,0.8
full_seed101_bias_0p4_noise0p25_s9_a0p2_b0p7,101,bias,0.4,0.25,9,0.2,1.5916666666666666,0.5208333333333334,0.6134311218019872,1.3708333333333331,0.7
full_seed101_bias_0p4_noise0p25_s9_a0p3_b0p8,101,bias,0.4,0.25,9,0.3,1.5916666666666666,0.5208333333333334,0.6134311218019872,1.3708333333333331,0.8
full_seed101_bias_0p4_noise0p5_s13_a0p2_b0p7,101,bias,0.4,0.5,13,0.2,1.7416666666666667,0.3083333333333333,0.5286446910861601,3.3375,0.7
full_seed101_bias_0p4_noise0p5_s13_a0p3_b0p8,101,bias,0.4,0.5,13,0.3,1.7416666666666667,0.3083333333333333,0.5286446910861601,3.3375,0.8
full_seed101_bias_0p4_noise0p5_s5_a0p2_b0p7,101,bias,0.4,0.5,5,0.2,1.375,0.475,0.5714506984066984,0.5166666666666667,0.7
full_seed101_bias_0p4_noise0p5_s5_a0p3_b0p8,101,bias,0.4,0.5,5,0.3,1.375,0.475,0.5714506984066984,0.5166666666666667,0.8
full_seed101_bias_0p4_noise0p5_s9_a0p2_b0p7,101,bias,0.4,0.5,9,0.2,1.5833333333333333,0.45,0.5542313683195599,1.4375,0.7
full_seed101_bias_0p4_noise0p5_s9_a0p3_b0p8,101,bias,0.4,0.5,9,0.3,1.5833333333333333,0.45,0.5542313683195599,1.4375,0.8
full_seed101_drift_0p0_noise0p1_s13_a0p2_b0p7,101,drift,0.0,0.1,13,0.2,2.0375,0.2125,0.6154120947055214,2.2041666666666666,0.7
full_seed101_drift_0p0_noise0p1_s13_a0p3_b0p8,101,drift,0.0,0.1,13,0.3,2.0375,0.2125,0.6154120947055214,2.2041666666666666,0.8
full_seed101_drift_0p0_noise0p1_s5_a0p2_b0p7,101,drift,0.0,0.1,5,0.2,1.0416666666666667,0.8958333333333334,0.7778765535718084,0.05,0.7
full_seed101_drift_0p0_noise0p1_s5_a0p3_b0p8,101,drift,0.0,0.1,5,0.3,1.0416666666666667,0.8958333333333334,0.7778765535718084,0.05,0.8
full_seed101_drift_0p0_noise0p1_s9_a0p2_b0p7,101,drift,0.0,0.1,9,0.2,1.6708333333333334,0.7916666666666666,0.7525204722430491,0.7625,0.7
full_seed101_drift_0p0_noise0p1_s9_a0p3_b0p8,101,drift,0.0,0.1,9,0.3,1.6708333333333334,0.7916666666666666,0.7525204722430491,0.7625,0.8
full_seed101_drift_0p0_noise0p25_s13_a0p2_b0p7,101,drift,0.0,0.25,13,0.2,2.245833333333333,0.4041666666666667,0.683356940746831,3.7,0.7
full_seed101_drift_0p0_noise0p25_s13_a0p3_b0p8,101,drift,0.0,0.25,13,0.3,2.245833333333333,0.4041666666666667,0.683356940746831,3.7,0.8
full_seed101_drift_0p0_noise0p25_s5_a0p2_b0p7,101,drift,0.0,0.25,5,0.2,1.1416666666666666,0.7833333333333333,0.755016007182041,0.1541666666666666,0.7
full_seed101_drift_0p0_noise0p25_s5_a0p3_b0p8,101,drift,0.0,0.25,5,0.3,1.1416666666666666,0.7833333333333333,0.755016007182041,0.1541666666666666,0.8
full_seed101_drift_0p0_noise0p25_s9_a0p2_b0p7,101,drift,0.0,0.25,9,0.2,1.7666666666666666,0.7416666666666667,0.749010025811955,1.0541666666666667,0.7
full_seed101_drift_0p0_noise0p25_s9_a0p3_b0p8,101,drift,0.0,0.25,9,0.3,1.7666666666666666,0.7416666666666667,0.749010025811955,1.0541666666666667,0.8
full_seed101_drift_0p0_noise0p5_s13_a0p2_b0p7,101,drift,0.0,0.5,13,0.2,2.1708333333333334,0.5,0.7014891264983326,5.129166666666666,0.7
full_seed101_drift_0p0_noise0p5_s13_a0p3_b0p8,101,drift,0.0,0.5,13,0.3,2.1708333333333334,0.5,0.7014891264983326,5.129166666666666,0.8
full_seed101_drift_0p0_noise0p5_s5_a0p2_b0p7,101,drift,0.0,0.5,5,0.2,1.5166666666666666,0.7125,0.734864328703523,0.65,0.7
full_seed101_drift_0p0_noise0p5_s5_a0p3_b0p8,101,drift,0.0,0.5,5,0.3,1.5166666666666666,0.7125,0.734864328703523,0.65,0.8
full_seed101_drift_0p0_noise0p5_s9_a0p2_b0p7,101,drift,0.0,0.5,9,0.2,1.9416666666666669,0.725,0.7330677495002281,2.0,0.7
full_seed101_drift_0p0_noise0p5_s9_a0p3_b0p8,101,drift,0.0,0.5,9,0.3,1.9416666666666669,0.725,0.7330677495002281,2.0,0.8
full_seed101_drift_0p1_noise0p1_s13_a0p2_b0p7,101,drift,0.1,0.1,13,0.2,2.095833333333333,0.2083333333333333,0.615430935678259,2.629166666666667,0.7
full_seed101_drift_0p1_noise0p1_s13_a0p3_b0p8,101,drift,0.1,0.1,13,0.3,2.095833333333333,0.2083333333333333,0.615430935678259,2.629166666666667,0.8
full_seed101_drift_0p1_noise0p1_s5_a0p2_b0p7,101,drift,0.1,0.1,5,0.2,1.0416666666666667,0.8958333333333334,0.7778765535718084,0.05,0.7
full_seed101_drift_0p1_noise0p1_s5_a0p3_b0p8,101,drift,0.1,0.1,5,0.3,1.0416666666666667,0.8958333333333334,0.7778765535718084,0.05,0.8
full_seed101_drift_0p1_noise0p1_s9_a0p2_b0p7,101,drift,0.1,0.1,9,0.2,1.7583333333333333,0.7958333333333333,0.7571523801929896,1.075,0.7
full_seed101_drift_0p1_noise0p1_s9_a0p3_b0p8,101,drift,0.1,0.1,9,0.3,1.7583333333333333,0.7958333333333333,0.7571523801929896,1.075,0.8
full_seed101_drift_0p1_noise0p25_s13_a0p2_b0p7,101,drift,0.1,0.25,13,0.2,2.216666666666667,0.4083333333333333,0.6836849714838601,3.983333333333333,0.7
full_seed101_drift_0p1_noise0p25_s13_a0p3_b0p8,101,drift,0.1,0.25,13,0.3,2.216666666666667,0.4083333333333333,0.6836849714838601,3.983333333333333,0.8
full_seed101_drift_0p1_noise0p25_s5_a0p2_b0p7,101,drift,0.1,0.25,5,0.2,1.1416666666666666,0.7833333333333333,0.755016007182041,0.1541666666666666,0.7
full_seed101_drift_0p1_noise0p25_s5_a0p3_b0p8,101,drift,0.1,0.25,5,0.3,1.1416666666666666,0.7833333333333333,0.755016007182041,0.1541666666666666,0.8
full_seed101_drift_0p1_noise0p25_s9_a0p2_b0p7,101,drift,0.1,0.25,9,0.2,1.8333333333333333,0.7458333333333333,0.7494170321607861,1.3125,0.7
full_seed101_drift_0p1_noise0p25_s9_a0p3_b0p8,101,drift,0.1,0.25,9,0.3,1.8333333333333333,0.7458333333333333,0.7494170321607861,1.3125,0.8
full_seed101_drift_0p1_noise0p5_s13_a0p2_b0p7,101,drift,0.1,0.5,13,0.2,2.1416666666666666,0.4916666666666666,0.6945374144204769,5.270833333333333,0.7
full_seed101_drift_0p1_noise0p5_s13_a0p3_b0p8,101,drift,0.1,0.5,13,0.3,2.1416666666666666,0.4916666666666666,0.6945374144204769,5.270833333333333,0.8
full_seed101_drift_0p1_noise0p5_s5_a0p2_b0p7,101,drift,0.1,0.5,5,0.2,1.5166666666666666,0.7125,0.734864328703523,0.65,0.7
full_seed101_drift_0p1_noise0p5_s5_a0p3_b0p8,101,drift,0.1,0.5,5,0.3,1.5166666666666666,0.7125,0.734864328703523,0.65,0.8
full_seed101_drift_0p1_noise0p5_s9_a0p2_b0p7,101,drift,0.1,0.5,9,0.2,1.9416666666666669,0.7041666666666667,0.7342386452857763,2.225,0.7
full_seed101_drift_0p1_noise0p5_s9_a0p3_b0p8,101,drift,0.1,0.5,9,0.3,1.9416666666666669,0.7041666666666667,0.7342386452857763,2.225,0.8
full_seed101_drift_0p2_noise0p1_s13_a0p2_b0p7,101,drift,0.2,0.1,13,0.2,2.0625,0.2458333333333333,0.6274171397570908,3.225,0.7
full_seed101_drift_0p2_noise0p1_s13_a0p3_b0p8,101,drift,0.2,0.1,13,0.3,2.0625,0.2458333333333333,0.6274171397570908,3.225,0.8
full_seed101_drift_0p2_noise0p1_s5_a0p2_b0p7,101,drift,0.2,0.1,5,0.2,1.2625,0.8625,0.773966196485448,0.3083333333333333,0.7
full_seed101_drift_0p2_noise0p1_s5_a0p3_b0p8,101,drift,0.2,0.1,5,0.3,1.2625,0.8625,0.773966196485448,0.3083333333333333,0.8
full_seed101_drift_0p2_noise0p1_s9_a0p2_b0p7,101,drift,0.2,0.1,9,0.2,1.7666666666666666,0.7625,0.7547558797109519,1.3291666666666666,0.7
full_seed101_drift_0p2_noise0p1_s9_a0p3_b0p8,101,drift,0.2,0.1,9,0.3,1.7666666666666666,0.7625,0.7547558797109519,1.3291666666666666,0.8
full_seed101_drift_0p2_noise0p25_s13_a0p2_b0p7,101,drift,0.2,0.25,13,0.2,2.1125,0.3625,0.6417523114888831,3.879166666666667,0.7
full_seed101_drift_0p2_noise0p25_s13_a0p3_b0p8,101,drift,0.2,0.25,13,0.3,2.1125,0.3625,0.6417523114888831,3.879166666666667,0.8
full_seed101_drift_0p2_noise0p25_s5_a0p2_b0p7,101,drift,0.2,0.25,5,0.2,1.3208333333333333,0.75,0.7509147927996891,0.3833333333333333,0.7
full_seed101_drift_0p2_noise0p25_s5_a0p3_b0p8,101,drift,0.2,0.25,5,0.3,1.3208333333333333,0.75,0.7509147927996891,0.3833333333333333,0.8
full_seed101_drift_0p2_noise0p25_s9_a0p2_b0p7,101,drift,0.2,0.25,9,0.2,1.8541666666666667,0.725,0.7497954163702482,1.5958333333333334,0.7
full_seed101_drift_0p2_noise0p25_s9_a0p3_b0p8,101,drift,0.2,0.25,9,0.3,1.8541666666666667,0.725,0.7497954163702482,1.5958333333333334,0.8
full_seed101_drift_0p2_noise0p5_s13_a0p2_b0p7,101,drift,0.2,0.5,13,0.2,2.05,0.4208333333333333,0.6424879794247367,5.033333333333333,0.7
full_seed101_drift_0p2_noise0p5_s13_a0p3_b0p8,101,drift,0.2,0.5,13,0.3,2.05,0.4208333333333333,0.6424879794247367,5.033333333333333,0.8
full_seed101_drift_0p2_noise0p5_s5_a0p2_b0p7,101,drift,0.2,0.5,5,0.2,1.5416666666666667,0.6333333333333333,0.711995213749164,0.7125,0.7
full_seed101_drift_0p2_noise0p5_s5_a0p3_b0p8,101,drift,0.2,0.5,5,0.3,1.5416666666666667,0.6333333333333333,0.711995213749164,0.7125,0.8
full_seed101_drift_0p2_noise0p5_s9_a0p2_b0p7,101,drift,0.2,0.5,9,0.2,1.925,0.7,0.726504141291368,2.395833333333333,0.7
full_seed101_drift_0p2_noise0p5_s9_a0p3_b0p8,101,drift,0.2,0.5,9,0.3,1.925,0.7,0.726504141291368,2.395833333333333,0.8
full_seed101_drift_0p3_noise0p1_s13_a0p2_b0p7,101,drift,0.3,0.1,13,0.2,2.029166666666667,0.2708333333333333,0.6247658383039562,3.254166666666667,0.7
full_seed101_drift_0p3_noise0p1_s13_a0p3_b0p8,101,drift,0.3,0.1,13,0.3,2.029166666666667,0.2708333333333333,0.6247658383039562,3.254166666666667,0.8
full_seed101_drift_0p3_noise0p1_s5_a0p2_b0p7,101,drift,0.3,0.1,5,0.2,1.2,0.7375,0.7269838149264454,0.3083333333333333,0.7
full_seed101_drift_0p3_noise0p1_s5_a0p3_b0p8,101,drift,0.3,0.1,5,0.3,1.2,0.7375,0.7269838149264454,0.3083333333333333,0.8
full_seed101_drift_0p3_noise0p1_s9_a0p2_b0p7,101,drift,0.3,0.1,9,0.2,1.775,0.7208333333333333,0.7457545904267617,1.5666666666666669,0.7
full_seed101_drift_0p3_noise0p1_s9_a0p3_b0p8,101,drift,0.3,0.1,9,0.3,1.775,0.7208333333333333,0.7457545904267617,1.5666666666666669,0.8
full_seed101_drift_0p3_noise0p25_s13_a0p2_b0p7,101,drift,0.3,0.25,13,0.2,2.1166666666666667,0.3666666666666666,0.6278162854752836,3.904166666666667,0.7
full_seed101_drift_0p3_noise0p25_s13_a0p3_b0p8,101,drift,0.3,0.25,13,0.3,2.1166666666666667,0.3666666666666666,0.6278162854752836,3.904166666666667,0.8
full_seed101_drift_0p3_noise0p25_s5_a0p2_b0p7,101,drift,0.3,0.25,5,0.2,1.25,0.6416666666666667,0.7013399380417913,0.3416666666666667,0.7
full_seed101_drift_0p3_noise0p25_s5_a0p3_b0p8,101,drift,0.3,0.25,5,0.3,1.25,0.6416666666666667,0.7013399380417913,0.3416666666666667,0.8
full_seed101_drift_0p3_noise0p25_s9_a0p2_b0p7,101,drift,0.3,0.25,9,0.2,1.8375,0.675,0.7313989466389422,1.7166666666666666,0.7
full_seed101_drift_0p3_noise0p25_s9_a0p3_b0p8,101,drift,0.3,0.25,9,0.3,1.8375,0.675,0.7313989466389422,1.7166666666666666,0.8
full_seed101_drift_0p3_noise0p5_s13_a0p2_b0p7,101,drift,0.3,0.5,13,0.2,2.029166666666667,0.4208333333333333,0.632864195921907,5.020833333333333,0.7
full_seed101_drift_0p3_noise0p5_s13_a0p3_b0p8,101,drift,0.3,0.5,13,0.3,2.029166666666667,0.4208333333333333,0.632864195921907,5.020833333333333,0.8
full_seed101_drift_0p3_noise0p5_s5_a0p2_b0p7,101,drift,0.3,0.5,5,0.2,1.5125,0.5708333333333333,0.6743239123562489,0.7041666666666667,0.7
full_seed101_drift_0p3_noise0p5_s5_a0p3_b0p8,101,drift,0.3,0.5,5,0.3,1.5125,0.5708333333333333,0.6743239123562489,0.7041666666666667,0.8
full_seed101_drift_0p3_noise0p5_s9_a0p2_b0p7,101,drift,0.3,0.5,9,0.2,1.9,0.6166666666666667,0.6995032539411224,2.3666666666666667,0.7
full_seed101_drift_0p3_noise0p5_s9_a0p3_b0p8,101,drift,0.3,0.5,9,0.3,1.9,0.6166666666666667,0.6995032539411224,2.3666666666666667,0.8
