attack_type,attack_ratio,method,seed,sensor_noise_level,sensors_per_group,alpha,beta,mae,rmse,median_absolute_error,p95_absolute_error,max_absolute_error,mean_anomaly_flags,mean_confidence
replay,0.3,mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4397394811943272,1.4853936685234548,1.361961624549083,2.0132546617716094,2.19396499746401,0.0,1.0
replay,0.3,median,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.571762614389831,1.6436693585029243,1.487829259248031,2.3420073816846676,2.5998515782594107,0.0,1.0
replay,0.3,trimmed_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4464728932644126,1.4930049419999183,1.3667205522149255,2.027135752019147,2.2187949183780744,0.0,1.0
replay,0.4,direct_owa,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5109698311295505,1.5680850301185307,1.424437743929089,2.1676989584558863,2.3775221002300717,0.0,1.0
replay,0.4,fpr_owa,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.6027792558319547,1.675963445110781,1.5512216943576846,2.339153731514972,2.5591706879525504,0.9981481481481481,0.5354312031227123
replay,0.4,hampel_filter_then_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.497741752944074,1.5596061730208803,1.4063167648358235,2.2425164108982023,2.58515838009372,0.0,1.0
replay,0.4,mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4392207277187625,1.4845962101320336,1.3625611427119766,2.008696299432442,2.1966561751002427,0.0,1.0
replay,0.4,median,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5706090851060253,1.6416177134791212,1.489677004171792,2.330003912064782,2.5883953338234327,0.0,1.0
replay,0.4,trimmed_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4459836077252315,1.492238487342513,1.3680464647802848,2.02302637621473,2.2195037300722,0.0,1.0
scaling,0.0,direct_owa,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5167091613174692,1.5749709733340298,1.4031908249644205,2.177884505999744,2.378718829485556,0.0,1.0
scaling,0.0,fpr_owa,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.606579391609211,1.6801997503496158,1.5368600265228805,2.3405933502544753,2.572021618562354,1.0239197530864197,0.5346690363491322
scaling,0.0,hampel_filter_then_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5055047030231845,1.5696630017338307,1.3856518620044596,2.261319333582599,2.5928041467653817,0.0,1.0
scaling,0.0,mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4444259462255238,1.4908385851158745,1.3474679840612556,2.0223981102851605,2.1983511484575198,0.0,1.0
scaling,0.0,median,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5784847036315741,1.6514589038501226,1.4703870162085872,2.347073763943246,2.601161626559418,0.0,1.0
scaling,0.0,trimmed_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4512606355045279,1.4986154617188123,1.3512922027579792,2.0359384359448196,2.22432909837423,0.0,1.0
scaling,0.1,direct_owa,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5226782506397756,1.581174075884907,1.4095553938714476,2.1871840970689056,2.3918197705916118,0.0,1.0
scaling,0.1,fpr_owa,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.6141608954341153,1.6886362892004483,1.5461568928159148,2.3561398023406555,2.590494193693368,1.0151234567901233,0.5352157391070446
scaling,0.1,hampel_filter_then_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5101973791239018,1.5740059682989282,1.392724662154322,2.262572082314921,2.600827288092242,0.0,1.0
scaling,0.1,mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4511211919712457,1.4978360486606443,1.3539323940860104,2.0374696601645574,2.2114597488031458,0.0,1.0
scaling,0.1,median,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5843661656444967,1.6575684459010025,1.476475303354358,2.3561600814152395,2.6183537528455783,0.0,1.0
scaling,0.1,trimmed_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4576299036752391,1.5052734193697872,1.3572170482200905,2.0488271125348656,2.236577979630604,0.0,1.0
scaling,0.2,direct_owa,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.537910126694152,1.5971702869716797,1.428814739783859,2.2144998576771138,2.4229364880338813,0.0,1.0
scaling,0.2,fpr_owa,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.6308512188037019,1.7064893509941426,1.5632316074618748,2.386633389422059,2.625775624684249,1.0049382716049382,0.5360695695514182
scaling,0.2,hampel_filter_then_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5249573491381747,1.58917220671693,1.4107892009112835,2.289662606336562,2.6381996054098034,0.0,1.0
scaling,0.2,mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4676726499601225,1.5153386603659467,1.3723995570446201,2.0682530076112555,2.249854841142142,0.0,1.0
scaling,0.2,median,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.6012080722635895,1.674945038467372,1.4981706134535882,2.3800787445206595,2.6525008365226728,0.0,1.0
scaling,0.2,trimmed_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4738152419863764,1.5224318535031198,1.374590368049851,2.07930152262835,2.2756917520682154,0.0,1.0
scaling,0.3,direct_owa,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5514709531327386,1.611810424331961,1.4424533914701312,2.2436077293315013,2.4549565240471156,0.0,1.0
scaling,0.3,fpr_owa,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.6440663787457654,1.720979248027955,1.5708255465694096,2.4208102227112516,2.6713201631180805,1.0030864197530864,0.5361982323234343
scaling,0.3,hampel_filter_then_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5378309801504144,1.602746591918162,1.4242091988032703,2.308926165989739,2.661688760471262,0.0,1.0
scaling,0.3,mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4814736316135364,1.5301336201462452,1.3916584719021277,2.0984092909197676,2.286887584872772,0.0,1.0
scaling,0.3,median,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.614924801761953,1.689437692025908,1.50698045389603,2.409320305381468,2.682372396740313,0.0,1.0
scaling,0.3,trimmed_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4876448721125917,1.5372558801032896,1.3935567317605146,2.110584478152898,2.3117574115473647,0.0,1.0
scaling,0.4,direct_owa,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5588367613607221,1.6198302753373013,1.4519758165920569,2.259338785066957,2.469623121324247,0.0,1.0
scaling,0.4,fpr_owa,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.651214880599521,1.7289197073138864,1.578789197998269,2.4355217776844054,2.700001812762452,0.9972222222222222,0.5363134533142174
scaling,0.4,hampel_filter_then_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5455521692034782,1.6113833885310596,1.4336023197986763,2.3244450559443477,2.682809702146927,0.0,1.0
scaling,0.4,mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4881296140042073,1.5373311704621397,1.4000669853369516,2.112338495244349,2.3046738289083333,0.0,1.0
scaling,0.4,median,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.622387754727111,1.6976160813030612,1.5152380524582452,2.423306898699752,2.6922879156315447,0.0,1.0
scaling,0.4,trimmed_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4944962834650726,1.5446457469250956,1.4028417393163792,2.1243322946960994,2.328967793190657,0.0,1.0
spike,0.0,direct_owa,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5167091613174692,1.5749709733340298,1.4031908249644205,2.177884505999744,2.378718829485556,0.0,1.0
spike,0.0,fpr_owa,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.606579391609211,1.6801997503496158,1.5368600265228805,2.3405933502544753,2.572021618562354,1.0239197530864197,0.5346690363491322
spike,0.0,hampel_filter_then_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5055047030231845,1.5696630017338307,1.3856518620044596,2.261319333582599,2.5928041467653817,0.0,1.0
spike,0.0,mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4444259462255238,1.4908385851158745,1.3474679840612556,2.0223981102851605,2.1983511484575198,0.0,1.0
spike,0.0,median,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5784847036315741,1.6514589038501226,1.4703870162085872,2.347073763943246,2.601161626559418,0.0,1.0
spike,0.0,trimmed_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4512606355045279,1.4986154617188123,1.3512922027579792,2.0359384359448196,2.22432909837423,0.0,1.0
spike,0.1,direct_owa,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4987307967643002,1.5571745641692996,1.4009813495963086,2.1717230871944713,2.397915459435841,0.0,1.0
spike,0.1,fpr_owa,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5714847212806864,1.6417055495482598,1.5130765219045494,2.305931463087281,2.538859396474363,1.154783950617284,0.530225585229974
spike,0.1,hampel_filter_then_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4870861279875645,1.5492096407340148,1.3715432650918686,2.2302472971463185,2.5819476998959567,0.0,1.0
spike,0.1,mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4446973505747234,1.5441890381621957,1.3170168004616851,2.420647831748467,2.6842549210090176,0.0,1.0
spike,0.1,median,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5650990537027742,1.6386242258176171,1.4678311494444531,2.3432481830811778,2.615017276203527,0.0,1.0
spike,0.1,trimmed_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.438689543528325,1.5191545121046028,1.3293575395940982,2.28541485809813,2.5299707387158636,0.0,1.0
spike,0.2,direct_owa,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.464026008369316,1.5340844534311115,1.3780096154816304,2.2012269005018257,2.596314786636978,0.0,1.0
spike,0.2,fpr_owa,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4867348554219457,1.567986071682759,1.426644217712625,2.2893014707245154,2.531091022414958,1.4822530864197532,0.5218638736340823
spike,0.2,hampel_filter_then_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4374060502808996,1.5159019745113396,1.3395459652789004,2.2280389864067183,2.9034192601304993,0.0,1.0
spike,0.2,mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5017107490770267,1.704575233751991,1.3081996212972071,3.199336266805434,3.843986889232887,0.0,1.0
spike,0.2,median,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5016375582948542,1.5942228848380717,1.430184827348022,2.3474856622779923,2.668017380153316,0.0,1.0
spike,0.2,trimmed_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4837229748215388,1.686400236824907,1.306884140111647,3.14186042449581,3.735682303449258,0.0,1.0
spike,0.3,direct_owa,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.508124258113685,1.662583620252684,1.3496520060137471,2.898023082609806,3.899064044114969,0.0,1.0
spike,0.3,fpr_owa,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5162801825190046,1.73678980461314,1.3578932993320754,3.132824474356193,3.582033283430968,1.7915123456790125,0.5077216266333434
spike,0.3,hampel_filter_then_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4226700332281803,1.5157827590414248,1.3242400323906511,2.214466881455826,3.513828438201049,0.0,1.0
spike,0.3,mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.594364354925391,1.817253398961265,1.35043730732779,3.5224476533490043,4.817127687601156,0.0,1.0
spike,0.3,median,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.4652818262476597,1.5715335584280867,1.4090139086455296,2.354174568447574,2.7980383428694746,0.0,1.0
spike,0.3,trimmed_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5928393391412474,1.8112037887190993,1.340656919186114,3.541336826770905,4.7493215076823345,0.0,1.0
spike,0.4,direct_owa,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5627496514666517,1.7703186247222027,1.3587661242089977,3.31592918893329,4.782723963040297,0.0,1.0
spike,0.4,fpr_owa,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.6414007693523145,1.8995404360510268,1.424661528067956,3.6089426776658766,4.339067834569035,1.9049382716049383,0.5087138773514821
spike,0.4,hampel_filter_then_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.5051434483750792,1.6603454943120841,1.343851579279091,2.7361852940504026,4.527624916314352,0.0,1.0
spike,0.4,mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.6184536551149373,1.8676924957815415,1.3523754249608546,3.825504564693472,5.288549279267982,0.0,1.0
spike,0.4,median,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.437032963336833,1.5574038670751476,1.3905886706939456,2.3649574106112183,2.886078054113146,0.0,1.0
spike,0.4,trimmed_mean,51.333333333333336,0.2833333333333333,9.0,0.25,0.75,1.6213911702089137,1.8755599657255084,1.3670536646715448,3.89095354303517,5.2461224634125765,0.0,1.0
