scenario,seed,attack_type,attack_ratio,sensor_noise_level,sensors_per_group,alpha,beta,method,mae,rmse,median_absolute_error,p95_absolute_error,max_absolute_error,mean_anomaly_flags,mean_confidence
full_seed42_spike_0p0_noise0p5_s5_a0p3_b0p8,42,spike,0.0,0.5,5,0.3,0.8,median,1.7484983335338884,1.813745804895586,1.711937156603485,2.5139928724526586,3.063811225051873,0.0,1.0
full_seed42_spike_0p0_noise0p5_s5_a0p3_b0p8,42,spike,0.0,0.5,5,0.3,0.8,trimmed_mean,1.7270584799505846,1.7843385840517092,1.6774616814784196,2.4367697262134866,2.8874753795200956,0.0,1.0
full_seed42_spike_0p0_noise0p5_s5_a0p3_b0p8,42,spike,0.0,0.5,5,0.3,0.8,hampel_filter_then_mean,1.7351371949452736,1.7976018014040884,1.6774616814784196,2.5046906127527095,3.1122150932079284,0.0,1.0
full_seed42_spike_0p0_noise0p5_s5_a0p3_b0p8,42,spike,0.0,0.5,5,0.3,0.8,direct_owa,1.8030492227221244,1.860645356381617,1.808622516659843,2.511441411526396,2.9917433938298803,0.0,1.0
full_seed42_spike_0p0_noise0p5_s5_a0p3_b0p8,42,spike,0.0,0.5,5,0.3,0.8,fpr_owa,1.7690730180982104,1.8388569143154083,1.7445279805006295,2.5918146959271797,3.1350957762386087,0.6083333333333333,0.5503199349489343
full_seed42_spike_0p0_noise0p5_s5_a0p2_b0p7,42,spike,0.0,0.5,5,0.2,0.7,mean,1.7270584799505846,1.7843385840517092,1.6774616814784196,2.4367697262134866,2.8874753795200956,0.0,1.0
full_seed42_spike_0p0_noise0p5_s5_a0p2_b0p7,42,spike,0.0,0.5,5,0.2,0.7,median,1.7484983335338884,1.813745804895586,1.711937156603485,2.5139928724526586,3.063811225051873,0.0,1.0
full_seed42_spike_0p0_noise0p5_s5_a0p2_b0p7,42,spike,0.0,0.5,5,0.2,0.7,trimmed_mean,1.7270584799505846,1.7843385840517092,1.6774616814784196,2.4367697262134866,2.8874753795200956,0.0,1.0
full_seed42_spike_0p0_noise0p5_s5_a0p2_b0p7,42,spike,0.0,0.5,5,0.2,0.7,hampel_filter_then_mean,1.7351371949452736,1.7976018014040884,1.6774616814784196,2.5046906127527095,3.1122150932079284,0.0,1.0
full_seed42_spike_0p0_noise0p5_s5_a0p2_b0p7,42,spike,0.0,0.5,5,0.2,0.7,direct_owa,1.678137609354257,1.7395874992063378,1.6299320738839802,2.401670690325788,2.8932878520763854,0.0,1.0
full_seed42_spike_0p0_noise0p5_s5_a0p2_b0p7,42,spike,0.0,0.5,5,0.2,0.7,fpr_owa,1.7663549785759736,1.8352427039921135,1.7353897935097486,2.5297316606163123,3.0735129337104823,0.6083333333333333,0.5503199349489343
full_seed42_spike_0p0_noise0p5_s9_a0p3_b0p8,42,spike,0.0,0.5,9,0.3,0.8,mean,1.517118073901534,1.5672552281981469,1.44804399349719,2.138282503137387,2.4281283343058724,0.0,1.0
full_seed42_spike_0p0_noise0p5_s9_a0p3_b0p8,42,spike,0.0,0.5,9,0.3,0.8,median,1.641445990892256,1.7090969803739207,1.5735982519839324,2.386459111915924,2.6842497061295396,0.0,1.0
full_seed42_spike_0p0_noise0p5_s9_a0p3_b0p8,42,spike,0.0,0.5,9,0.3,0.8,trimmed_mean,1.517118073901534,1.5672552281981469,1.44804399349719,2.138282503137387,2.4281283343058724,0.0,1.0
full_seed42_spike_0p0_noise0p5_s9_a0p3_b0p8,42,spike,0.0,0.5,9,0.3,0.8,hampel_filter_then_mean,1.6158405207332303,1.6799391392367327,1.5600154230676,2.401405167807489,2.6562213896453977,0.0,1.0
full_seed42_spike_0p0_noise0p5_s9_a0p3_b0p8,42,spike,0.0,0.5,9,0.3,0.8,direct_owa,1.7132354514273793,1.771553566276386,1.64776965804175,2.4307102519856896,2.6877845288472377,0.0,1.0
full_seed42_spike_0p0_noise0p5_s9_a0p3_b0p8,42,spike,0.0,0.5,9,0.3,0.8,fpr_owa,1.6986998747237194,1.770390544901288,1.680218113046028,2.473113970704796,2.8112617669113744,1.2416666666666667,0.5302145638421989
full_seed42_spike_0p0_noise0p5_s9_a0p2_b0p7,42,spike,0.0,0.5,9,0.2,0.7,mean,1.517118073901534,1.5672552281981469,1.44804399349719,2.138282503137387,2.4281283343058724,0.0,1.0
full_seed42_spike_0p0_noise0p5_s9_a0p2_b0p7,42,spike,0.0,0.5,9,0.2,0.7,median,1.641445990892256,1.7090969803739207,1.5735982519839324,2.386459111915924,2.6842497061295396,0.0,1.0
full_seed42_spike_0p0_noise0p5_s9_a0p2_b0p7,42,spike,0.0,0.5,9,0.2,0.7,trimmed_mean,1.517118073901534,1.5672552281981469,1.44804399349719,2.138282503137387,2.4281283343058724,0.0,1.0
full_seed42_spike_0p0_noise0p5_s9_a0p2_b0p7,42,spike,0.0,0.5,9,0.2,0.7,hampel_filter_then_mean,1.6158405207332303,1.6799391392367327,1.5600154230676,2.401405167807489,2.6562213896453977,0.0,1.0
full_seed42_spike_0p0_noise0p5_s9_a0p2_b0p7,42,spike,0.0,0.5,9,0.2,0.7,direct_owa,1.523592838210182,1.5880627633998057,1.4559315174971923,2.240564396240355,2.5182387269970725,0.0,1.0
full_seed42_spike_0p0_noise0p5_s9_a0p2_b0p7,42,spike,0.0,0.5,9,0.2,0.7,fpr_owa,1.7166312646319943,1.7837266978711783,1.6667549411243057,2.4252408629733706,2.9130770837817237,1.2416666666666667,0.5302145638421989
full_seed42_spike_0p0_noise0p5_s13_a0p3_b0p8,42,spike,0.0,0.5,13,0.3,0.8,mean,1.0535709301573244,1.095180620152921,1.0358898146471434,1.567911301622121,1.7954752855969818,0.0,1.0
full_seed42_spike_0p0_noise0p5_s13_a0p3_b0p8,42,spike,0.0,0.5,13,0.3,0.8,median,1.2589032553067645,1.330396744713948,1.2150988578878898,1.9108983023994972,2.376729836099761,0.0,1.0
full_seed42_spike_0p0_noise0p5_s13_a0p3_b0p8,42,spike,0.0,0.5,13,0.3,0.8,trimmed_mean,1.0884933593470378,1.1318836136618289,1.079581138427307,1.5916107820951493,1.9315503007059895,0.0,1.0
full_seed42_spike_0p0_noise0p5_s13_a0p3_b0p8,42,spike,0.0,0.5,13,0.3,0.8,hampel_filter_then_mean,1.083799396296919,1.1269134646413634,1.0664165887154926,1.607810989379562,2.042473910478029,0.0,1.0
full_seed42_spike_0p0_noise0p5_s13_a0p3_b0p8,42,spike,0.0,0.5,13,0.3,0.8,direct_owa,1.3269156164867995,1.3779050149883831,1.2888189549956932,1.917097660823072,2.241262047211168,0.0,1.0
full_seed42_spike_0p0_noise0p5_s13_a0p3_b0p8,42,spike,0.0,0.5,13,0.3,0.8,fpr_owa,1.3670461475380458,1.4636488360017175,1.3150144644377915,2.2460766148079334,2.527203313790653,1.0125,0.5309172323533393
full_seed42_spike_0p0_noise0p5_s13_a0p2_b0p7,42,spike,0.0,0.5,13,0.2,0.7,mean,1.0535709301573244,1.095180620152921,1.0358898146471434,1.567911301622121,1.7954752855969818,0.0,1.0
full_seed42_spike_0p0_noise0p5_s13_a0p2_b0p7,42,spike,0.0,0.5,13,0.2,0.7,median,1.2589032553067645,1.330396744713948,1.2150988578878898,1.9108983023994972,2.376729836099761,0.0,1.0
full_seed42_spike_0p0_noise0p5_s13_a0p2_b0p7,42,spike,0.0,0.5,13,0.2,0.7,trimmed_mean,1.0884933593470378,1.1318836136618289,1.079581138427307,1.5916107820951493,1.9315503007059895,0.0,1.0
full_seed42_spike_0p0_noise0p5_s13_a0p2_b0p7,42,spike,0.0,0.5,13,0.2,0.7,hampel_filter_then_mean,1.083799396296919,1.1269134646413634,1.0664165887154926,1.607810989379562,2.042473910478029,0.0,1.0
full_seed42_spike_0p0_noise0p5_s13_a0p2_b0p7,42,spike,0.0,0.5,13,0.2,0.7,direct_owa,0.9836703721038158,1.0336547753624623,0.9677725991453576,1.5294597837429735,1.8600823473059873,0.0,1.0
full_seed42_spike_0p0_noise0p5_s13_a0p2_b0p7,42,spike,0.0,0.5,13,0.2,0.7,fpr_owa,1.2651689934985597,1.340754609269621,1.2510081640849386,1.9562212874413472,2.5391523953948094,1.0125,0.5309172323533393
full_seed42_scaling_0p0_noise0p1_s5_a0p3_b0p8,42,scaling,0.0,0.1,5,0.3,0.8,mean,1.7359536204484987,1.78634480139827,1.5730978519728538,2.4017323108309325,2.531829280845791,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s5_a0p3_b0p8,42,scaling,0.0,0.1,5,0.3,0.8,median,1.7629066929889936,1.8298903469839503,1.6642786297224406,2.4486005112216307,2.5676065344832386,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s5_a0p3_b0p8,42,scaling,0.0,0.1,5,0.3,0.8,trimmed_mean,1.7359536204484987,1.78634480139827,1.5730978519728538,2.401732310830932,2.531829280845791,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s5_a0p3_b0p8,42,scaling,0.0,0.1,5,0.3,0.8,hampel_filter_then_mean,1.7634397926395038,1.823304042949129,1.605228124481798,2.434460376630944,2.553407703986597,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s5_a0p3_b0p8,42,scaling,0.0,0.1,5,0.3,0.8,direct_owa,1.8022413963104753,1.8569885964214816,1.6378044176172768,2.4370296539986747,2.548042739998935,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s5_a0p3_b0p8,42,scaling,0.0,0.1,5,0.3,0.8,fpr_owa,1.7701030429409301,1.8429993973058765,1.6794693923244517,2.462546527583412,2.5635217374720267,0.7666666666666667,0.5378841799256726
full_seed42_scaling_0p0_noise0p1_s5_a0p2_b0p7,42,scaling,0.0,0.1,5,0.2,0.7,mean,1.7359536204484987,1.78634480139827,1.5730978519728538,2.4017323108309325,2.531829280845791,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s5_a0p2_b0p7,42,scaling,0.0,0.1,5,0.2,0.7,median,1.7629066929889936,1.8298903469839503,1.6642786297224406,2.4486005112216307,2.5676065344832386,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s5_a0p2_b0p7,42,scaling,0.0,0.1,5,0.2,0.7,trimmed_mean,1.7359536204484987,1.78634480139827,1.5730978519728538,2.401732310830932,2.531829280845791,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s5_a0p2_b0p7,42,scaling,0.0,0.1,5,0.2,0.7,hampel_filter_then_mean,1.7634397926395038,1.823304042949129,1.605228124481798,2.434460376630944,2.553407703986597,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s5_a0p2_b0p7,42,scaling,0.0,0.1,5,0.2,0.7,direct_owa,1.708924636820769,1.7712641678590515,1.537266758178236,2.4012250158752897,2.5402940862916883,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s5_a0p2_b0p7,42,scaling,0.0,0.1,5,0.2,0.7,fpr_owa,1.7659881470137384,1.8341841107834418,1.6422287024709643,2.4841127883853624,2.582175321874684,0.7666666666666667,0.5378841799256726
full_seed42_scaling_0p0_noise0p1_s9_a0p3_b0p8,42,scaling,0.0,0.1,9,0.3,0.8,mean,1.538702778395517,1.582181033623003,1.3929477042170584,2.0828907411726028,2.178807113833887,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s9_a0p3_b0p8,42,scaling,0.0,0.1,9,0.3,0.8,median,1.6704128786156152,1.7495622837693334,1.5325569843981923,2.425483785226021,2.559131708748559,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s9_a0p3_b0p8,42,scaling,0.0,0.1,9,0.3,0.8,trimmed_mean,1.538702778395517,1.582181033623003,1.3929477042170584,2.0828907411726028,2.178807113833887,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s9_a0p3_b0p8,42,scaling,0.0,0.1,9,0.3,0.8,hampel_filter_then_mean,1.6778671679946602,1.749233109792111,1.5178870448410655,2.4115278094121537,2.5632442896589938,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s9_a0p3_b0p8,42,scaling,0.0,0.1,9,0.3,0.8,direct_owa,1.7460574601272347,1.8047213419781425,1.5780920827988476,2.405653428951343,2.534630833604432,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s9_a0p3_b0p8,42,scaling,0.0,0.1,9,0.3,0.8,fpr_owa,1.7371656879270818,1.8102685437459045,1.5684284081958748,2.4840048378615034,2.6013060237435366,1.4666666666666666,0.5178414995651593
full_seed42_scaling_0p0_noise0p1_s9_a0p2_b0p7,42,scaling,0.0,0.1,9,0.2,0.7,mean,1.538702778395517,1.582181033623003,1.3929477042170584,2.0828907411726028,2.178807113833887,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s9_a0p2_b0p7,42,scaling,0.0,0.1,9,0.2,0.7,median,1.6704128786156152,1.7495622837693334,1.5325569843981923,2.425483785226021,2.559131708748559,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s9_a0p2_b0p7,42,scaling,0.0,0.1,9,0.2,0.7,trimmed_mean,1.538702778395517,1.582181033623003,1.3929477042170584,2.0828907411726028,2.178807113833887,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s9_a0p2_b0p7,42,scaling,0.0,0.1,9,0.2,0.7,hampel_filter_then_mean,1.6778671679946602,1.749233109792111,1.5178870448410655,2.4115278094121537,2.5632442896589938,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s9_a0p2_b0p7,42,scaling,0.0,0.1,9,0.2,0.7,direct_owa,1.608522744751725,1.6748712719007,1.4191093672417479,2.3186189092869527,2.431389249089241,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s9_a0p2_b0p7,42,scaling,0.0,0.1,9,0.2,0.7,fpr_owa,1.7673726147488216,1.820046874004744,1.6165328076382752,2.410040800315646,2.5120531370564776,1.4666666666666666,0.5178414995651593
full_seed42_scaling_0p0_noise0p1_s13_a0p3_b0p8,42,scaling,0.0,0.1,13,0.3,0.8,mean,1.0659074531496873,1.0957438483110602,0.9756659654868836,1.4382201181898335,1.536922690137915,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s13_a0p3_b0p8,42,scaling,0.0,0.1,13,0.3,0.8,median,1.3718679145335222,1.446674010661115,1.2072455379824134,2.2014212731255585,2.3442844406348544,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s13_a0p3_b0p8,42,scaling,0.0,0.1,13,0.3,0.8,trimmed_mean,1.0746273014823289,1.108609043427645,0.9674792476169951,1.4755809329215293,1.6027339490667232,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s13_a0p3_b0p8,42,scaling,0.0,0.1,13,0.3,0.8,hampel_filter_then_mean,1.1461918999660408,1.2230959480793213,0.9756659654868836,2.2881514812773807,2.4488703202464883,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s13_a0p3_b0p8,42,scaling,0.0,0.1,13,0.3,0.8,direct_owa,1.3135188917163627,1.3659080147433704,1.1474364689570873,1.8812129976222707,2.02705438992559,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s13_a0p3_b0p8,42,scaling,0.0,0.1,13,0.3,0.8,fpr_owa,1.4630984710557349,1.53918642759298,1.413795553401175,2.075003842309166,2.180546407161522,1.1125,0.5397138960330943
full_seed42_scaling_0p0_noise0p1_s13_a0p2_b0p7,42,scaling,0.0,0.1,13,0.2,0.7,mean,1.0659074531496873,1.0957438483110602,0.9756659654868836,1.4382201181898335,1.536922690137915,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s13_a0p2_b0p7,42,scaling,0.0,0.1,13,0.2,0.7,median,1.3718679145335222,1.446674010661115,1.2072455379824134,2.2014212731255585,2.3442844406348544,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s13_a0p2_b0p7,42,scaling,0.0,0.1,13,0.2,0.7,trimmed_mean,1.0746273014823289,1.108609043427645,0.9674792476169951,1.4755809329215293,1.6027339490667232,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s13_a0p2_b0p7,42,scaling,0.0,0.1,13,0.2,0.7,hampel_filter_then_mean,1.1461918999660408,1.2230959480793213,0.9756659654868836,2.2881514812773807,2.4488703202464883,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s13_a0p2_b0p7,42,scaling,0.0,0.1,13,0.2,0.7,direct_owa,0.9460069750798221,0.9897460009104215,0.8320315516944523,1.406385781288913,1.5573125566222275,0.0,1.0
full_seed42_scaling_0p0_noise0p1_s13_a0p2_b0p7,42,scaling,0.0,0.1,13,0.2,0.7,fpr_owa,1.2047472395721721,1.2494632978305504,1.1889131152852905,1.6246678019843126,1.7409750298089346,1.1125,0.5397138960330943
full_seed42_scaling_0p0_noise0p25_s5_a0p3_b0p8,42,scaling,0.0,0.25,5,0.3,0.8,mean,1.7326179427617807,1.7836289417628415,1.5994142704394898,2.3994516930997847,2.6651965678486556,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s5_a0p3_b0p8,42,scaling,0.0,0.25,5,0.3,0.8,median,1.7591885884934755,1.8200337302425265,1.6570131141259683,2.442800648472996,2.7390041506053566,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s5_a0p3_b0p8,42,scaling,0.0,0.25,5,0.3,0.8,trimmed_mean,1.7326179427617807,1.7836289417628415,1.5994142704394898,2.3994516930997842,2.6651965678486556,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s5_a0p3_b0p8,42,scaling,0.0,0.25,5,0.3,0.8,hampel_filter_then_mean,1.7456168417061988,1.8022268253320612,1.615632684897517,2.432696468937134,2.7629604749445957,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s5_a0p3_b0p8,42,scaling,0.0,0.25,5,0.3,0.8,direct_owa,1.798504845294073,1.8510024703017343,1.7170570609860096,2.436300884485849,2.7078141581581154,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s5_a0p3_b0p8,42,scaling,0.0,0.25,5,0.3,0.8,fpr_owa,1.7656647976945776,1.8313428892170023,1.736099880157009,2.4929046761809115,2.7544709717147295,0.6875,0.5470827281882282
full_seed42_scaling_0p0_noise0p25_s5_a0p2_b0p7,42,scaling,0.0,0.25,5,0.2,0.7,mean,1.7326179427617807,1.7836289417628415,1.5994142704394898,2.3994516930997847,2.6651965678486556,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s5_a0p2_b0p7,42,scaling,0.0,0.25,5,0.2,0.7,median,1.7591885884934755,1.8200337302425265,1.6570131141259683,2.442800648472996,2.7390041506053566,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s5_a0p2_b0p7,42,scaling,0.0,0.25,5,0.2,0.7,trimmed_mean,1.7326179427617807,1.7836289417628415,1.5994142704394898,2.3994516930997842,2.6651965678486556,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s5_a0p2_b0p7,42,scaling,0.0,0.25,5,0.2,0.7,hampel_filter_then_mean,1.7456168417061988,1.8022268253320612,1.615632684897517,2.432696468937134,2.7629604749445957,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s5_a0p2_b0p7,42,scaling,0.0,0.25,5,0.2,0.7,direct_owa,1.6984510579113903,1.7562931931292982,1.569494008559463,2.376185618533889,2.6763575051597823,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s5_a0p2_b0p7,42,scaling,0.0,0.25,5,0.2,0.7,fpr_owa,1.7534629815201765,1.8176348178843071,1.6702733419829094,2.4988352945612546,2.766426926313108,0.6875,0.5470827281882282
full_seed42_scaling_0p0_noise0p25_s9_a0p3_b0p8,42,scaling,0.0,0.25,9,0.3,0.8,mean,1.530608514210273,1.5749528350444444,1.4049042992627434,2.0924237938006893,2.2660070154069434,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s9_a0p3_b0p8,42,scaling,0.0,0.25,9,0.3,0.8,median,1.6669714140793732,1.7353040160145023,1.5503400159713592,2.39850476193073,2.573259167483406,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s9_a0p3_b0p8,42,scaling,0.0,0.25,9,0.3,0.8,trimmed_mean,1.530608514210273,1.5749528350444444,1.4049042992627432,2.0924237938006893,2.2660070154069434,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s9_a0p3_b0p8,42,scaling,0.0,0.25,9,0.3,0.8,hampel_filter_then_mean,1.652442712209907,1.716231408255471,1.514027380526943,2.39002470026124,2.5266269712710794,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s9_a0p3_b0p8,42,scaling,0.0,0.25,9,0.3,0.8,direct_owa,1.7287103495546414,1.7847098698121484,1.6049820745481962,2.387657040152544,2.5674222134311697,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s9_a0p3_b0p8,42,scaling,0.0,0.25,9,0.3,0.8,fpr_owa,1.7265432730010422,1.793777183786073,1.6347870467410623,2.443306404915865,2.6370559037383408,1.325,0.5255582828783347
full_seed42_scaling_0p0_noise0p25_s9_a0p2_b0p7,42,scaling,0.0,0.25,9,0.2,0.7,mean,1.530608514210273,1.5749528350444444,1.4049042992627434,2.0924237938006893,2.2660070154069434,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s9_a0p2_b0p7,42,scaling,0.0,0.25,9,0.2,0.7,median,1.6669714140793732,1.7353040160145023,1.5503400159713592,2.39850476193073,2.573259167483406,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s9_a0p2_b0p7,42,scaling,0.0,0.25,9,0.2,0.7,trimmed_mean,1.530608514210273,1.5749528350444444,1.4049042992627432,2.0924237938006893,2.2660070154069434,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s9_a0p2_b0p7,42,scaling,0.0,0.25,9,0.2,0.7,hampel_filter_then_mean,1.652442712209907,1.716231408255471,1.514027380526943,2.39002470026124,2.5266269712710794,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s9_a0p2_b0p7,42,scaling,0.0,0.25,9,0.2,0.7,direct_owa,1.580713073168223,1.6434518376316736,1.428374722574004,2.270448261576631,2.470376605339883,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s9_a0p2_b0p7,42,scaling,0.0,0.25,9,0.2,0.7,fpr_owa,1.7426996887661814,1.8000693487288324,1.6339637308116037,2.423123977132854,2.6593326846511403,1.325,0.5255582828783347
full_seed42_scaling_0p0_noise0p25_s13_a0p3_b0p8,42,scaling,0.0,0.25,13,0.3,0.8,mean,1.0612812570275512,1.0928619631718293,1.015183415465596,1.473959303121969,1.6338799134350648,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s13_a0p3_b0p8,42,scaling,0.0,0.25,13,0.3,0.8,median,1.3319964067062098,1.411566244302954,1.2179771050825838,2.100840403686402,2.414154454680258,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s13_a0p3_b0p8,42,scaling,0.0,0.25,13,0.3,0.8,trimmed_mean,1.08183975417476,1.1165612214982807,1.0449287101467402,1.5150463051861525,1.7277176976127357,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s13_a0p3_b0p8,42,scaling,0.0,0.25,13,0.3,0.8,hampel_filter_then_mean,1.102443947734487,1.150816272025765,1.038999910845435,1.6716051445584774,2.5266269712710794,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s13_a0p3_b0p8,42,scaling,0.0,0.25,13,0.3,0.8,direct_owa,1.323135182588317,1.3729533039796367,1.220007811446996,1.880529273010991,2.1073822614076816,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s13_a0p3_b0p8,42,scaling,0.0,0.25,13,0.3,0.8,fpr_owa,1.4230427131961676,1.5184860649784044,1.3737965524029805,2.1552212737621694,2.3941881899948596,1.175,0.533192460316594
full_seed42_scaling_0p0_noise0p25_s13_a0p2_b0p7,42,scaling,0.0,0.25,13,0.2,0.7,mean,1.0612812570275512,1.0928619631718293,1.015183415465596,1.473959303121969,1.6338799134350648,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s13_a0p2_b0p7,42,scaling,0.0,0.25,13,0.2,0.7,median,1.3319964067062098,1.411566244302954,1.2179771050825838,2.100840403686402,2.414154454680258,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s13_a0p2_b0p7,42,scaling,0.0,0.25,13,0.2,0.7,trimmed_mean,1.08183975417476,1.1165612214982807,1.0449287101467402,1.5150463051861525,1.7277176976127357,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s13_a0p2_b0p7,42,scaling,0.0,0.25,13,0.2,0.7,hampel_filter_then_mean,1.102443947734487,1.150816272025765,1.038999910845435,1.6716051445584774,2.5266269712710794,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s13_a0p2_b0p7,42,scaling,0.0,0.25,13,0.2,0.7,direct_owa,0.9717050241943225,1.0136345312408388,0.935598434846188,1.4452346472798951,1.6708512281286372,0.0,1.0
full_seed42_scaling_0p0_noise0p25_s13_a0p2_b0p7,42,scaling,0.0,0.25,13,0.2,0.7,fpr_owa,1.2239519384539213,1.2817026770540818,1.205182468431389,1.7601139422801741,2.024275092535646,1.175,0.533192460316594
full_seed42_scaling_0p0_noise0p5_s5_a0p3_b0p8,42,scaling,0.0,0.5,5,0.3,0.8,mean,1.7270584799505846,1.7843385840517092,1.6774616814784196,2.4367697262134866,2.8874753795200956,0.0,1.0
full_seed42_scaling_0p0_noise0p5_s5_a0p3_b0p8,42,scaling,0.0,0.5,5,0.3,0.8,median,1.7484983335338884,1.813745804895586,1.711937156603485,2.5139928724526586,3.063811225051873,0.0,1.0
full_seed42_scaling_0p0_noise0p5_s5_a0p3_b0p8,42,scaling,0.0,0.5,5,0.3,0.8,trimmed_mean,1.7270584799505846,1.7843385840517092,1.6774616814784196,2.4367697262134866,2.8874753795200956,0.0,1.0
full_seed42_scaling_0p0_noise0p5_s5_a0p3_b0p8,42,scaling,0.0,0.5,5,0.3,0.8,hampel_filter_then_mean,1.7351371949452736,1.7976018014040884,1.6774616814784196,2.5046906127527095,3.1122150932079284,0.0,1.0
full_seed42_scaling_0p0_noise0p5_s5_a0p3_b0p8,42,scaling,0.0,0.5,5,0.3,0.8,direct_owa,1.8030492227221244,1.860645356381617,1.808622516659843,2.511441411526396,2.9917433938298803,0.0,1.0
full_seed42_scaling_0p0_noise0p5_s5_a0p3_b0p8,42,scaling,0.0,0.5,5,0.3,0.8,fpr_owa,1.7690730180982104,1.8388569143154083,1.7445279805006295,2.5918146959271797,3.1350957762386087,0.6083333333333333,0.5503199349489343
full_seed42_scaling_0p0_noise0p5_s5_a0p2_b0p7,42,scaling,0.0,0.5,5,0.2,0.7,mean,1.7270584799505846,1.7843385840517092,1.6774616814784196,2.4367697262134866,2.8874753795200956,0.0,1.0
full_seed42_scaling_0p0_noise0p5_s5_a0p2_b0p7,42,scaling,0.0,0.5,5,0.2,0.7,median,1.7484983335338884,1.813745804895586,1.711937156603485,2.5139928724526586,3.063811225051873,0.0,1.0
full_seed42_scaling_0p0_noise0p5_s5_a0p2_b0p7,42,scaling,0.0,0.5,5,0.2,0.7,trimmed_mean,1.7270584799505846,1.7843385840517092,1.6774616814784196,2.4367697262134866,2.8874753795200956,0.0,1.0
full_seed42_scaling_0p0_noise0p5_s5_a0p2_b0p7,42,scaling,0.0,0.5,5,0.2,0.7,hampel_filter_then_mean,1.7351371949452736,1.7976018014040884,1.6774616814784196,2.5046906127527095,3.1122150932079284,0.0,1.0
full_seed42_scaling_0p0_noise0p5_s5_a0p2_b0p7,42,scaling,0.0,0.5,5,0.2,0.7,direct_owa,1.678137609354257,1.7395874992063378,1.6299320738839802,2.401670690325788,2.8932878520763854,0.0,1.0
full_seed42_scaling_0p0_noise0p5_s5_a0p2_b0p7,42,scaling,0.0,0.5,5,0.2,0.7,fpr_owa,1.7663549785759736,1.8352427039921135,1.7353897935097486,2.5297316606163123,3.0735129337104823,0.6083333333333333,0.5503199349489343
full_seed42_scaling_0p0_noise0p5_s9_a0p3_b0p8,42,scaling,0.0,0.5,9,0.3,0.8,mean,1.517118073901534,1.5672552281981469,1.44804399349719,2.138282503137387,2.4281283343058724,0.0,1.0
