scenario,seed,attack_type,attack_ratio,sensor_noise_level,sensors_per_group,alpha,beta,method,mae,rmse,median_absolute_error,p95_absolute_error,max_absolute_error,mean_anomaly_flags,mean_confidence
full_seed11_drift_0p1_noise0p5_s13_a0p3_b0p8,11,drift,0.1,0.5,13,0.3,0.8,fpr_owa,1.3762636559574157,1.4724708722173847,1.3186080379276852,2.220810343502956,2.660827026171971,1.0416666666666667,0.532406337997553
full_seed11_drift_0p1_noise0p5_s13_a0p2_b0p7,11,drift,0.1,0.5,13,0.2,0.7,mean,1.1234653828612366,1.1731368449715622,1.096777317152188,1.6841809617802694,2.0190220436806032,0.0,1.0
full_seed11_drift_0p1_noise0p5_s13_a0p2_b0p7,11,drift,0.1,0.5,13,0.2,0.7,median,1.2912592838825525,1.362426109764664,1.2096430526170594,2.0467902595518574,2.5154453101691683,0.0,1.0
full_seed11_drift_0p1_noise0p5_s13_a0p2_b0p7,11,drift,0.1,0.5,13,0.2,0.7,trimmed_mean,1.134474825660651,1.1818369974604435,1.1288936534222958,1.7079633532443,1.950108847145891,0.0,1.0
full_seed11_drift_0p1_noise0p5_s13_a0p2_b0p7,11,drift,0.1,0.5,13,0.2,0.7,hampel_filter_then_mean,1.1306346553053648,1.181631686660319,1.14656565429497,1.6841809617802694,2.0190220436806032,0.0,1.0
full_seed11_drift_0p1_noise0p5_s13_a0p2_b0p7,11,drift,0.1,0.5,13,0.2,0.7,direct_owa,1.017472155371746,1.0703485202475957,0.994779194589997,1.576748137911033,1.8299162974023142,0.0,1.0
full_seed11_drift_0p1_noise0p5_s13_a0p2_b0p7,11,drift,0.1,0.5,13,0.2,0.7,fpr_owa,1.267572456193442,1.341561425079029,1.264955342358537,1.9189448666518198,2.2712936303379316,1.0416666666666667,0.532406337997553
full_seed11_replay_0p1_noise0p1_s5_a0p3_b0p8,11,replay,0.1,0.1,5,0.3,0.8,mean,1.7395804721389132,1.7913689214395372,1.5666693623881685,2.3978227663942944,2.4876712248424355,0.0,1.0
full_seed11_replay_0p1_noise0p1_s5_a0p3_b0p8,11,replay,0.1,0.1,5,0.3,0.8,median,1.7673256905451846,1.8371138002398903,1.6257774414644506,2.4686495199857634,2.570343816486414,0.0,1.0
full_seed11_replay_0p1_noise0p1_s5_a0p3_b0p8,11,replay,0.1,0.1,5,0.3,0.8,trimmed_mean,1.7395804721389132,1.7913689214395372,1.5666693623881685,2.3978227663942944,2.4876712248424355,0.0,1.0
full_seed11_replay_0p1_noise0p1_s5_a0p3_b0p8,11,replay,0.1,0.1,5,0.3,0.8,hampel_filter_then_mean,1.7662357472435555,1.828676071537772,1.611478435724758,2.477834350996723,2.585322747593403,0.0,1.0
full_seed11_replay_0p1_noise0p1_s5_a0p3_b0p8,11,replay,0.1,0.1,5,0.3,0.8,direct_owa,1.808097634625509,1.86474236210751,1.6416957551136782,2.461177039407407,2.54604539209783,0.0,1.0
full_seed11_replay_0p1_noise0p1_s5_a0p3_b0p8,11,replay,0.1,0.1,5,0.3,0.8,fpr_owa,1.774467932880156,1.850312605071101,1.6740220907729897,2.4860800781287797,2.5953096084478187,0.6625,0.5470292178736167
full_seed11_replay_0p1_noise0p1_s5_a0p2_b0p7,11,replay,0.1,0.1,5,0.2,0.7,mean,1.7395804721389132,1.7913689214395372,1.5666693623881685,2.3978227663942944,2.4876712248424355,0.0,1.0
full_seed11_replay_0p1_noise0p1_s5_a0p2_b0p7,11,replay,0.1,0.1,5,0.2,0.7,median,1.7673256905451846,1.8371138002398903,1.6257774414644506,2.4686495199857634,2.570343816486414,0.0,1.0
full_seed11_replay_0p1_noise0p1_s5_a0p2_b0p7,11,replay,0.1,0.1,5,0.2,0.7,trimmed_mean,1.7395804721389132,1.7913689214395372,1.5666693623881685,2.3978227663942944,2.4876712248424355,0.0,1.0
full_seed11_replay_0p1_noise0p1_s5_a0p2_b0p7,11,replay,0.1,0.1,5,0.2,0.7,hampel_filter_then_mean,1.7662357472435555,1.828676071537772,1.611478435724758,2.477834350996723,2.585322747593403,0.0,1.0
full_seed11_replay_0p1_noise0p1_s5_a0p2_b0p7,11,replay,0.1,0.1,5,0.2,0.7,direct_owa,1.715232666678457,1.7794846871284076,1.523632719657555,2.422889000521728,2.5052409985545907,0.0,1.0
full_seed11_replay_0p1_noise0p1_s5_a0p2_b0p7,11,replay,0.1,0.1,5,0.2,0.7,fpr_owa,1.7641788435487618,1.8344957748451298,1.6378153881221,2.480498620302904,2.6055396765231316,0.6625,0.5470292178736167
full_seed11_replay_0p1_noise0p1_s9_a0p3_b0p8,11,replay,0.1,0.1,9,0.3,0.8,mean,1.5431670346943795,1.5872604579078398,1.4123617941633562,2.082665953960604,2.1871732642161303,0.0,1.0
full_seed11_replay_0p1_noise0p1_s9_a0p3_b0p8,11,replay,0.1,0.1,9,0.3,0.8,median,1.6780563139360345,1.7560202865837027,1.5189796877716413,2.426194265658853,2.5488072276365266,0.0,1.0
full_seed11_replay_0p1_noise0p1_s9_a0p3_b0p8,11,replay,0.1,0.1,9,0.3,0.8,trimmed_mean,1.5431670346943795,1.5872604579078398,1.4123617941633562,2.0826659539606043,2.1871732642161303,0.0,1.0
full_seed11_replay_0p1_noise0p1_s9_a0p3_b0p8,11,replay,0.1,0.1,9,0.3,0.8,hampel_filter_then_mean,1.6846253469058434,1.7560487620580378,1.4956464838856425,2.4296417077522436,2.5712445250121503,0.0,1.0
full_seed11_replay_0p1_noise0p1_s9_a0p3_b0p8,11,replay,0.1,0.1,9,0.3,0.8,direct_owa,1.7494391249379382,1.8084945035862612,1.5884151673138165,2.410299282372827,2.5019386765377964,0.0,1.0
full_seed11_replay_0p1_noise0p1_s9_a0p3_b0p8,11,replay,0.1,0.1,9,0.3,0.8,fpr_owa,1.7384961650016442,1.813732717070268,1.5738625989818076,2.4700663746752207,2.5362443408446937,1.3458333333333334,0.5229679477288507
full_seed11_replay_0p1_noise0p1_s9_a0p2_b0p7,11,replay,0.1,0.1,9,0.2,0.7,mean,1.5431670346943795,1.5872604579078398,1.4123617941633562,2.082665953960604,2.1871732642161303,0.0,1.0
full_seed11_replay_0p1_noise0p1_s9_a0p2_b0p7,11,replay,0.1,0.1,9,0.2,0.7,median,1.6780563139360345,1.7560202865837027,1.5189796877716413,2.426194265658853,2.5488072276365266,0.0,1.0
full_seed11_replay_0p1_noise0p1_s9_a0p2_b0p7,11,replay,0.1,0.1,9,0.2,0.7,trimmed_mean,1.5431670346943795,1.5872604579078398,1.4123617941633562,2.0826659539606043,2.1871732642161303,0.0,1.0
full_seed11_replay_0p1_noise0p1_s9_a0p2_b0p7,11,replay,0.1,0.1,9,0.2,0.7,hampel_filter_then_mean,1.6846253469058434,1.7560487620580378,1.4956464838856425,2.4296417077522436,2.5712445250121503,0.0,1.0
full_seed11_replay_0p1_noise0p1_s9_a0p2_b0p7,11,replay,0.1,0.1,9,0.2,0.7,direct_owa,1.6111590323746883,1.6778588128369334,1.4403627900924647,2.3193304221415754,2.3911328696822256,0.0,1.0
full_seed11_replay_0p1_noise0p1_s9_a0p2_b0p7,11,replay,0.1,0.1,9,0.2,0.7,fpr_owa,1.7658797466791876,1.8209195632437931,1.646441406201646,2.4012606868396986,2.582255323435484,1.3458333333333334,0.5229679477288507
full_seed11_replay_0p1_noise0p1_s13_a0p3_b0p8,11,replay,0.1,0.1,13,0.3,0.8,mean,1.0700142167615458,1.100440771611083,0.9822131537196078,1.4535368437081042,1.5174014337860953,0.0,1.0
full_seed11_replay_0p1_noise0p1_s13_a0p3_b0p8,11,replay,0.1,0.1,13,0.3,0.8,median,1.3706254616748943,1.446264062233293,1.20357299549154,2.1971832982614594,2.3321173580640377,0.0,1.0
full_seed11_replay_0p1_noise0p1_s13_a0p3_b0p8,11,replay,0.1,0.1,13,0.3,0.8,trimmed_mean,1.0777918427617097,1.112254624614867,0.9713832010448071,1.4839937877959106,1.564943793348537,0.0,1.0
full_seed11_replay_0p1_noise0p1_s13_a0p3_b0p8,11,replay,0.1,0.1,13,0.3,0.8,hampel_filter_then_mean,1.1487958675543761,1.2257803183769225,0.9856536953983468,2.3173137026457513,2.456865382647855,0.0,1.0
full_seed11_replay_0p1_noise0p1_s13_a0p3_b0p8,11,replay,0.1,0.1,13,0.3,0.8,direct_owa,1.315172031971513,1.3677588820629292,1.1707562539884766,1.8799975771277413,2.0030620998084503,0.0,1.0
full_seed11_replay_0p1_noise0p1_s13_a0p3_b0p8,11,replay,0.1,0.1,13,0.3,0.8,fpr_owa,1.4690129341211535,1.5453641913901164,1.4463923400377454,2.0813294075250206,2.1531616283456394,1.0333333333333334,0.5417223099054749
full_seed11_replay_0p1_noise0p1_s13_a0p2_b0p7,11,replay,0.1,0.1,13,0.2,0.7,mean,1.0700142167615458,1.100440771611083,0.9822131537196078,1.4535368437081042,1.5174014337860953,0.0,1.0
full_seed11_replay_0p1_noise0p1_s13_a0p2_b0p7,11,replay,0.1,0.1,13,0.2,0.7,median,1.3706254616748943,1.446264062233293,1.20357299549154,2.1971832982614594,2.3321173580640377,0.0,1.0
full_seed11_replay_0p1_noise0p1_s13_a0p2_b0p7,11,replay,0.1,0.1,13,0.2,0.7,trimmed_mean,1.0777918427617097,1.112254624614867,0.9713832010448071,1.4839937877959106,1.564943793348537,0.0,1.0
full_seed11_replay_0p1_noise0p1_s13_a0p2_b0p7,11,replay,0.1,0.1,13,0.2,0.7,hampel_filter_then_mean,1.1487958675543761,1.2257803183769225,0.9856536953983468,2.3173137026457513,2.456865382647855,0.0,1.0
full_seed11_replay_0p1_noise0p1_s13_a0p2_b0p7,11,replay,0.1,0.1,13,0.2,0.7,direct_owa,0.9493740370247526,0.9926009471678416,0.8581061766899187,1.4018884713378095,1.513070710570699,0.0,1.0
full_seed11_replay_0p1_noise0p1_s13_a0p2_b0p7,11,replay,0.1,0.1,13,0.2,0.7,fpr_owa,1.2040691832353654,1.2531153986047816,1.2026784507458006,1.6480635543117987,1.7006510470326281,1.0333333333333334,0.5417223099054749
full_seed11_replay_0p1_noise0p25_s5_a0p3_b0p8,11,replay,0.1,0.25,5,0.3,0.8,mean,1.7416850719878165,1.7962215258647878,1.630761559070456,2.4064087045621974,2.550724674182865,0.0,1.0
full_seed11_replay_0p1_noise0p25_s5_a0p3_b0p8,11,replay,0.1,0.25,5,0.3,0.8,median,1.7726791339169334,1.8375982163174447,1.6534520162529147,2.505660658286649,2.6751768219608265,0.0,1.0
full_seed11_replay_0p1_noise0p25_s5_a0p3_b0p8,11,replay,0.1,0.25,5,0.3,0.8,trimmed_mean,1.7416850719878165,1.796221525864788,1.6307615590704563,2.4064087045621974,2.550724674182865,0.0,1.0
full_seed11_replay_0p1_noise0p25_s5_a0p3_b0p8,11,replay,0.1,0.25,5,0.3,0.8,hampel_filter_then_mean,1.7676611015411512,1.8294340367142545,1.6419448150530467,2.5018039037054876,2.7190686360343976,0.0,1.0
full_seed11_replay_0p1_noise0p25_s5_a0p3_b0p8,11,replay,0.1,0.25,5,0.3,0.8,direct_owa,1.8105871113764505,1.86811781118862,1.6662618615216624,2.5024193559061283,2.6515829830536806,0.0,1.0
full_seed11_replay_0p1_noise0p25_s5_a0p3_b0p8,11,replay,0.1,0.25,5,0.3,0.8,fpr_owa,1.78072106663173,1.853421338503683,1.7005437807770967,2.5455608840162336,2.7805081808142633,0.7083333333333334,0.5421374142602526
full_seed11_replay_0p1_noise0p25_s5_a0p2_b0p7,11,replay,0.1,0.25,5,0.2,0.7,mean,1.7416850719878165,1.7962215258647878,1.630761559070456,2.4064087045621974,2.550724674182865,0.0,1.0
full_seed11_replay_0p1_noise0p25_s5_a0p2_b0p7,11,replay,0.1,0.25,5,0.2,0.7,median,1.7726791339169334,1.8375982163174447,1.6534520162529147,2.505660658286649,2.6751768219608265,0.0,1.0
full_seed11_replay_0p1_noise0p25_s5_a0p2_b0p7,11,replay,0.1,0.25,5,0.2,0.7,trimmed_mean,1.7416850719878165,1.796221525864788,1.6307615590704563,2.4064087045621974,2.550724674182865,0.0,1.0
full_seed11_replay_0p1_noise0p25_s5_a0p2_b0p7,11,replay,0.1,0.25,5,0.2,0.7,hampel_filter_then_mean,1.7676611015411512,1.8294340367142545,1.6419448150530467,2.5018039037054876,2.7190686360343976,0.0,1.0
full_seed11_replay_0p1_noise0p25_s5_a0p2_b0p7,11,replay,0.1,0.25,5,0.2,0.7,direct_owa,1.7137257044420282,1.7766920154316332,1.5531562878977447,2.4397009246286006,2.574304181081287,0.0,1.0
full_seed11_replay_0p1_noise0p25_s5_a0p2_b0p7,11,replay,0.1,0.25,5,0.2,0.7,fpr_owa,1.768739992363102,1.8408338656066765,1.6648480772683014,2.521330051813962,2.8249633333898125,0.7083333333333334,0.5421374142602526
full_seed11_replay_0p1_noise0p25_s9_a0p3_b0p8,11,replay,0.1,0.25,9,0.3,0.8,mean,1.5441587633034313,1.590312836659096,1.4515277101506645,2.1176036750125378,2.173372779861738,0.0,1.0
full_seed11_replay_0p1_noise0p25_s9_a0p3_b0p8,11,replay,0.1,0.25,9,0.3,0.8,median,1.6700834654350638,1.7377352228071166,1.5521820004542564,2.416009674837239,2.59343981314598,0.0,1.0
full_seed11_replay_0p1_noise0p25_s9_a0p3_b0p8,11,replay,0.1,0.25,9,0.3,0.8,trimmed_mean,1.5441587633034313,1.590312836659096,1.4515277101506645,2.117603675012538,2.1733727798617375,0.0,1.0
full_seed11_replay_0p1_noise0p25_s9_a0p3_b0p8,11,replay,0.1,0.25,9,0.3,0.8,hampel_filter_then_mean,1.6656344518705106,1.7336262796817843,1.4980136481227484,2.3893309604328232,2.596305382792309,0.0,1.0
full_seed11_replay_0p1_noise0p25_s9_a0p3_b0p8,11,replay,0.1,0.25,9,0.3,0.8,direct_owa,1.7388218122622576,1.7963592086536322,1.6179853310812335,2.4178471784528694,2.5089419069897816,0.0,1.0
full_seed11_replay_0p1_noise0p25_s9_a0p3_b0p8,11,replay,0.1,0.25,9,0.3,0.8,fpr_owa,1.7202547879118202,1.7930155736053883,1.621069125449956,2.4853318189876945,2.5830073309369843,1.3,0.5280747414381449
full_seed11_replay_0p1_noise0p25_s9_a0p2_b0p7,11,replay,0.1,0.25,9,0.2,0.7,mean,1.5441587633034313,1.590312836659096,1.4515277101506645,2.1176036750125378,2.173372779861738,0.0,1.0
full_seed11_replay_0p1_noise0p25_s9_a0p2_b0p7,11,replay,0.1,0.25,9,0.2,0.7,median,1.6700834654350638,1.7377352228071166,1.5521820004542564,2.416009674837239,2.59343981314598,0.0,1.0
full_seed11_replay_0p1_noise0p25_s9_a0p2_b0p7,11,replay,0.1,0.25,9,0.2,0.7,trimmed_mean,1.5441587633034313,1.590312836659096,1.4515277101506645,2.117603675012538,2.1733727798617375,0.0,1.0
full_seed11_replay_0p1_noise0p25_s9_a0p2_b0p7,11,replay,0.1,0.25,9,0.2,0.7,hampel_filter_then_mean,1.6656344518705106,1.7336262796817843,1.4980136481227484,2.3893309604328232,2.596305382792309,0.0,1.0
full_seed11_replay_0p1_noise0p25_s9_a0p2_b0p7,11,replay,0.1,0.25,9,0.2,0.7,direct_owa,1.5898500323312381,1.653661224064765,1.4580975984438043,2.2940684511315235,2.3905047668977275,0.0,1.0
full_seed11_replay_0p1_noise0p25_s9_a0p2_b0p7,11,replay,0.1,0.25,9,0.2,0.7,fpr_owa,1.7431338286696807,1.8061254534527222,1.64728148179561,2.442964191398087,2.5641415193997883,1.3,0.5280747414381449
full_seed11_replay_0p1_noise0p25_s13_a0p3_b0p8,11,replay,0.1,0.25,13,0.3,0.8,mean,1.0732025102967373,1.106648991662922,1.010580090072856,1.479532635256688,1.6008901068369061,0.0,1.0
full_seed11_replay_0p1_noise0p25_s13_a0p3_b0p8,11,replay,0.1,0.25,13,0.3,0.8,median,1.3299396905549055,1.408076416709537,1.2059873862702102,2.0816005934182096,2.3031876809147183,0.0,1.0
full_seed11_replay_0p1_noise0p25_s13_a0p3_b0p8,11,replay,0.1,0.25,13,0.3,0.8,trimmed_mean,1.0914499673453473,1.1276107753639326,1.0167115169816499,1.5235156217402948,1.6128656784944484,0.0,1.0
full_seed11_replay_0p1_noise0p25_s13_a0p3_b0p8,11,replay,0.1,0.25,13,0.3,0.8,hampel_filter_then_mean,1.1058913436895805,1.1546993854682448,1.010580090072856,1.6077488458391536,2.3750821150905463,0.0,1.0
full_seed11_replay_0p1_noise0p25_s13_a0p3_b0p8,11,replay,0.1,0.25,13,0.3,0.8,direct_owa,1.3294941586703302,1.3804110670331613,1.2187641826364985,1.906504660674342,2.012266550452981,0.0,1.0
full_seed11_replay_0p1_noise0p25_s13_a0p3_b0p8,11,replay,0.1,0.25,13,0.3,0.8,fpr_owa,1.4366542473895183,1.5337531275415397,1.3901024595257758,2.1742929399104525,2.3214884090002728,0.925,0.5370610287728124
full_seed11_replay_0p1_noise0p25_s13_a0p2_b0p7,11,replay,0.1,0.25,13,0.2,0.7,mean,1.0732025102967373,1.106648991662922,1.010580090072856,1.479532635256688,1.6008901068369061,0.0,1.0
full_seed11_replay_0p1_noise0p25_s13_a0p2_b0p7,11,replay,0.1,0.25,13,0.2,0.7,median,1.3299396905549055,1.408076416709537,1.2059873862702102,2.0816005934182096,2.3031876809147183,0.0,1.0
full_seed11_replay_0p1_noise0p25_s13_a0p2_b0p7,11,replay,0.1,0.25,13,0.2,0.7,trimmed_mean,1.0914499673453473,1.1276107753639326,1.0167115169816499,1.5235156217402948,1.6128656784944484,0.0,1.0
full_seed11_replay_0p1_noise0p25_s13_a0p2_b0p7,11,replay,0.1,0.25,13,0.2,0.7,hampel_filter_then_mean,1.1058913436895805,1.1546993854682448,1.010580090072856,1.6077488458391536,2.3750821150905463,0.0,1.0
full_seed11_replay_0p1_noise0p25_s13_a0p2_b0p7,11,replay,0.1,0.25,13,0.2,0.7,direct_owa,0.9812413093301602,1.0233053506465393,0.9066471073808202,1.4474366364460034,1.5560005033619153,0.0,1.0
full_seed11_replay_0p1_noise0p25_s13_a0p2_b0p7,11,replay,0.1,0.25,13,0.2,0.7,fpr_owa,1.2352518430987574,1.2964257337520433,1.2369885657786412,1.7944008630431263,1.9569972867118044,0.925,0.5370610287728124
full_seed11_replay_0p1_noise0p5_s5_a0p3_b0p8,11,replay,0.1,0.5,5,0.3,0.8,mean,1.7451927384026562,1.809557409659631,1.6783131763803931,2.4664007486149733,2.707678358377001,0.0,1.0
full_seed11_replay_0p1_noise0p5_s5_a0p3_b0p8,11,replay,0.1,0.5,5,0.3,0.8,median,1.7754483207398368,1.8485469223369706,1.7137105336871423,2.607850686789563,2.8498984977515147,0.0,1.0
full_seed11_replay_0p1_noise0p5_s5_a0p3_b0p8,11,replay,0.1,0.5,5,0.3,0.8,trimmed_mean,1.7451927384026562,1.809557409659631,1.6783131763803927,2.4664007486149733,2.707678358377001,0.0,1.0
full_seed11_replay_0p1_noise0p5_s5_a0p3_b0p8,11,replay,0.1,0.5,5,0.3,0.8,hampel_filter_then_mean,1.7606544521453718,1.8308875322995546,1.6962704807738056,2.593651748289748,2.978947386737961,0.0,1.0
full_seed11_replay_0p1_noise0p5_s5_a0p3_b0p8,11,replay,0.1,0.5,5,0.3,0.8,direct_owa,1.8281073456744172,1.894180670022728,1.74569736555971,2.6010187263017106,2.8274789679800976,0.0,1.0
full_seed11_replay_0p1_noise0p5_s5_a0p3_b0p8,11,replay,0.1,0.5,5,0.3,0.8,fpr_owa,1.791824928608006,1.8768639392481838,1.7385226185681226,2.7228923880791,3.101963578061354,0.6791666666666667,0.5449012459449352
full_seed11_replay_0p1_noise0p5_s5_a0p2_b0p7,11,replay,0.1,0.5,5,0.2,0.7,mean,1.7451927384026562,1.809557409659631,1.6783131763803931,2.4664007486149733,2.707678358377001,0.0,1.0
full_seed11_replay_0p1_noise0p5_s5_a0p2_b0p7,11,replay,0.1,0.5,5,0.2,0.7,median,1.7754483207398368,1.8485469223369706,1.7137105336871423,2.607850686789563,2.8498984977515147,0.0,1.0
full_seed11_replay_0p1_noise0p5_s5_a0p2_b0p7,11,replay,0.1,0.5,5,0.2,0.7,trimmed_mean,1.7451927384026562,1.809557409659631,1.6783131763803927,2.4664007486149733,2.707678358377001,0.0,1.0
full_seed11_replay_0p1_noise0p5_s5_a0p2_b0p7,11,replay,0.1,0.5,5,0.2,0.7,hampel_filter_then_mean,1.7606544521453718,1.8308875322995546,1.6962704807738056,2.593651748289748,2.978947386737961,0.0,1.0
full_seed11_replay_0p1_noise0p5_s5_a0p2_b0p7,11,replay,0.1,0.5,5,0.2,0.7,direct_owa,1.7000809722132606,1.7714054704735935,1.6415748107647348,2.5041087343008597,2.689409485292447,0.0,1.0
full_seed11_replay_0p1_noise0p5_s5_a0p2_b0p7,11,replay,0.1,0.5,5,0.2,0.7,fpr_owa,1.7926018622007016,1.8778346971656197,1.7723700273181024,2.684271847491995,3.190669428167615,0.6791666666666667,0.5449012459449352
full_seed11_replay_0p1_noise0p5_s9_a0p3_b0p8,11,replay,0.1,0.5,9,0.3,0.8,mean,1.545811644318518,1.5996226697038403,1.5042858043833327,2.186090549846391,2.36896023495743,0.0,1.0
full_seed11_replay_0p1_noise0p5_s9_a0p3_b0p8,11,replay,0.1,0.5,9,0.3,0.8,median,1.6475518905910216,1.7148292484400423,1.5912957873852664,2.4329966846266258,2.7635344264645165,0.0,1.0
full_seed11_replay_0p1_noise0p5_s9_a0p3_b0p8,11,replay,0.1,0.5,9,0.3,0.8,trimmed_mean,1.545811644318518,1.5996226697038403,1.5042858043833327,2.186090549846391,2.36896023495743,0.0,1.0
full_seed11_replay_0p1_noise0p5_s9_a0p3_b0p8,11,replay,0.1,0.5,9,0.3,0.8,hampel_filter_then_mean,1.6253795355631644,1.6918508833268018,1.5555745825138354,2.4068132666641997,2.6640961141012656,0.0,1.0
full_seed11_replay_0p1_noise0p5_s9_a0p3_b0p8,11,replay,0.1,0.5,9,0.3,0.8,direct_owa,1.7322237356092174,1.7920110820512238,1.6691652824390815,2.451704683567819,2.620401786424622,0.0,1.0
full_seed11_replay_0p1_noise0p5_s9_a0p3_b0p8,11,replay,0.1,0.5,9,0.3,0.8,fpr_owa,1.69664737073814,1.774027937660042,1.6135029589460903,2.520684084354055,2.8640736424468036,1.2541666666666667,0.5283310429633956
full_seed11_replay_0p1_noise0p5_s9_a0p2_b0p7,11,replay,0.1,0.5,9,0.2,0.7,mean,1.545811644318518,1.5996226697038403,1.5042858043833327,2.186090549846391,2.36896023495743,0.0,1.0
full_seed11_replay_0p1_noise0p5_s9_a0p2_b0p7,11,replay,0.1,0.5,9,0.2,0.7,median,1.6475518905910216,1.7148292484400423,1.5912957873852664,2.4329966846266258,2.7635344264645165,0.0,1.0
full_seed11_replay_0p1_noise0p5_s9_a0p2_b0p7,11,replay,0.1,0.5,9,0.2,0.7,trimmed_mean,1.545811644318518,1.5996226697038403,1.5042858043833327,2.186090549846391,2.36896023495743,0.0,1.0
full_seed11_replay_0p1_noise0p5_s9_a0p2_b0p7,11,replay,0.1,0.5,9,0.2,0.7,hampel_filter_then_mean,1.6253795355631644,1.6918508833268018,1.5555745825138354,2.4068132666641997,2.6640961141012656,0.0,1.0
full_seed11_replay_0p1_noise0p5_s9_a0p2_b0p7,11,replay,0.1,0.5,9,0.2,0.7,direct_owa,1.538582738090518,1.6044512112481917,1.466838474824859,2.267411585735646,2.4078338038782885,0.0,1.0
full_seed11_replay_0p1_noise0p5_s9_a0p2_b0p7,11,replay,0.1,0.5,9,0.2,0.7,fpr_owa,1.7111503981375278,1.7861281092475318,1.6483997087427045,2.5083389661099202,2.7236700803968263,1.2541666666666667,0.5283310429633956
full_seed11_replay_0p1_noise0p5_s13_a0p3_b0p8,11,replay,0.1,0.5,13,0.3,0.8,mean,1.0785163328553897,1.1244295461805334,1.0475534596399818,1.5964889152079766,1.875766346692188,0.0,1.0
full_seed11_replay_0p1_noise0p5_s13_a0p3_b0p8,11,replay,0.1,0.5,13,0.3,0.8,median,1.2696177286482466,1.3402054125526728,1.1876522345911937,1.9909743449086725,2.328892953884197,0.0,1.0
full_seed11_replay_0p1_noise0p5_s13_a0p3_b0p8,11,replay,0.1,0.5,13,0.3,0.8,trimmed_mean,1.1097740650988581,1.156379538336841,1.086627692389013,1.6436100543075975,1.9088051003038018,0.0,1.0
full_seed11_replay_0p1_noise0p5_s13_a0p3_b0p8,11,replay,0.1,0.5,13,0.3,0.8,hampel_filter_then_mean,1.0891221618038254,1.1366630915508622,1.0728252718852618,1.5964889152079766,1.9033349604230443,0.0,1.0
full_seed11_replay_0p1_noise0p5_s13_a0p3_b0p8,11,replay,0.1,0.5,13,0.3,0.8,direct_owa,1.3394029918575634,1.3935298062326507,1.2756610578881005,1.9405733953697506,2.124150476865723,0.0,1.0
full_seed11_replay_0p1_noise0p5_s13_a0p3_b0p8,11,replay,0.1,0.5,13,0.3,0.8,fpr_owa,1.3802338308475781,1.480867172299692,1.307759392461581,2.220810343502956,2.4636576269232635,0.9541666666666667,0.534819193500527
full_seed11_replay_0p1_noise0p5_s13_a0p2_b0p7,11,replay,0.1,0.5,13,0.2,0.7,mean,1.0785163328553897,1.1244295461805334,1.0475534596399818,1.5964889152079766,1.875766346692188,0.0,1.0
full_seed11_replay_0p1_noise0p5_s13_a0p2_b0p7,11,replay,0.1,0.5,13,0.2,0.7,median,1.2696177286482466,1.3402054125526728,1.1876522345911937,1.9909743449086725,2.328892953884197,0.0,1.0
full_seed11_replay_0p1_noise0p5_s13_a0p2_b0p7,11,replay,0.1,0.5,13,0.2,0.7,trimmed_mean,1.1097740650988581,1.156379538336841,1.086627692389013,1.6436100543075975,1.9088051003038018,0.0,1.0
full_seed11_replay_0p1_noise0p5_s13_a0p2_b0p7,11,replay,0.1,0.5,13,0.2,0.7,hampel_filter_then_mean,1.0891221618038254,1.1366630915508622,1.0728252718852618,1.5964889152079766,1.9033349604230443,0.0,1.0
full_seed11_replay_0p1_noise0p5_s13_a0p2_b0p7,11,replay,0.1,0.5,13,0.2,0.7,direct_owa,1.001982141530012,1.0547099124993509,0.9802178236100596,1.5478278775396188,1.7667147460323007,0.0,1.0
full_seed11_replay_0p1_noise0p5_s13_a0p2_b0p7,11,replay,0.1,0.5,13,0.2,0.7,fpr_owa,1.2905909194948417,1.364868731359414,1.3142107446322588,1.9508072840625095,2.2147968417059474,0.9541666666666667,0.534819193500527
full_seed11_freeze_0p1_noise0p1_s5_a0p3_b0p8,11,freeze,0.1,0.1,5,0.3,0.8,mean,1.7395804721389132,1.7913689214395372,1.5666693623881685,2.3978227663942944,2.4876712248424355,0.0,1.0
full_seed11_freeze_0p1_noise0p1_s5_a0p3_b0p8,11,freeze,0.1,0.1,5,0.3,0.8,median,1.7673256905451846,1.8371138002398903,1.6257774414644506,2.4686495199857634,2.570343816486414,0.0,1.0
full_seed11_freeze_0p1_noise0p1_s5_a0p3_b0p8,11,freeze,0.1,0.1,5,0.3,0.8,trimmed_mean,1.7395804721389132,1.7913689214395372,1.5666693623881685,2.3978227663942944,2.4876712248424355,0.0,1.0
full_seed11_freeze_0p1_noise0p1_s5_a0p3_b0p8,11,freeze,0.1,0.1,5,0.3,0.8,hampel_filter_then_mean,1.7662357472435555,1.828676071537772,1.611478435724758,2.477834350996723,2.585322747593403,0.0,1.0
full_seed11_freeze_0p1_noise0p1_s5_a0p3_b0p8,11,freeze,0.1,0.1,5,0.3,0.8,direct_owa,1.808097634625509,1.86474236210751,1.6416957551136782,2.461177039407407,2.54604539209783,0.0,1.0
full_seed11_freeze_0p1_noise0p1_s5_a0p3_b0p8,11,freeze,0.1,0.1,5,0.3,0.8,fpr_owa,1.774467932880156,1.850312605071101,1.6740220907729897,2.4860800781287797,2.5953096084478187,0.6625,0.5470292178736167
