method,confidence_bin,mean_confidence,empirical_correctness_proxy,mae,count,ece,max_calibration_error,pearson_confidence_abs_error,spearman_confidence_abs_error
fpr_owa,"(0.3, 0.4]",0.3911981119121333,0.39911572370659665,1.6269516446041963,33683,6.454108295892379e-05,0.007917611794463375,,
fpr_owa,"(0.4, 0.5]",0.4637454036351129,0.39455659408155214,1.694755529477794,1179365,0.019812188848523773,0.06918880955356077,,
fpr_owa,"(0.5, 0.6]",0.5481354096381141,0.42285599926319006,1.4938934125164467,2442647,0.0938701393030351,0.12527941037492407,,
fpr_owa,"(0.6, 0.7]",0.6222992289460972,0.44102594974722176,1.3859450822061101,476277,0.11476428791511493,0.18127327919887548,,
fpr_owa,"(0.7, 0.8]",0.7040320778675082,0.22103143629759608,3.5674096353370355,108,0.1147769120824325,0.4830006415699121,,
fpr_owa,global_correlation,0.5313222355901004,,1.539919187389726,4132080,,,-0.19335737710485668,-0.22719526538403065
hampel_residual,global_correlation,0.7854931169446737,,1.539919187389726,4132080,,,-0.26517686939482765,-0.3331318651103019
mad_z,global_correlation,0.7924065106706213,,1.539919187389726,4132080,,,-0.257818432561012,-0.32018318636455345
trimmed_residual,global_correlation,0.7770321552079743,,1.539919187389726,4132080,,,-0.2783885117073285,-0.34320357578620164
